domainDef	Ntopdommks	LFF_Xenium_loose	LFF_Xenium_strict	LFF_Visium	k1	k2	looseInDom	strictInDom	nmfpredInDom
LC_k1_0.05_k2_0.04	10	0.321212121212121	-0.0545454545454545	0.321212121212121	0.05	0.04	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.04	20	0.750375939849624	0.655639097744361	0.703759398496241	0.05	0.04	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.04	30	0.852280311457175	0.800222469410456	0.789098998887653	0.05	0.04	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.04	40	0.881238273921201	0.842401500938087	0.780300187617261	0.05	0.04	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.04	50	0.884753901560624	0.846050420168067	0.784297719087635	0.05	0.04	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.04	60	0.895193109196999	0.857960544595721	0.820338983050848	0.05	0.04	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.04	70	0.872662059312396	0.849811914968069	0.869652698801505	0.05	0.04	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.04	80	0.880918893577121	0.862658227848101	0.869292076887014	0.05	0.04	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.04	90	0.873959748117052	0.86118450837552	0.888941021525291	0.05	0.04	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.04	100	0.888460846084609	0.880876087608761	0.897701770177018	0.05	0.04	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.04	110	0.896598516782003	0.891071388319095	0.915064355431328	0.05	0.04	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.04	120	0.907611639697201	0.902083478019307	0.917959580526425	0.05	0.04	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.04	130	0.898908902210873	0.891933523604037	0.922801076076418	0.05	0.04	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.04	140	0.900701930856531	0.893319630010278	0.925341671951193	0.05	0.04	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.04	150	0.898576825636695	0.890544468643051	0.921923641050714	0.05	0.04	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.04	160	0.90346888550334	0.894324973631782	0.91473983358725	0.05	0.04	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.04	170	0.897135459602714	0.888764724201733	0.905061644713943	0.05	0.04	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.04	180	0.892323837155468	0.882963465950595	0.902838564976285	0.05	0.04	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.04	190	0.891349665612548	0.881249371246616	0.893088742799407	0.05	0.04	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.04	200	0.885209630240756	0.874121353033826	0.895472886822171	0.05	0.04	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.04	210	0.875338928968263	0.863820689163667	0.898002222272614	0.05	0.04	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.04	220	0.86885829722252	0.854145371147789	0.895634582983495	0.05	0.04	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.04	230	0.862551194770675	0.847309022854874	0.903081919030277	0.05	0.04	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.04	240	0.856152884598691	0.836611746731714	0.912715498532961	0.05	0.04	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.04	240	0.856152884598691	0.836611746731714	0.912715498532961	0.05	0.04	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.04	250	0.844015168242692	0.82625718811501	0.912715498532961	0.05	0.04	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.04	260	0.830152699118216	0.808625981039774	0.912715498532961	0.05	0.04	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.04	270	0.831777604021393	0.804586863712503	0.912715498532961	0.05	0.04	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.04	280	0.813341095823015	0.79183954605835	0.912715498532961	0.05	0.04	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.04	290	0.810683221867823	0.7861072602856	0.912715498532961	0.05	0.04	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.04	300	0.805358726208069	0.779459327325859	0.912715498532961	0.05	0.04	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.12	10	0.321212121212121	-0.0545454545454545	0.321212121212121	0.05	0.12	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.12	20	0.750375939849624	0.655639097744361	0.703759398496241	0.05	0.12	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.12	30	0.852280311457175	0.800222469410456	0.789098998887653	0.05	0.12	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.12	40	0.881238273921201	0.842401500938087	0.780300187617261	0.05	0.12	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.12	50	0.884753901560624	0.846050420168067	0.784297719087635	0.05	0.12	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.12	60	0.895193109196999	0.857960544595721	0.820338983050848	0.05	0.12	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.12	70	0.872662059312396	0.849811914968069	0.869652698801505	0.05	0.12	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.12	80	0.880918893577121	0.862658227848101	0.869292076887014	0.05	0.12	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.12	90	0.873959748117052	0.86118450837552	0.888941021525291	0.05	0.12	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.12	100	0.888556855685568	0.880924092409241	0.897701770177018	0.05	0.12	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.12	110	0.896661632441449	0.891080404841873	0.915064355431328	0.05	0.12	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.12	120	0.907625529550663	0.902041808458921	0.917959580526425	0.05	0.12	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.12	130	0.89893075147824	0.891895287386145	0.922801076076418	0.05	0.12	0.790914860821471	0.888023730070449	0.801535508637236
LC_k1_0.05_k2_0.12	140	0.900518248015569	0.893065972753712	0.925341671951193	0.05	0.12	0.790914860821471	0.888023730070449	0.801535508637236
