k1	k2	looseInDom	strictInDom	nmfpredInDom
0.05	0.04	0.790914860821471	0.888023730070449	0.801535508637236
0.05	0.12	0.790914860821471	0.888023730070449	0.801535508637236
0.05	0.2	0.789736150149606	0.886725991842788	0.80127959053103
0.05	0.28	0.777586363224227	0.878197997775306	0.795137555982086
0.05	0.36	0.756278901078974	0.85817575083426	0.77530390275112
0.05	0.44	0.726811134282347	0.833704115684093	0.746257197696737
0.05	0.52	0.689455072989392	0.803114571746385	0.707869481765835
0.05	0.6	0.645298757820292	0.759547645532073	0.66551503518874
0.05	0.68	0.590352706501043	0.703003337041157	0.615355086372361
0.05	0.76	0.530782482546015	0.637004078605858	0.551759436980166
0.1	0.04	0.63206093027473	0.733778272154245	0.648880358285349
0.1	0.12	0.631335569861275	0.733222098628105	0.648880358285349
0.1	0.2	0.623084595158219	0.726362625139043	0.646065259117083
0.1	0.28	0.601233112702874	0.705969595847238	0.629046705054383
0.1	0.36	0.566869163115423	0.676677790137189	0.596801023672425
0.1	0.44	0.531235832804425	0.638301816833519	0.557261676263596
0.1	0.52	0.490162299392511	0.595476455320727	0.516442738323736
0.1	0.6	0.4445552633965	0.544308490915832	0.470505438259757
0.1	0.68	0.38815849125034	0.477196885428254	0.415099168266155
0.1	0.76	0.32332940429776	0.401557285873192	0.347024952015355
0.15	0.04	0.487079517635325	0.581757508342603	0.501855406269994
0.15	0.12	0.482818025206274	0.578049684835002	0.501599488163788
0.15	0.2	0.47084957838426	0.567667779013719	0.49660908509277
0.15	0.28	0.446550004533503	0.543937708565072	0.473448496481126
0.15	0.36	0.416900897633512	0.510938079347423	0.44427383237364
0.15	0.44	0.379726176443921	0.469781238413052	0.406525911708253
0.15	0.52	0.337564602411823	0.421579532814238	0.364171465131158
0.15	0.6	0.290960195847312	0.365776789024842	0.317978246960973
0.15	0.68	0.239459606491976	0.301075268817204	0.265259117082534
0.15	0.76	0.181974793725632	0.227845754542084	0.203710812539987
0.2	0.04	0.358872064557077	0.442157953281424	0.380038387715931
0.2	0.12	0.353975881766253	0.438820912124583	0.378374920025592
0.2	0.2	0.340738054220691	0.423062662217278	0.369289827255278
0.2	0.28	0.3186145616103	0.398776418242492	0.347152911068458
0.2	0.36	0.287786744038444	0.363552094920282	0.31618682021753
0.2	0.44	0.251700063469036	0.31998516870597	0.279974408189379
0.2	0.52	0.21570405295131	0.273451983685577	0.242738323736404
0.2	0.6	0.171547737782211	0.216907675194661	0.198080614203455
0.2	0.68	0.125306011424427	0.157397107897664	0.146001279590531
0.25	0.04	0.256142896001451	0.324063774564331	0.281893793985925
0.25	0.12	0.248889291866896	0.316462736373749	0.278950735764555
0.25	0.2	0.234291413546106	0.299221357063404	0.266282789507358
0.25	0.28	0.211261220418896	0.271227289581016	0.241074856046065
0.25	0.36	0.182972164294134	0.234334445680386	0.213051823416507
0.25	0.44	0.156859189409738	0.201334816462736	0.183365323096609
0.3	0.04	0.17435850938435	0.225991842788283	0.196801023672425
0.3	0.12	0.167195575301478	0.21598071931776	0.191810620601408
0.3	0.2	0.154955118324417	0.202261772339637	0.181190019193858
0.3	0.28	0.135370387161121	0.176677790137189	0.160076775431862
0.35	0.04	0.1184150874966	0.156284760845384	0.135252719129878
0.35	0.12	0.111705503672137	0.147385984427141	0.131541906589891
0.35	0.2	0.100825097470306	0.132925472747497	0.120921305182342
