rn	WebDivLabel
Br0942_aaiofdie-1	astrocytes_5
Br0942_aaipjkoo-1	astrocytes_5
Br0942_aajaplkl-1	OPCs_27
Br0942_aajbkhap-1	macrophages_microglia_15
Br0942_aajcacpl-1	macrophages_microglia_15
Br0942_aajcidca-1	astrocytes_5
Br0942_aajefjpl-1	astrocytes_5
Br0942_aajfpnha-1	astrocytes_5
Br0942_aajkahha-1	macrophages_microglia_15
Br0942_aajkbnnc-1	astrocytes_5
Br0942_aajmglcc-1	neurons_ambiguous_2
Br0942_aajpdgfp-1	astrocytes_5
Br0942_aajpjmcd-1	astrocytes_5
Br0942_aakcbnnm-1	astrocytes_5
Br0942_aakdjjdf-1	macrophages_microglia_15
Br0942_aakepkmj-1	endothelial_mural_16
Br0942_aakgjkoo-1	inhibitory_4
Br0942_aakgogfb-1	endothelial_mural_16
Br0942_aakhcaol-1	astrocytes_5
Br0942_aakmolfl-1	endothelial_mural_16
Br0942_aalckeci-1	astrocytes_5
Br0942_aalgbjcn-1	astrocytes_5
Br0942_aaljmgil-1	endothelial_mural_16
Br0942_aalokkfj-1	inhibitory_4
Br0942_aalopfff-1	endothelial_mural_16
Br0942_aamfhndf-1	endothelial_mural_16
Br0942_aamhobkb-1	endothelial_mural_16
Br0942_aamobkkn-1	endothelial_mural_16
Br0942_aamofhbk-1	neurons_ambiguous_1
Br0942_aampilop-1	neurons_ambiguous_1
Br0942_aaneflce-1	astrocytes_5
Br0942_aanfednh-1	astrocytes_5
Br0942_aaniejjj-1	astrocytes_5
Br0942_aankdknb-1	endothelial_mural_16
Br0942_aanlafjc-1	astrocytes_5
Br0942_aanllbnc-1	endothelial_mural_16
Br0942_aaoajejc-1	astrocytes_5
Br0942_aaoammcj-1	astrocytes_5
Br0942_aaobhbpe-1	inhibitory_4
Br0942_aaoelpdp-1	inhibitory_4
Br0942_aaoiicap-1	inhibitory_4
Br0942_aaokjlec-1	endothelial_mural_16
Br0942_aaooabkh-1	inhibitory_4
Br0942_aapalmdo-1	oligodendrocytes_28
Br0942_aapbghfh-1	endothelial_mural_16
Br0942_aapbkgpa-1	inhibitory_4
Br0942_aapblcpp-1	neurons_ambiguous_2
Br0942_aapckeel-1	neurons_ambiguous_2
Br0942_aapdehom-1	neurons_ambiguous_2
Br0942_aapdhmmf-1	inhibitory_4
Br0942_abaaomik-1	inhibitory_25
Br0942_abacmhpg-1	neurons_ambiguous_2
Br0942_abadldch-1	inhibitory_25
Br0942_abagboca-1	endothelial_mural_16
Br0942_abakjmib-1	inhibitory_25
Br0942_abaoinbn-1	neurons_ambiguous_2
Br0942_abaonkbb-1	neurons_ambiguous_2
Br0942_abbcbmmk-1	neurons_ambiguous_2
Br0942_abbcppcg-1	neurons_ambiguous_2
Br0942_abbdjdbo-1	endothelial_mural_16
Br0942_abbieioj-1	neurons_ambiguous_1
Br0942_abblmlcj-1	endothelial_mural_16
Br0942_abblocib-1	endothelial_mural_16
Br0942_abbmbhae-1	endothelial_mural_16
Br0942_abbmjcid-1	endothelial_mural_16
Br0942_abbobagk-1	astrocytes_5
Br0942_abbpepjg-1	astrocytes_5
Br0942_abcaaedk-1	astrocytes_5
Br0942_abcbmfpk-1	oligodendrocytes_12
Br0942_abcdcckd-1	astrocytes_5
Br0942_abcdkefo-1	astrocytes_5
Br0942_abcfdjne-1	astrocytes_5
Br0942_abcgkjgm-1	endothelial_mural_16
Br0942_abcifkhp-1	astrocytes_5
Br0942_abciojap-1	inhibitory_4
Br0942_abckamlb-1	astrocytes_5
Br0942_abcnimdf-1	astrocytes_5
Br0942_abdaoekb-1	astrocytes_5
Br0942_abdcipch-1	astrocytes_5
Br0942_abdclcfl-1	astrocytes_5
Br0942_abdfmolb-1	macrophages_microglia_15
Br0942_abdheled-1	neurons_ambiguous_2
Br0942_abdkjfin-1	oligodendrocytes_28
Br0942_abdnioof-1	endothelial_mural_16
Br0942_abebhdif-1	endothelial_mural_16
Br0942_abedhkaj-1	endothelial_mural_16
Br0942_abeeglmg-1	endothelial_mural_16
Br0942_abehbmgn-1	endothelial_mural_16
Br0942_abehjjmk-1	endothelial_mural_16
Br0942_abeiehle-1	inhibitory_4
Br0942_abekoglc-1	astrocytes_5
Br0942_abemahao-1	astrocytes_5
Br0942_abfaceji-1	astrocytes_5
Br0942_abfchmcf-1	astrocytes_5
Br0942_abfeggej-1	astrocytes_5
Br0942_abffmjem-1	astrocytes_5
Br0942_abfldcap-1	astrocytes_5
Br0942_abfonldd-1	astrocytes_5
Br0942_abgedkjg-1	astrocytes_5
Br0942_abgfdneb-1	inhibitory_4
Br0942_abgidojb-1	astrocytes_5
Br0942_abgiegpc-1	astrocytes_5
Br0942_abgkbagg-1	astrocytes_5
Br0942_abgmjkhd-1	astrocytes_5
Br0942_abgmjmgg-1	macrophages_microglia_15
Br0942_abgnmebl-1	endothelial_mural_16
Br0942_abgpgnca-1	neurons_ambiguous_2
Br0942_abhckkkp-1	neurons_ambiguous_2
Br0942_abhdfgab-1	endothelial_mural_16
Br0942_abhfaham-1	neurons_ambiguous_2
Br0942_abhnjlnd-1	neurons_ambiguous_2
Br0942_abhoogjj-1	inhibitory_25
Br0942_abhopfek-1	neurons_ambiguous_2
Br0942_abhplboi-1	macrophages_microglia_15
Br0942_abicmclf-1	neurons_ambiguous_2
Br0942_abifdabg-1	oligodendrocytes_9
Br0942_abifijcn-1	inhibitory_4
Br0942_abifmmak-1	endothelial_mural_16
Br0942_abigdejf-1	endothelial_mural_16
Br0942_abjaelbo-1	neurons_ambiguous_2
Br0942_abjapoma-1	neurons_ambiguous_2
Br0942_abjcbgem-1	neurons_ambiguous_2
Br0942_abjfngca-1	neurons_ambiguous_2
Br0942_abjklbka-1	endothelial_mural_16
Br0942_abjleble-1	neurons_ambiguous_2
Br0942_abjnimfa-1	endothelial_mural_16
Br0942_abjobmnn-1	endothelial_mural_16
Br0942_abjpphip-1	astrocytes_5
Br0942_abkcfedh-1	astrocytes_5
Br0942_abkcoggi-1	astrocytes_5
Br0942_abkdofca-1	astrocytes_5
Br0942_abkhalmm-1	endothelial_mural_16
Br0942_abkhjgib-1	astrocytes_5
Br0942_abkmedkn-1	astrocytes_5
Br0942_abkmfcaf-1	inhibitory_4
Br0942_abknppph-1	inhibitory_25
Br0942_ablacgfi-1	astrocytes_5
Br0942_ablbonha-1	inhibitory_25
Br0942_ablcileo-1	inhibitory_25
Br0942_abldhfha-1	astrocytes_5
Br0942_ablfaemo-1	endothelial_mural_16
Br0942_ablfimip-1	macrophages_microglia_15
Br0942_ablhpkhg-1	astrocytes_5
Br0942_abljjgpb-1	astrocytes_5
Br0942_ablkbgpd-1	endothelial_mural_16
Br0942_abllbgop-1	neurons_ambiguous_2
Br0942_ablmkcia-1	macrophages_microglia_15
Br0942_ablnabja-1	oligodendrocytes_28
Br0942_abmakgmd-1	astrocytes_5
Br0942_abmfkeam-1	endothelial_mural_16
Br0942_abmhfili-1	endothelial_mural_16
Br0942_abmjfgca-1	endothelial_mural_16
Br0942_abmjhmnm-1	astrocytes_5
Br0942_abmjlnle-1	endothelial_mural_16
Br0942_abnbicbh-1	endothelial_mural_16
Br0942_abndeibm-1	endothelial_mural_16
Br0942_abnhemkf-1	astrocytes_5
Br0942_abnjkjpd-1	endothelial_mural_16
Br0942_abnnjfao-1	endothelial_mural_16
Br0942_abnnlnkc-1	inhibitory_25
Br0942_abnpgaij-1	neurons_ambiguous_2
Br0942_aboccmhc-1	astrocytes_5
Br0942_abokhdlp-1	inhibitory_25
Br0942_abolnhpp-1	inhibitory_25
Br0942_aboobljf-1	neurons_ambiguous_2
Br0942_abopplcj-1	inhibitory_25
Br0942_abpannaf-1	astrocytes_5
Br0942_abpcjcpd-1	endothelial_mural_16
Br0942_abpdiamf-1	oligodendrocytes_28
Br0942_abpegopj-1	astrocytes_5
Br0942_abpgeloc-1	neurons_ambiguous_2
Br0942_abplpoeo-1	neurons_ambiguous_2
Br0942_abppcolk-1	neurons_ambiguous_1
Br0942_acabgjlh-1	oligodendrocytes_12
Br0942_acabiigh-1	oligodendrocytes_10
Br0942_acaddkjl-1	inhibitory_4
Br0942_acaecfbh-1	inhibitory_4
Br0942_acaeefdo-1	inhibitory_4
Br0942_acaijnkd-1	inhibitory_4
Br0942_acakmjoa-1	endothelial_mural_16
Br0942_acaoahnj-1	neurons_ambiguous_2
Br0942_acapnjne-1	neurons_ambiguous_2
Br0942_acbafejj-1	neurons_ambiguous_2
Br0942_acbhplnb-1	astrocytes_5
Br0942_accbicgf-1	neurons_ambiguous_2
Br0942_accgaemc-1	endothelial_mural_16
Br0942_accgggie-1	neurons_ambiguous_2
Br0942_acchokcb-1	inhibitory_4
Br0942_acclfigb-1	neurons_ambiguous_2
Br0942_accnogpn-1	endothelial_mural_16
Br0942_accoclhc-1	endothelial_mural_16
Br0942_accoocbk-1	OPCs_27
Br0942_acdaeich-1	neurons_ambiguous_2
Br0942_acdfcjhi-1	neurons_ambiguous_2
Br0942_acdgpojj-1	astrocytes_5
Br0942_acdjbiop-1	inhibitory_4
Br0942_acdlgnga-1	astrocytes_5
Br0942_acdlkmlj-1	astrocytes_5
Br0942_acdpbanm-1	endothelial_mural_16
Br0942_aceaeieg-1	astrocytes_5
Br0942_aceamdgj-1	inhibitory_4
Br0942_aceckflf-1	astrocytes_5
Br0942_acediahb-1	astrocytes_5
Br0942_acedpnfb-1	astrocytes_5
Br0942_acefhbgo-1	inhibitory_4
Br0942_acehjdlg-1	inhibitory_4
Br0942_acemfoei-1	neurons_ambiguous_2
Br0942_acfaeeph-1	inhibitory_4
Br0942_acfcekli-1	astrocytes_5
Br0942_acfcfhgk-1	inhibitory_25
Br0942_acfgnplj-1	inhibitory_4
Br0942_acfjkbbh-1	astrocytes_5
Br0942_acgbgjfj-1	endothelial_mural_16
Br0942_acgjkfim-1	neurons_ambiguous_2
Br0942_acgkjpco-1	endothelial_mural_16
Br0942_acgkmfjk-1	astrocytes_5
Br0942_acgnclnb-1	endothelial_mural_16
Br0942_acgneklg-1	inhibitory_4
Br0942_acgoldgo-1	neurons_ambiguous_3
Br0942_achhndbc-1	neurons_ambiguous_2
Br0942_achlcdab-1	endothelial_mural_16
Br0942_achnicho-1	inhibitory_25
Br0942_acibiddo-1	endothelial_mural_16
Br0942_acicemhj-1	endothelial_mural_16
Br0942_acicnmgk-1	endothelial_mural_16
Br0942_acifbaai-1	inhibitory_25
Br0942_acifdjbe-1	neurons_ambiguous_2
Br0942_acignadi-1	endothelial_mural_16
Br0942_acihmibi-1	oligodendrocytes_28
Br0942_acihnnip-1	neurons_ambiguous_2
Br0942_acijbnlp-1	astrocytes_5
Br0942_acilmjpe-1	endothelial_mural_16
Br0942_acjagajj-1	astrocytes_5
Br0942_acjecejf-1	astrocytes_5
Br0942_acjlpbll-1	oligodendrocytes_28
Br0942_acjopdco-1	oligodendrocytes_28
Br0942_acjpooff-1	astrocytes_5
Br0942_ackacmng-1	neurons_ambiguous_2
Br0942_ackhghoh-1	inhibitory_4
Br0942_ackmljhi-1	endothelial_mural_16
Br0942_aclbogob-1	astrocytes_5
Br0942_aclceomi-1	astrocytes_5
Br0942_acldmahm-1	inhibitory_4
Br0942_aclikhhn-1	inhibitory_4
Br0942_aclipode-1	macrophages_microglia_15
Br0942_acljbfeg-1	inhibitory_4
Br0942_acljkcmp-1	inhibitory_4
Br0942_acljkhbe-1	oligodendrocytes_10
Br0942_aclnlopd-1	endothelial_mural_16
Br0942_acmaciop-1	astrocytes_5
Br0942_acmbljbd-1	endothelial_mural_16
Br0942_acmdbcjf-1	astrocytes_5
Br0942_acmdcmff-1	astrocytes_5
Br0942_acmfgdfi-1	neurons_ambiguous_2
Br0942_acmilifa-1	neurons_ambiguous_2
Br0942_acmknioi-1	neurons_ambiguous_2
Br0942_acnaecpa-1	inhibitory_14
Br0942_acnihmkh-1	neurons_ambiguous_2
Br0942_acnjogcn-1	neurons_ambiguous_2
Br0942_acnjpmbh-1	neurons_ambiguous_2
Br0942_acnjppfl-1	astrocytes_5
Br0942_acokpjnp-1	neurons_ambiguous_2
Br0942_acpcgjgj-1	macrophages_microglia_15
Br0942_acpcmogm-1	inhibitory_4
Br0942_acpcnmak-1	oligodendrocytes_12
Br0942_acpdjgae-1	neurons_ambiguous_1
Br0942_acpepije-1	astrocytes_5
Br0942_acpfihen-1	macrophages_microglia_15
Br0942_acpigbdk-1	astrocytes_5
Br0942_acpnapkj-1	neurons_ambiguous_2
Br0942_acpnlkke-1	astrocytes_5
Br0942_acppejoc-1	endothelial_mural_16
Br0942_adacpnee-1	astrocytes_5
Br0942_adadjima-1	oligodendrocytes_28
Br0942_adadlkfm-1	astrocytes_5
Br0942_adandjdb-1	inhibitory_4
Br0942_adaokbfp-1	OPCs_27
Br0942_adbbfobh-1	oligodendrocytes_28
Br0942_adbcgbie-1	astrocytes_5
Br0942_adbgbgam-1	endothelial_mural_16
Br0942_adbgdofl-1	endothelial_mural_16
Br0942_adbjnnam-1	endothelial_mural_16
Br0942_adbkjbkk-1	astrocytes_5
Br0942_adbopfpi-1	endothelial_mural_16
Br0942_adccfehe-1	astrocytes_5
Br0942_adcddfcp-1	endothelial_mural_16
Br0942_adcdmaba-1	inhibitory_4
Br0942_adcfialk-1	neurons_ambiguous_2
Br0942_adckjglb-1	endothelial_mural_16
Br0942_adckkaof-1	astrocytes_5
Br0942_adconhbn-1	endothelial_mural_16
Br0942_adcpfhnc-1	oligodendrocytes_10
Br0942_addbhddn-1	inhibitory_25
Br0942_addfgmhl-1	oligodendrocytes_28
Br0942_addjgkfh-1	inhibitory_25
Br0942_addkhjhb-1	oligodendrocytes_28
Br0942_addldbjn-1	endothelial_mural_16
Br0942_addpbpla-1	endothelial_mural_16
Br0942_adeajjpb-1	inhibitory_4
Br0942_adebiebe-1	oligodendrocytes_28
Br0942_adeckkfc-1	oligodendrocytes_28
Br0942_adefahka-1	macrophages_microglia_15
Br0942_adegemim-1	endothelial_mural_16
Br0942_adegpgjj-1	neurons_ambiguous_3
Br0942_adejbnkj-1	endothelial_mural_16
Br0942_adekbogg-1	endothelial_mural_16
Br0942_adendkfg-1	neurons_ambiguous_2
Br0942_adeomcof-1	inhibitory_4
Br0942_adfbdgno-1	endothelial_mural_16
Br0942_adfepbmd-1	oligodendrocytes_9
Br0942_adfhickh-1	oligodendrocytes_10
Br0942_adfjalkd-1	endothelial_mural_16
Br0942_adfmkhfg-1	oligodendrocytes_10
Br0942_adfocken-1	astrocytes_5
Br0942_adgfkbpc-1	inhibitory_25
Br0942_adgfpdbe-1	inhibitory_4
Br0942_adgibpgc-1	oligodendrocytes_10
Br0942_adgndcna-1	neurons_ambiguous_2
Br0942_adgoepig-1	endothelial_mural_16
Br0942_adgomala-1	astrocytes_5
Br0942_adhedhfh-1	neurons_ambiguous_2
Br0942_adheenak-1	neurons_ambiguous_2
Br0942_adhepobh-1	neurons_ambiguous_2
Br0942_adhgopfa-1	oligodendrocytes_10
Br0942_adhhhbbc-1	inhibitory_4
Br0942_adhmpfgf-1	neurons_ambiguous_2
Br0942_adicdjfc-1	neurons_ambiguous_2
Br0942_adieldna-1	astrocytes_5
Br0942_adiffodn-1	astrocytes_5
Br0942_adifgifn-1	macrophages_microglia_15
Br0942_adigeifi-1	OPCs_27
Br0942_adihakbo-1	astrocytes_5
Br0942_adihfcem-1	astrocytes_5
Br0942_adimikja-1	oligodendrocytes_10
Br0942_adioconb-1	astrocytes_5
Br0942_adjaiogn-1	astrocytes_5
Br0942_adjdfjhc-1	astrocytes_5
Br0942_adjecepp-1	astrocytes_5
Br0942_adjgjbih-1	oligodendrocytes_28
Br0942_adjhblia-1	macrophages_microglia_15
Br0942_adjjgcdm-1	macrophages_microglia_15
Br0942_adjkdfnk-1	astrocytes_5
Br0942_adjlollj-1	macrophages_microglia_15
Br0942_adjnghlj-1	astrocytes_5
Br0942_adjnpffb-1	astrocytes_5
Br0942_adjpepjm-1	oligodendrocytes_28
Br0942_adkajodd-1	neurons_ambiguous_2
Br0942_adkcailo-1	astrocytes_5
Br0942_adkcdhff-1	endothelial_mural_16
Br0942_adkcfokl-1	inhibitory_4
Br0942_adkfkmch-1	oligodendrocytes_28
Br0942_adkfocgm-1	endothelial_mural_16
Br0942_adkkomli-1	astrocytes_5
Br0942_adkppceh-1	endothelial_mural_16
Br0942_adliciim-1	neurons_ambiguous_1
Br0942_adlmmmch-1	endothelial_mural_16
Br0942_admihben-1	endothelial_mural_16
Br0942_admmjeek-1	endothelial_mural_16
Br0942_admnedjp-1	endothelial_mural_16
Br0942_admnphki-1	astrocytes_5
Br0942_admopnbb-1	oligodendrocytes_28
Br0942_adncnfjl-1	oligodendrocytes_28
Br0942_adndihed-1	neurons_ambiguous_2
Br0942_adngogjg-1	inhibitory_4
Br0942_adnhfbib-1	astrocytes_5
Br0942_adnkbbfl-1	oligodendrocytes_28
Br0942_adnlddel-1	astrocytes_5
Br0942_adnmaabf-1	astrocytes_5
Br0942_adnoimci-1	astrocytes_5
Br0942_adoannpj-1	neurons_ambiguous_2
Br0942_adojlgml-1	neurons_ambiguous_2
Br0942_adonolgg-1	neurons_ambiguous_2
Br0942_adpcmije-1	oligodendrocytes_28
Br0942_adpdacgl-1	neurons_ambiguous_2
Br0942_adpejifg-1	neurons_ambiguous_2
Br0942_adpjnbpo-1	neurons_ambiguous_2
Br0942_adplfpen-1	macrophages_microglia_15
Br0942_adplibdf-1	macrophages_microglia_15
Br0942_adpmhngp-1	inhibitory_4
Br0942_adpolkea-1	neurons_ambiguous_2
Br0942_aeadkjdi-1	inhibitory_4
Br0942_aeahgcem-1	neurons_ambiguous_2
Br0942_aeaknbcg-1	neurons_ambiguous_2
Br0942_aeankmae-1	astrocytes_5
Br0942_aeaoiahk-1	oligodendrocytes_10
Br0942_aebabmka-1	endothelial_mural_16
Br0942_aebcibpa-1	endothelial_mural_16
Br0942_aebcmhck-1	inhibitory_4
Br0942_aebdeodp-1	neurons_ambiguous_2
Br0942_aebebaom-1	oligodendrocytes_10
Br0942_aebjojbk-1	astrocytes_5
Br0942_aeblhkof-1	neurons_ambiguous_2
Br0942_aebonadd-1	neurons_ambiguous_2
Br0942_aeccchae-1	oligodendrocytes_10
Br0942_aecebbgc-1	endothelial_mural_16
Br0942_aecfacnf-1	inhibitory_4
Br0942_aecgmacj-1	oligodendrocytes_10
Br0942_aeclffnb-1	neurons_ambiguous_1
Br0942_aecmpclo-1	inhibitory_4
Br0942_aedajija-1	inhibitory_4
Br0942_aedflocj-1	astrocytes_5
Br0942_aedgohml-1	astrocytes_5
Br0942_aedhhafp-1	endothelial_mural_16
Br0942_aedjpieg-1	OPCs_27
Br0942_aedjpnab-1	endothelial_mural_16
Br0942_aedkpfli-1	neurons_ambiguous_3
Br0942_aedmlkff-1	astrocytes_5
Br0942_aednbbjf-1	inhibitory_25
Br0942_aednncnl-1	inhibitory_25
Br0942_aedoiamg-1	endothelial_mural_16
Br0942_aedpeege-1	astrocytes_5
Br0942_aeealihh-1	astrocytes_5
Br0942_aeecbbil-1	astrocytes_5
Br0942_aeedhobb-1	endothelial_mural_16
Br0942_aeeeaala-1	endothelial_mural_16
Br0942_aeeidgoh-1	inhibitory_4
Br0942_aeemlimf-1	endothelial_mural_16
Br0942_aefbhbdh-1	astrocytes_5
Br0942_aefcjfjo-1	astrocytes_5
Br0942_aefdmpbg-1	astrocytes_5
Br0942_aefhddeb-1	endothelial_mural_16
Br0942_aefimllo-1	neurons_ambiguous_2
Br0942_aefloaob-1	astrocytes_5
Br0942_aefooagh-1	astrocytes_5
Br0942_aefpcfop-1	astrocytes_5
Br0942_aefphagj-1	astrocytes_5
Br0942_aegilgbp-1	astrocytes_5
Br0942_aegkfokp-1	endothelial_mural_16
Br0942_aegkjekm-1	inhibitory_4
Br0942_aegmcdmo-1	inhibitory_4
Br0942_aehbkfhd-1	endothelial_mural_16
Br0942_aeheijod-1	astrocytes_5
Br0942_aehiahbb-1	astrocytes_5
Br0942_aehofeib-1	endothelial_mural_16
Br0942_aehpamhh-1	inhibitory_4
Br0942_aeifjcoo-1	inhibitory_4
Br0942_aeijkinp-1	endothelial_mural_16
Br0942_aeiljodf-1	endothelial_mural_16
Br0942_aejcbgii-1	inhibitory_4
Br0942_aejiacpb-1	inhibitory_4
Br0942_aejjhkcn-1	endothelial_mural_16
Br0942_aejnanjf-1	endothelial_mural_16
Br0942_aekcehco-1	inhibitory_25
Br0942_aekfkofi-1	inhibitory_25
Br0942_aekgpgfc-1	inhibitory_4
Br0942_aekhdiif-1	inhibitory_4
Br0942_aekkjjbp-1	inhibitory_25
Br0942_aekngmab-1	oligodendrocytes_10
Br0942_aekoonco-1	oligodendrocytes_9
Br0942_aekpmehk-1	inhibitory_4
Br0942_aelbonhc-1	neurons_ambiguous_2
Br0942_aelcbimm-1	endothelial_mural_16
Br0942_aelhfjno-1	endothelial_mural_16
Br0942_aellhfjl-1	inhibitory_4
Br0942_aelmaeof-1	inhibitory_25
Br0942_aelphelp-1	oligodendrocytes_10
Br0942_aemdafki-1	oligodendrocytes_10
Br0942_aemdffca-1	astrocytes_5
Br0942_aemdnmkh-1	endothelial_mural_16
Br0942_aemggdpj-1	inhibitory_4
Br0942_aemgifdb-1	astrocytes_5
Br0942_aemicfoo-1	endothelial_mural_16
Br0942_aemkgaaf-1	endothelial_mural_16
Br0942_aemlaoee-1	neurons_ambiguous_1
Br0942_aemljjda-1	astrocytes_5
Br0942_aenaobeh-1	astrocytes_5
Br0942_aenapfch-1	astrocytes_5
Br0942_aenbelko-1	endothelial_mural_16
Br0942_aencogep-1	macrophages_microglia_15
Br0942_aenfaapp-1	excitatory_26
Br0942_aenfemhe-1	neurons_ambiguous_1
Br0942_aenlfabd-1	astrocytes_5
Br0942_aenlhcak-1	astrocytes_5
Br0942_aenmdoeh-1	endothelial_mural_16
Br0942_aennghdp-1	inhibitory_4
Br0942_aeoignaj-1	inhibitory_25
Br0942_aeomdhko-1	endothelial_mural_16
Br0942_aeomgpco-1	endothelial_mural_16
Br0942_aeoncabp-1	endothelial_mural_16
Br0942_aepapnkb-1	endothelial_mural_16
Br0942_aepgnmhj-1	neurons_ambiguous_2
Br0942_aepkffph-1	endothelial_mural_16
Br0942_aepkhjho-1	neurons_ambiguous_2
Br0942_aepmmegb-1	neurons_ambiguous_2
Br0942_afaacamc-1	astrocytes_5
Br0942_afaeofel-1	oligodendrocytes_28
Br0942_afamhgmd-1	inhibitory_4
Br0942_afamohbk-1	inhibitory_4
Br0942_afapncho-1	inhibitory_4
Br0942_afbbkmaf-1	astrocytes_5
Br0942_afbfehnl-1	astrocytes_5
Br0942_afbhlfhk-1	astrocytes_5
Br0942_afbhncaf-1	endothelial_mural_16
Br0942_afbhngkc-1	macrophages_microglia_15
Br0942_afbikdei-1	astrocytes_5
Br0942_afbilodh-1	inhibitory_4
Br0942_afblkfio-1	endothelial_mural_16
Br0942_afbmelcb-1	astrocytes_5
Br0942_afbocekl-1	astrocytes_5
Br0942_afciifjd-1	astrocytes_5
Br0942_afckdfgf-1	oligodendrocytes_10
Br0942_afckkmkn-1	inhibitory_4
Br0942_afconjmh-1	neurons_ambiguous_2
Br0942_afdadgan-1	inhibitory_4
Br0942_afdbakef-1	OPCs_27
Br0942_afddckeo-1	astrocytes_5
Br0942_afdecbhn-1	inhibitory_4
Br0942_afdfadmk-1	macrophages_microglia_15
Br0942_afdfcmmh-1	neurons_ambiguous_2
Br0942_afdfenoh-1	neurons_ambiguous_2
Br0942_afdpchlm-1	endothelial_mural_16
Br0942_afeeidof-1	inhibitory_4
Br0942_afeejebc-1	inhibitory_4
Br0942_afefepep-1	NE
Br0942_afefnmml-1	endothelial_mural_16
Br0942_afehabfc-1	neurons_ambiguous_2
Br0942_afehabpf-1	neurons_ambiguous_2
Br0942_afenamlk-1	macrophages_microglia_15
Br0942_afenolhp-1	oligodendrocytes_10
Br0942_affgemle-1	neurons_ambiguous_2
Br0942_affliphp-1	neurons_ambiguous_2
Br0942_affmngfn-1	neurons_ambiguous_2
Br0942_affnifeo-1	neurons_ambiguous_2
Br0942_afgafali-1	oligodendrocytes_10
Br0942_afgbdhmd-1	astrocytes_5
Br0942_afgebfmo-1	astrocytes_5
Br0942_afgeihom-1	inhibitory_4
Br0942_afglgoop-1	neurons_ambiguous_1
Br0942_afgpgjgi-1	inhibitory_4
Br0942_afgpkfce-1	endothelial_mural_16
Br0942_afhbaaoh-1	endothelial_mural_16
Br0942_afhbibgh-1	endothelial_mural_16
