rn,clusid
Br2305_fhapkmji-1,DISCARD
Br2305_fhbchglb-1,X10
Br2305_fhbdkggh-1,X3
Br2305_fhbfkbpc-1,X10
Br2305_fhbkbieb-1,X3
Br2305_fhbkiabh-1,X3
Br2305_fhbolffn-1,X3
Br2305_fhccjdkd-1,X2
Br2305_fhcldihd-1,X14
Br2305_fhdchlbb-1,X3
Br2305_fhdmplme-1,X3
Br2305_fhdnnnbc-1,X2
Br2305_fhdoekpe-1,X3
Br2305_fhegmdcm-1,X2
Br2305_fhfehkom-1,X2
Br2305_fhfeimbk-1,X3
Br2305_fhfhlljb-1,X3
Br2305_fhfobkfc-1,X3
Br2305_fhfoklme-1,X3
Br2305_fhgbcnnk-1,X3
Br2305_fhgbgeed-1,X3
Br2305_fhgbngnc-1,X3
Br2305_fhgddnfn-1,X2
Br2305_fhgfgehj-1,X4
Br2305_fhgmohhj-1,DISCARD
Br2305_fhhckjdl-1,X7
Br2305_fhialido-1,DISCARD
Br2305_fhihekfe-1,X7
Br2305_fhiiejoj-1,X3
Br2305_fhinaojj-1,X3
Br2305_fhjbahdc-1,X1
Br2305_fhjdceib-1,X3
Br2305_fhkahppo-1,X3
Br2305_fhkchlii-1,X3
Br2305_fhknppoe-1,X10
Br2305_fhkpdkal-1,X3
Br2305_fhlglgke-1,X7
Br2305_fhlkkggl-1,X3
Br2305_fhlopaph-1,X2
Br2305_fhmaabal-1,X3
Br2305_fhmabcon-1,X10
Br2305_fhmbnhka-1,X10
Br2305_fhmfaheo-1,X1
Br2305_fhmffeea-1,X4
Br2305_fhmfkmgp-1,X3
Br2305_fhmhckpc-1,X10
Br2305_fhnacido-1,X3
Br2305_fhncppio-1,X3
Br2305_fhnekhmp-1,X10
Br2305_fhocajod-1,X10
Br2305_fhogkomp-1,X3
Br2305_fhoidgjo-1,X3
Br2305_fhomabeb-1,X3
Br2305_fhondcgn-1,X3
Br2305_fhphpoca-1,X3
Br2305_fhpiablj-1,X3
Br2305_fiaceijh-1,X12
Br2305_fiacgdcp-1,X3
Br2305_fiajkmmm-1,X3
Br2305_fiakpohg-1,X10
Br2305_fibfhnpg-1,X3
Br2305_fibinhfo-1,X10
Br2305_fibjdgcf-1,X3
Br2305_fibpcejn-1,X10
Br2305_ficenpkg-1,X10
Br2305_ficieoen-1,X13
Br2305_ficigljl-1,X10
Br2305_ficjcmnp-1,X2
Br2305_ficmhaob-1,X2
Br2305_ficmohge-1,X5
Br2305_ficobcja-1,X6
Br2305_fidccllo-1,X3
Br2305_fideeoja-1,DISCARD
Br2305_fidekiib-1,X10
Br2305_fidfhilp-1,X2
Br2305_fidmhbpp-1,X6
Br2305_fidnbnmb-1,X5
Br2305_fiegdhmp-1,X6
Br2305_fiekihil-1,X3
Br2305_fiemmpdd-1,X3
Br2305_fienoacj-1,X2
Br2305_fieooada-1,X3
Br2305_fifdocbj-1,X3
Br2305_fifednld-1,X3
Br2305_fifglmnc-1,X3
Br2305_figkcabb-1,X3
Br2305_figmcpam-1,X5
Br2305_figplhnb-1,X3
Br2305_fihclock-1,X3
Br2305_fihfgmkm-1,X3
Br2305_fihgaeao-1,X3
Br2305_fiigkgnj-1,X10
Br2305_fiihgnnj-1,X7
Br2305_fiijdmac-1,X2
Br2305_fiikofnj-1,X3
Br2305_fiilmdlh-1,X7
Br2305_fiipgohg-1,X3
Br2305_fijcoebc-1,DISCARD
Br2305_fijihldk-1,X4
Br2305_fijionnn-1,X17
Br2305_fijknndc-1,X4
Br2305_fijodgfo-1,X3
Br2305_fijpeokm-1,X10
Br2305_fikdmlig-1,X10
Br2305_fikeepcm-1,X3
Br2305_fikopkbl-1,X10
Br2305_filfilma-1,X2
Br2305_filgjaaj-1,X2
Br2305_filiaokf-1,X3
Br2305_filnmibf-1,X10
Br2305_filplcmb-1,X4
Br2305_fimfmdpf-1,X3
Br2305_fimkilkk-1,X4
Br2305_fimkmigm-1,X7
Br2305_fimmkcld-1,X3
Br2305_fimmlogc-1,X3
Br2305_fimmoljh-1,X12
Br2305_fimnoiki-1,X3
Br2305_fimoffal-1,DISCARD
Br2305_fimojiom-1,X10
Br2305_fimpfnin-1,X3
Br2305_finjlafn-1,X2
Br2305_finmjndb-1,X3
Br2305_finphkdg-1,DISCARD
Br2305_fioaibdi-1,DISCARD
Br2305_fioaompf-1,DISCARD
Br2305_fioemjji-1,DISCARD
Br2305_fiohghha-1,X3
Br2305_fipapija-1,X3
Br2305_fjabnfdm-1,X3
Br2305_fjaehbnf-1,X10
Br2305_fjalkdoi-1,X3
Br2305_fjbjplkn-1,X10
Br2305_fjbkhmlh-1,X1
Br2305_fjbnkobb-1,X10
Br2305_fjcacaia-1,X5
Br2305_fjcaldca-1,X4
Br2305_fjcfenfh-1,X3
Br2305_fjcfgnnf-1,X17
Br2305_fjclijjm-1,X6
Br2305_fjdehdoh-1,X2
Br2305_fjdgfflp-1,X17
Br2305_fjdjnboa-1,X7
Br2305_fjdlgjbn-1,X7
Br2305_fjdmadab-1,X17
Br2305_fjebphlf-1,X5
Br2305_fjefbjmo-1,X16
Br2305_fjehljjl-1,X6
Br2305_fjeleboo-1,X6
Br2305_fjelejai-1,X6
Br2305_fjepclcc-1,X3
Br2305_fjgaeali-1,X3
Br2305_fjggihhn-1,X3
Br2305_fjgkpbhd-1,X3
Br2305_fjgkpcbl-1,X3
Br2305_fjhbbjja-1,X3
Br2305_fjhbddlk-1,X3
Br2305_fjhgmffg-1,X5
Br2305_fjhhjhbj-1,X7
Br2305_fjhjjaoh-1,DISCARD
Br2305_fjhkjanm-1,X3
Br2305_fjicjmka-1,DISCARD
Br2305_fjigbggc-1,X3
Br2305_fjijdgnj-1,X7
Br2305_fjjbohed-1,X6
Br2305_fjjhdgki-1,DISCARD
Br2305_fjjloahc-1,X6
Br2305_fjjnddmb-1,X13
Br2305_fjjnjfip-1,DISCARD
Br2305_fjkdapob-1,X3
Br2305_fjkdmleb-1,X3
Br2305_fjkibhgc-1,X3
Br2305_fjkkbmnj-1,X3
Br2305_fjkpfbfk-1,X2
Br2305_fjkpkaii-1,X3
Br2305_fjlahmej-1,DISCARD
Br2305_fjlbolek-1,X3
Br2305_fjldnolc-1,X3
Br2305_fjlkddlb-1,X2
Br2305_fjllmicb-1,X3
Br2305_fjmbgand-1,X3
Br2305_fjmepoai-1,X10
Br2305_fjmifhco-1,X3
Br2305_fjmlpkdn-1,X3
Br2305_fjmnmjaf-1,X3
Br2305_fjmpepcc-1,X3
Br2305_fjmpnmgi-1,X2
Br2305_fjnedfmp-1,X1
Br2305_fjnncled-1,X2
Br2305_fjnpkbea-1,X13
Br2305_fjobfpad-1,X3
Br2305_fjoddmlk-1,X13
Br2305_fjolfkeg-1,X3
Br2305_fjopidaa-1,X10
Br2305_fjpadjok-1,X3
Br2305_fjphhbch-1,X3
Br2305_fjpjkjhd-1,X10
Br2305_fjpkaakp-1,X3
Br2305_fjpofelj-1,X3
Br2305_fkaelgpc-1,X3
Br2305_fkafaill-1,X3
Br2305_fkafnkap-1,X3
Br2305_fkagjdof-1,X5
Br2305_fkamnejd-1,X3
Br2305_fkbaojmh-1,X3
Br2305_fkbbbcan-1,X3
Br2305_fkbeojpo-1,X3
Br2305_fkbfncfe-1,X3
Br2305_fkbmkgjf-1,X3
Br2305_fkbnnphp-1,X3
Br2305_fkcbngbi-1,X3
Br2305_fkcidceo-1,X17
Br2305_fkcidfki-1,X5
Br2305_fkciinap-1,X10
Br2305_fkcjmbdh-1,X10
Br2305_fkcmpkbb-1,X3
Br2305_fkdacdop-1,X5
Br2305_fkdlbofa-1,X7
Br2305_fkdmiepg-1,X13
Br2305_fkdpamog-1,X3
Br2305_fkfbleij-1,X3
Br2305_fkfdfagj-1,X3
Br2305_fkfebnoj-1,DISCARD
Br2305_fkffhpcl-1,X5
Br2305_fkfgnfmk-1,X5
Br2305_fkfihhgh-1,X2
Br2305_fkfkchbj-1,X1
Br2305_fkfmmakj-1,X1
Br2305_fkfpjkbf-1,X3
Br2305_fkfpklje-1,X3
Br2305_fkgiodfh-1,X3
Br2305_fkhiohaf-1,X12
Br2305_fkhklaag-1,X5
Br2305_fkhlmhnf-1,X3
Br2305_fkhpbpdg-1,DISCARD
Br2305_fkibhjho-1,X3
Br2305_fkicdhol-1,X10
Br2305_fkigfmbb-1,X3
Br2305_fkiikiho-1,X10
Br2305_fkjceplk-1,X2
Br2305_fkjfkggb-1,X3
Br2305_fkjgdfbe-1,X3
Br2305_fkjjlkeg-1,X10
Br2305_fkjkmepj-1,X2
Br2305_fkjpmabo-1,X3
Br2305_fkkaopoj-1,X3
Br2305_fklelcoo-1,X3
Br2305_fklgbbpc-1,X2
Br2305_fklkfhmd-1,X3
Br2305_fklonook-1,X5
Br2305_fkmbgdgb-1,X10
Br2305_fkmbhdde-1,X1
Br2305_fkmelged-1,X7
Br2305_fkmeogmd-1,X6
Br2305_fkmibllb-1,X3
Br2305_fkmkcjnl-1,X3
Br2305_fknbmfbk-1,X3
Br2305_fknfjkdi-1,X5
Br2305_fkngenna-1,X1
Br2305_fknipmgp-1,X3
Br2305_fkocghdl-1,X3
Br2305_fkoemaii-1,X3
Br2305_fkoklfgc-1,X3
Br2305_fkoncjoo-1,X5
Br2305_fkpbnmfe-1,X7
Br2305_fkpccgnk-1,DISCARD
Br2305_fkpgjehd-1,DISCARD
Br2305_fkpjkogg-1,X7
Br2305_fkpnlppa-1,X4
Br2305_flaapkbh-1,X1
Br2305_flaboccb-1,X3
Br2305_flaimcao-1,X12
Br2305_flamcpbm-1,X3
Br2305_flammccn-1,X3
Br2305_flbdipmg-1,X3
Br2305_flbfbbgg-1,X3
Br2305_flcaloil-1,DISCARD
Br2305_flcebghd-1,X3
Br2305_flceokni-1,X1
Br2305_flcfmnga-1,X3
Br2305_flcgjhkc-1,X3
Br2305_flchofmg-1,X3
Br2305_flckhmmh-1,X1
Br2305_fldapdii-1,X1
Br2305_fldapfkh-1,X10
Br2305_fldcdeof-1,X3
Br2305_fldhkjoo-1,X3
Br2305_fldidklo-1,X3
Br2305_flekcdkl-1,X2
Br2305_flemnomh-1,X3
Br2305_flepimni-1,X5
Br2305_flfcgoen-1,X3
Br2305_flfhmbbj-1,X3
Br2305_flfkigea-1,X3
Br2305_flgapkjb-1,X3
Br2305_flgejmcb-1,X2
Br2305_flgfmmhj-1,X3
Br2305_flgkalin-1,X3
Br2305_flgkilli-1,X3
Br2305_flglmmpd-1,DISCARD
Br2305_flgokdmp-1,DISCARD
Br2305_flgpmgln-1,DISCARD
Br2305_flhcbfbm-1,X3
Br2305_flhecojn-1,X6
Br2305_flhhgjbh-1,X3
Br2305_fliceikb-1,X3
Br2305_fligkcjd-1,X10
Br2305_flihjcec-1,X5
Br2305_flinipab-1,X3
Br2305_fljajlec-1,X4
Br2305_fljjhjjd-1,X3
Br2305_flkceedi-1,X3
Br2305_flkfelhi-1,X3
Br2305_flkhdfbn-1,X5
Br2305_flkjchnm-1,X14
Br2305_flkjemek-1,X3
Br2305_flkjgbbd-1,X3
Br2305_fllabind-1,X3
Br2305_fllcgdhk-1,X3
Br2305_flljfeoh-1,X3
Br2305_fllmlkdp-1,X3
Br2305_flmbhacd-1,X3
Br2305_flmijlpj-1,X3
Br2305_flmjdebg-1,X3
Br2305_flndadag-1,X3
Br2305_flnianlf-1,X3
Br2305_flnjehgg-1,X4
Br2305_flnklfgi-1,X4
Br2305_flnlhghc-1,X2
Br2305_flnpjcgo-1,X5
Br2305_floafjll-1,X12
Br2305_flodcfci-1,X10
Br2305_floeckgp-1,X5
Br2305_flofmmhl-1,X3
Br2305_flofopog-1,X10
Br2305_flognhbg-1,X10
Br2305_flomjihh-1,X3
Br2305_flpbghcl-1,X3
Br2305_flpblgei-1,X10
Br2305_flpgjhgj-1,X3
Br2305_flpmkhpf-1,X7
Br2305_flppclna-1,X3
Br2305_fmabglga-1,X10
Br2305_fmadjfdl-1,X3
Br2305_fmaeeldc-1,X3
Br2305_fmafliec-1,X3
Br2305_fmajejdd-1,X3
Br2305_fmakaiga-1,X5
Br2305_fmbdkgkh-1,X3
Br2305_fmbfikjo-1,X3
Br2305_fmbfmkna-1,X5
Br2305_fmbgpblc-1,X3
Br2305_fmbippfp-1,X2
Br2305_fmbkekac-1,X3
Br2305_fmbmghio-1,X3
Br2305_fmbpdkkn-1,X5
Br2305_fmcjpbkd-1,X3
Br2305_fmclbmoa-1,X3
Br2305_fmcloemn-1,X3
Br2305_fmcmcjhg-1,X3
Br2305_fmdbbnnk-1,DISCARD
Br2305_fmddcaed-1,X3
Br2305_fmdggnia-1,X5
Br2305_fmdhbhnb-1,DISCARD
Br2305_fmdjabic-1,X5
Br2305_fmdjndib-1,X3
Br2305_fmefbpka-1,X2
Br2305_fmfaimfi-1,X2
Br2305_fmfgkehb-1,X3
Br2305_fmfmeffn-1,X3
Br2305_fmgelegn-1,X6
Br2305_fmghambi-1,DISCARD
Br2305_fmgihimk-1,X7
Br2305_fmgmhekn-1,X3
Br2305_fmhcohlc-1,X10
Br2305_fmhdejng-1,X10
Br2305_fmhfacbp-1,X7
Br2305_fmhhdbae-1,DISCARD
Br2305_fmhjlhgh-1,DISCARD
Br2305_fmhlfhkb-1,X3
Br2305_fmholmkh-1,DISCARD
Br2305_fmiajlck-1,X3
Br2305_fmiapdgj-1,X1
Br2305_fmibpaid-1,X3
Br2305_fmihajff-1,X3
Br2305_fmikkdjk-1,X3
Br2305_fmimeehf-1,X13
Br2305_fmjboklg-1,X3
Br2305_fmjcpkjk-1,X12
Br2305_fmjijmgp-1,X3
Br2305_fmjlkome-1,X3
Br2305_fmkdjjpa-1,X3
Br2305_fmkepjpp-1,X3
Br2305_fmkfbofj-1,X3
Br2305_fmkjcfei-1,X10
Br2305_fmknciok-1,X2
Br2305_fmldlhol-1,X3
Br2305_fmlgjhcp-1,X3
Br2305_fmlndnfn-1,X3
Br2305_fmmjfome-1,X10
Br2305_fmmnfacb-1,X3
Br2305_fmmoepig-1,X10
Br2305_fmmokicj-1,X3
Br2305_fmnfoica-1,X5
Br2305_fmnnikac-1,X10
Br2305_fmogmhpd-1,X10
Br2305_fmohnafk-1,X3
Br2305_fmolkbef-1,DISCARD
Br2305_fmopbagc-1,X12
Br2305_fmpoapfg-1,X10
Br2305_fmppabfp-1,X3
Br2305_fnabddab-1,DISCARD
Br2305_fnacaaai-1,DISCARD
Br2305_fnajhgdk-1,X3
Br2305_fnalbabj-1,X10
Br2305_fnamhaje-1,X3
Br2305_fnblmpgp-1,DISCARD
Br2305_fncjmofc-1,X3
Br2305_fnckidnk-1,X12
Br2305_fndblgha-1,DISCARD
Br2305_fndbopkf-1,X3
Br2305_fndilakk-1,X2
Br2305_fndommea-1,X5
Br2305_fnebhelm-1,X3
Br2305_fneghcph-1,X10
Br2305_fnehglgc-1,DISCARD
Br2305_fnekbbad-1,DISCARD
Br2305_fnennljc-1,X10
Br2305_fnfabado-1,X10
Br2305_fnfacodl-1,X7
Br2305_fnfbefpb-1,DISCARD
Br2305_fnfelmhg-1,X3
Br2305_fnfjbgbj-1,X3
Br2305_fnfjdead-1,X12
Br2305_fngbalcb-1,X3
Br2305_fnghfeaf-1,X3
Br2305_fngjkhhi-1,X4
Br2305_fngkenna-1,X10
Br2305_fnhbpmac-1,X3
Br2305_fnhdhine-1,X1
Br2305_fnhhbbkb-1,X3
Br2305_fnibhnni-1,X1
Br2305_fnieajpm-1,DISCARD
Br2305_fnifambi-1,X5
Br2305_fnjbppgd-1,X3
Br2305_fnjcfmlf-1,X3
Br2305_fnjcpnfm-1,X3
Br2305_fnjflgbm-1,X10
Br2305_fnjhdfaj-1,X10
Br2305_fnjjcjad-1,X3
Br2305_fnjlmnda-1,X12
Br2305_fnkeceof-1,X3
Br2305_fnkkceah-1,X12
Br2305_fnkkijdf-1,X3
Br2305_fnlcofok-1,X3
Br2305_fnlepoeg-1,X3
Br2305_fnlifaob-1,DISCARD
Br2305_fnlkaici-1,X3
Br2305_fnlkdapa-1,X3
Br2305_fnlpkikm-1,X3
Br2305_fnmckofa-1,X3
Br2305_fnmdgpgf-1,X7
Br2305_fnmdpllb-1,X3
Br2305_fnmgamjb-1,X14
Br2305_fnmkenmf-1,X4
Br2305_fnmmmijf-1,X3
Br2305_fnnegghl-1,X3
Br2305_fnnjkkid-1,X3
Br2305_fnnlninp-1,X3
Br2305_fnnmmnfa-1,X5
Br2305_fnnocbpg-1,X2
Br2305_fnoaknll-1,X2
Br2305_fnofbmio-1,X3
Br2305_fnoghcij-1,DISCARD
Br2305_fnoldbfb-1,X3
Br2305_fnomikog-1,X3
Br2305_fnoohdcc-1,X3
Br2305_fnpaleol-1,X3
Br2305_fnpapbje-1,X13
Br2305_fnpdjnmg-1,X3
Br2305_fnpfcjmf-1,X10
Br2305_fnpfkblf-1,X10
Br2305_fnpgaikh-1,X10
Br2305_fnpnbalo-1,X4
Br2305_foajnlic-1,X3
Br2305_foaoeefm-1,X3
Br2305_fobcadjm-1,X12
Br2305_fobcapdp-1,X3
Br2305_fobcgbhn-1,X3
Br2305_fobemhnf-1,X3
Br2305_fobfoihi-1,X2
Br2305_fobgejjj-1,X2
Br2305_fobpodhc-1,X2
Br2305_foceobjm-1,X3
Br2305_focmgnhb-1,X3
Br2305_fodhfojj-1,X10
Br2305_fodincdp-1,X3
Br2305_fodmjbpc-1,X2
Br2305_foecppgk-1,X5
Br2305_foeeofea-1,X7
Br2305_foehedkp-1,X3
Br2305_foehlapj-1,X3
Br2305_foeilglm-1,X3
Br2305_fofanpml-1,DISCARD
Br2305_fofbbkii-1,X2
Br2305_fofcelnk-1,X3
Br2305_fofilklf-1,X7
Br2305_fofjjckj-1,X3
Br2305_fofldppg-1,DISCARD
Br2305_foflmeei-1,X10
Br2305_fofnifje-1,X3
Br2305_fogbljfi-1,X3
Br2305_fogcblme-1,X2
Br2305_fogcmcde-1,X3
Br2305_fogffpne-1,X13
Br2305_foggcdji-1,X3
Br2305_fohanhhe-1,X3
Br2305_fohgpgce-1,X3
Br2305_foiadbbp-1,X3
Br2305_foibmjjd-1,X3
Br2305_foicebni-1,DISCARD
Br2305_foidhocl-1,X3
Br2305_foiliabn-1,X3
Br2305_foilkkba-1,X3
Br2305_foiodnhh-1,X3
Br2305_fojhkpfd-1,X7
Br2305_fojhpadi-1,X3
Br2305_fokchlcj-1,X4
Br2305_fokcohcb-1,X2
Br2305_foldhkfo-1,X3
Br2305_folfjkhg-1,X1
Br2305_folglblj-1,DISCARD
Br2305_folgoknc-1,X3
Br2305_foliajim-1,X3
Br2305_folidnmc-1,X3
Br2305_folnlkhe-1,X12
Br2305_folofojo-1,X10
Br2305_folopolm-1,X10
Br2305_fomdnjle-1,X3
Br2305_fomfkpej-1,DISCARD
Br2305_fomiccla-1,X3
Br2305_fomigfmo-1,X3
Br2305_fommeepc-1,X5
Br2305_fommlbah-1,X3
Br2305_fongdhni-1,X10
Br2305_fonigkbd-1,DISCARD
Br2305_fonmkfdc-1,X5
Br2305_fonnpija-1,X10
Br2305_fooaiaob-1,X3
Br2305_fooaidgj-1,X3
Br2305_fooaoioc-1,X1
Br2305_foobmnje-1,X3
Br2305_foohmbof-1,X3
Br2305_foojfcpl-1,X5
Br2305_fookggka-1,X3
Br2305_foompioh-1,X3
Br2305_foooepjj-1,X2
Br2305_foooflke-1,X10
Br2305_fpaaanod-1,X3
Br2305_fpaadafg-1,X3
Br2305_fpacdohf-1,X5
Br2305_fpaemfab-1,X6
Br2305_fpahlbcc-1,X17
Br2305_fpahmimi-1,X3
Br2305_fpajnfoa-1,X7
Br2305_fpakhkpd-1,X3
Br2305_fpbboffd-1,X7
Br2305_fpbgohbf-1,X3
Br2305_fpbhepbo-1,X10
Br2305_fpbhggdc-1,X1
Br2305_fpbjiiip-1,X3
Br2305_fpbkidab-1,X3
Br2305_fpbkkibo-1,X3
Br2305_fpbkpikf-1,X3
Br2305_fpbmilao-1,X7
Br2305_fpbnandj-1,X7
Br2305_fpboekda-1,X7
Br2305_fpcafpea-1,X10
Br2305_fpcappha-1,X1
Br2305_fpcehmpc-1,X1
Br2305_fpcnmnob-1,X5
Br2305_fpdcngfe-1,X1
Br2305_fpdhaphk-1,DISCARD
Br2305_fpdjmioi-1,X7
Br2305_fpebdbmd-1,X2
Br2305_fpeinifi-1,X7
Br2305_fpfbahbh-1,X5
Br2305_fpfgdedo-1,X5
Br2305_fpfglfnh-1,DISCARD
Br2305_fpflkgfd-1,X10
Br2305_fpgdffmm-1,X3
Br2305_fpgdmafk-1,X10
Br2305_fpgeeehg-1,X7
Br2305_fpgghfap-1,X10
Br2305_fpggngec-1,X3
Br2305_fpglbcog-1,X2
Br2305_fpgmjebl-1,X1
Br2305_fphcgdlo-1,X2
Br2305_fphloeoe-1,X10
Br2305_fpieiobo-1,X7
Br2305_fpilpaam-1,X3
Br2305_fpionpmg-1,X3
Br2305_fpjdplkh-1,X2
Br2305_fpjignbj-1,X10
Br2305_fpjmhcam-1,X3
Br2305_fpkabajg-1,X3
Br2305_fpkdgepe-1,X3
Br2305_fpkjopmh-1,X3
Br2305_fplbgnfo-1,X10
Br2305_fplddbfe-1,X10
Br2305_fpldgjha-1,X3
Br2305_fplfephc-1,X3
Br2305_fplhiplj-1,X4
Br2305_fplkeimp-1,X2
Br2305_fplopijj-1,X3
Br2305_fpmhfmpp-1,X10
Br2305_fpmijcmb-1,X3
Br2305_fpmmjakk-1,X1
Br2305_fpmmjbfg-1,X1
Br2305_fpnbemcc-1,X3
Br2305_fpndnmce-1,DISCARD
Br2305_fpnkhbmk-1,X4
Br2305_fpnmhheb-1,X2
Br2305_fpofmeha-1,X3
Br2305_fpoiabhm-1,X3
Br2305_fpomdcnc-1,X3
Br2305_fppfpkmh-1,X7
Br2305_fppndehe-1,X7
Br2305_gaakkelh-1,X2
Br2305_gaallcac-1,X2
Br2305_gaamdion-1,X2
Br2305_gaamgdkd-1,X3
Br2305_gabalokb-1,X3
Br2305_gabhfbel-1,X3
Br2305_gabjdofl-1,X3
Br2305_gabmhngo-1,X3
Br2305_gabnnaim-1,X10
Br2305_gacakemf-1,X3
Br2305_gacofhnc-1,DISCARD
Br2305_gadbhahp-1,X3
Br2305_gadcfphp-1,X3
Br2305_gadjffgg-1,X7
Br2305_gadlfbpa-1,X7
Br2305_gaebjdpl-1,X2
Br2305_gaehblpe-1,DISCARD
Br2305_gaehopin-1,X3
Br2305_gaencppn-1,X1
Br2305_gafdaddl-1,X10
Br2305_gafdnbae-1,DISCARD
Br2305_gafgjlij-1,X3
Br2305_gafhchkb-1,X3
Br2305_gafhpilp-1,X1
Br2305_gaflfedf-1,X3
Br2305_gafndeol-1,X3
Br2305_gafnohka-1,X5
Br2305_gafpbacp-1,DISCARD
Br2305_gafplcmj-1,X5
Br2305_gaggggki-1,X4
Br2305_gaggobbo-1,X1
Br2305_gagjooeb-1,X7
Br2305_gagkcgeg-1,X14
Br2305_gagnlahk-1,X14
Br2305_gahfhcah-1,X2
Br2305_gahhffdl-1,X2
Br2305_gahhpmlm-1,X3
Br2305_gahkcohi-1,X1
Br2305_gahlmjce-1,X2
Br2305_gaidmjgi-1,X5
Br2305_gaiegkhe-1,X5
Br2305_gaimabjd-1,X5
Br2305_gaimooml-1,X3
Br2305_gajgdmfl-1,X12
Br2305_gajiopkh-1,DISCARD
Br2305_gajnoloe-1,X2
Br2305_gajohmkn-1,X5
Br2305_gakcldba-1,X3
Br2305_gakdebje-1,X4
Br2305_gakhaoej-1,X3
Br2305_gakngapb-1,X2
Br2305_gakogbhc-1,X3
Br2305_galhgnlb-1,X10
Br2305_gallhcaj-1,X10
Br2305_gallkgod-1,X10
Br2305_galmkjka-1,X5
Br2305_gamajbfk-1,X5
Br2305_gamgdlic-1,X3
Br2305_gamhklii-1,DISCARD
Br2305_gamkaolk-1,X3
Br2305_gamkneba-1,X3
Br2305_gammkjja-1,X7
Br2305_gampacbn-1,X14
Br2305_gankcbde-1,X7
Br2305_gankopkf-1,X3
Br2305_ganlicdl-1,X3
Br2305_ganmfcoi-1,X3
Br2305_ganoaebd-1,X5
Br2305_gaoahdgp-1,DISCARD
Br2305_gaogfpoj-1,X3
Br2305_gaogpboe-1,X3
Br2305_gaopancj-1,X14
Br2305_gapeoapj-1,X7
Br2305_gaphojlj-1,X6
Br2305_gapnheea-1,X2
Br2305_gapobbmo-1,X7
Br2305_gappoljg-1,X3
Br2305_gbabfnlk-1,X1
Br2305_gbadbcbf-1,X3
Br2305_gbahdbjk-1,X10
Br2305_gbaheikg-1,X10
Br2305_gbalgldj-1,X3
Br2305_gbapbhah-1,X5
Br2305_gbbalcie-1,X3
Br2305_gbbbknpp-1,X3
Br2305_gbbgoaeg-1,X1
Br2305_gbbicell-1,X3
Br2305_gbbihidm-1,X6
Br2305_gbbkniph-1,X2
Br2305_gbccilaf-1,X5
Br2305_gbcfnnpk-1,DISCARD
Br2305_gbclelaf-1,X3
Br2305_gbdhhddf-1,X3
Br2305_gbdpjpjf-1,X3
Br2305_gbdpmpbl-1,X3
Br2305_gbeejnco-1,X3
Br2305_gbelmbhg-1,X3
Br2305_gbfcipji-1,DISCARD
Br2305_gbfeooij-1,DISCARD
Br2305_gbffmpjb-1,X3
Br2305_gbfmcepm-1,X3
Br2305_gbfmhfof-1,X3
Br2305_gbfpipfp-1,X3
Br2305_gbggccck-1,X3
Br2305_gbgpcnfc-1,X3
Br2305_gbhbjhkh-1,DISCARD
Br2305_gbhcejjh-1,X4
Br2305_gbhdofbp-1,DISCARD
Br2305_gbhgidbj-1,DISCARD
Br2305_gbhicfam-1,X7
Br2305_gbibjbnd-1,X3
Br2305_gbiblgbp-1,X3
Br2305_gbjbcmli-1,X3
Br2305_gbjbeikl-1,X3
Br2305_gbjhigpp-1,X10
Br2305_gbjhmfid-1,X3
Br2305_gbjhmpeg-1,X3
Br2305_gbjkdkhp-1,X3
Br2305_gbjlfpcd-1,X3
Br2305_gbjnfinn-1,X3
Br2305_gbjpejmi-1,X3
Br2305_gbkdhllp-1,X6
Br2305_gbkgkiod-1,X3
Br2305_gbldhdgf-1,X7
Br2305_gblecnao-1,X7
Br2305_gblfjgho-1,X7
Br2305_gblgmeem-1,X14
Br2305_gblgmpfp-1,X5
Br2305_gbljcnfi-1,X3
Br2305_gbllkklm-1,X3
Br2305_gbmfgmda-1,X3
Br2305_gbmignmh-1,X3
Br2305_gbmmilnj-1,X10
Br2305_gbncgpfl-1,DISCARD
Br2305_gbnkbeji-1,DISCARD
Br2305_gbnmchmb-1,DISCARD
Br2305_gbnpgeem-1,X10
Br2305_gbobflbn-1,X1
Br2305_gbobijgj-1,X5
Br2305_gbocdhje-1,X3
Br2305_gbodpnpk-1,X3
Br2305_gbpcplio-1,X1
Br2305_gbpdmobp-1,X12
Br2305_gbpegdgp-1,X3
Br2305_gbpifhpl-1,X3
Br2305_gbpigfjh-1,X3
Br2305_gbpiiddp-1,X3
Br2305_gbpkomfa-1,X3
Br2305_gbpmmege-1,X5
Br2305_gbpnmcbf-1,X10
Br2305_gcaakjeo-1,X3
Br2305_gcadbhjm-1,X3
Br2305_gcahjngf-1,X10
Br2305_gcbcfkim-1,DISCARD
Br2305_gcbdbalb-1,X7
Br2305_gcbegjbg-1,X7
Br2305_gcbenhdk-1,DISCARD
Br2305_gcbfcppg-1,DISCARD
Br2305_gcbfgajp-1,X3
Br2305_gcbplkhn-1,DISCARD
Br2305_gccbdodl-1,DISCARD
Br2305_gccchakl-1,X3
Br2305_gccedapb-1,X3
Br2305_gcckhelf-1,X1
Br2305_gccobcae-1,X1
Br2305_gccpmjji-1,X3
Br2305_gcdcdnnh-1,X5
Br2305_gcdenene-1,X5
Br2305_gcdifdjm-1,X3
Br2305_gcdndbme-1,DISCARD
