domainDef	Ntopdommks	LFF_Xenium_loose	LFF_Xenium_strict	LFF_Visium	k1	k2	looseInDom	strictInDom
LC_k1_0.05_k2_0.04	10	0.272727272727273	0.163636363636364	0.418181818181818	0.05	0.04	0.658083235107444	0.755283648498332
LC_k1_0.05_k2_0.04	20	0.760902255639098	0.723308270676692	0.615037593984962	0.05	0.04	0.658083235107444	0.755283648498332
LC_k1_0.05_k2_0.04	30	0.861624026696329	0.838932146829811	0.670300333704116	0.05	0.04	0.658083235107444	0.755283648498332
LC_k1_0.05_k2_0.04	40	0.859287054409006	0.841275797373359	0.728705440900563	0.05	0.04	0.658083235107444	0.755283648498332
LC_k1_0.05_k2_0.04	50	0.872076830732293	0.845666266506603	0.730900360144058	0.05	0.04	0.658083235107444	0.755283648498332
LC_k1_0.05_k2_0.04	60	0.878855237565991	0.850847457627119	0.803834398444012	0.05	0.04	0.658083235107444	0.755283648498332
LC_k1_0.05_k2_0.04	70	0.880290438281865	0.856565479835535	0.854430933426647	0.05	0.04	0.658083235107444	0.755283648498332
LC_k1_0.05_k2_0.04	80	0.884364744491327	0.86769807782466	0.854453820909517	0.05	0.04	0.658083235107444	0.755283648498332
LC_k1_0.05_k2_0.04	90	0.884841750010289	0.87512861670165	0.878059019632053	0.05	0.04	0.658083235107444	0.755283648498332
LC_k1_0.05_k2_0.04	100	0.874515451545155	0.867242724272427	0.898241824182418	0.05	0.04	0.658083235107444	0.755283648498332
LC_k1_0.05_k2_0.04	110	0.872091607871424	0.869053039695242	0.912377431643487	0.05	0.04	0.658083235107444	0.755283648498332
LC_k1_0.05_k2_0.04	120	0.883943329397875	0.879456906729634	0.925293423154386	0.05	0.04	0.658083235107444	0.755283648498332
LC_k1_0.05_k2_0.04	130	0.896723975474197	0.89113602534515	0.921424572232312	0.05	0.04	0.658083235107444	0.755283648498332
LC_k1_0.05_k2_0.04	140	0.898025409459667	0.892440576414249	0.923601058363036	0.05	0.04	0.658083235107444	0.755283648498332
LC_k1_0.05_k2_0.04	150	0.899995555358016	0.894971332059203	0.919342192986355	0.05	0.04	0.658083235107444	0.755283648498332
LC_k1_0.05_k2_0.04	160	0.89815129497246	0.891899097621001	0.918844486112739	0.05	0.04	0.658083235107444	0.755283648498332
LC_k1_0.05_k2_0.04	170	0.897455438107975	0.891541942220675	0.916869095816464	0.05	0.04	0.658083235107444	0.755283648498332
LC_k1_0.05_k2_0.04	180	0.883348251489244	0.877234894081093	0.908458079981892	0.05	0.04	0.658083235107444	0.755283648498332
LC_k1_0.05_k2_0.04	190	0.871472748188097	0.864719390098283	0.902195278772848	0.05	0.04	0.658083235107444	0.755283648498332
LC_k1_0.05_k2_0.04	200	0.863265581639541	0.852249306232656	0.900472511812795	0.05	0.04	0.658083235107444	0.755283648498332
LC_k1_0.05_k2_0.04	210	0.860175643762573	0.847090798949118	0.901890875400479	0.05	0.04	0.658083235107444	0.755283648498332
LC_k1_0.05_k2_0.04	220	0.852276812631365	0.83715704118605	0.898269498430659	0.05	0.04	0.658083235107444	0.755283648498332
LC_k1_0.05_k2_0.04	230	0.84757236308404	0.829681994481691	0.904585029551804	0.05	0.04	0.658083235107444	0.755283648498332
LC_k1_0.05_k2_0.04	240	0.83422281636834	0.81574506501849	0.912520656798284	0.05	0.04	0.658083235107444	0.755283648498332
LC_k1_0.05_k2_0.04	250	0.837012432198915	0.818792876686027	0.912520656798284	0.05	0.04	0.658083235107444	0.755283648498332
LC_k1_0.05_k2_0.04	260	0.832525970457005	0.812387984801778	0.912520656798284	0.05	0.04	0.658083235107444	0.755283648498332
LC_k1_0.05_k2_0.04	270	0.832083659126554	0.8125296643301	0.912520656798284	0.05	0.04	0.658083235107444	0.755283648498332
LC_k1_0.05_k2_0.04	280	0.819586620091729	0.80184878451438	0.912520656798284	0.05	0.04	0.658083235107444	0.755283648498332
LC_k1_0.05_k2_0.04	290	0.809284377894526	0.790167991664996	0.912520656798284	0.05	0.04	0.658083235107444	0.755283648498332
LC_k1_0.05_k2_0.04	300	0.806354737274859	0.784461160679563	0.912520656798284	0.05	0.04	0.658083235107444	0.755283648498332
LC_k1_0.05_k2_0.12	10	0.696969696969697	0.793939393939394	0.648484848484848	0.05	0.12	0.654819113246895	0.754542083796811
LC_k1_0.05_k2_0.12	20	0.813533834586466	0.778947368421053	0.67218045112782	0.05	0.12	0.654819113246895	0.754542083796811
LC_k1_0.05_k2_0.12	30	0.869187986651835	0.848720800889878	0.675194660734149	0.05	0.12	0.654819113246895	0.754542083796811
LC_k1_0.05_k2_0.12	40	0.882363977485929	0.857786116322702	0.742213883677299	0.05	0.12	0.654819113246895	0.754542083796811
LC_k1_0.05_k2_0.12	50	0.902136854741897	0.875054021608644	0.755102040816327	0.05	0.12	0.654819113246895	0.754542083796811
LC_k1_0.05_k2_0.12	60	0.884356765768269	0.850736315643234	0.802222839677688	0.05	0.12	0.654819113246895	0.754542083796811
LC_k1_0.05_k2_0.12	70	0.873921791619281	0.853556119324644	0.846907532149418	0.05	0.12	0.654819113246895	0.754542083796811
LC_k1_0.05_k2_0.12	80	0.8971870604782	0.878316924519456	0.858954524144398	0.05	0.12	0.654819113246895	0.754542083796811
LC_k1_0.05_k2_0.12	90	0.871786640325966	0.863407004980039	0.885648433963041	0.05	0.12	0.654819113246895	0.754542083796811
LC_k1_0.05_k2_0.12	100	0.888484848484849	0.884332433243324	0.898181818181818	0.05	0.12	0.654819113246895	0.754542083796811
LC_k1_0.05_k2_0.12	110	0.896156707165881	0.893009940716363	0.916101255550797	0.05	0.12	0.654819113246895	0.754542083796811
LC_k1_0.05_k2_0.12	120	0.903319674977429	0.899173553719008	0.92002916869227	0.05	0.12	0.654819113246895	0.754542083796811
LC_k1_0.05_k2_0.12	130	0.902486719742179	0.897805514208852	0.919043002089336	0.05	0.12	0.654819113246895	0.754542083796811
LC_k1_0.05_k2_0.12	140	0.911622313091776	0.908167326321314	0.92007609717697	0.05	0.12	0.654819113246895	0.754542083796811
LC_k1_0.05_k2_0.12	150	0.912077870127561	0.904998444375306	0.922741455175786	0.05	0.12	0.654819113246895	0.754542083796811
LC_k1_0.05_k2_0.12	160	0.899446267432321	0.889865815070901	0.919198992148131	0.05	0.12	0.654819113246895	0.754542083796811
