k1	k2	looseInDom	strictInDom	nmfpredInDom
0.04	0.04	0.932632151600327	0.990174267704857	0.999872040946897
0.04	0.12	0.916311542297579	0.985910270671116	0.999616122840691
0.04	0.2	0.90506845588902	0.980533926585094	0.998848368522073
0.04	0.28	0.889291866896364	0.972932888394512	0.986948176583493
0.04	0.36	0.859552089944691	0.953652206154987	0.93998720409469
0.04	0.44	0.823012059116874	0.925101965146459	0.884069097888676
0.04	0.52	0.779853114516275	0.885428253615128	0.826615483045426
0.04	0.6	0.7330673678484	0.846125324434557	0.771209213051824
0.04	0.68	0.678302656632514	0.792732665925102	0.712603966730646
0.04	0.76	0.613110889473207	0.725435669262143	0.646960972488804
0.08	0.04	0.86091214071992	0.953652206154987	0.900319897632758
0.08	0.12	0.833711125215342	0.932703003337041	0.878182981445937
0.08	0.2	0.808051500589355	0.913422321097516	0.852719129878439
0.08	0.28	0.768700698159398	0.876714868372266	0.810748560460653
0.08	0.36	0.721824281439841	0.831850203930293	0.761228406909789
0.08	0.44	0.670867712394596	0.78476084538376	0.709404990403071
0.08	0.52	0.611660168646296	0.722654801631442	0.64721689059501
0.08	0.6	0.55825550820564	0.665183537263626	0.591938579654511
0.08	0.68	0.497869253785475	0.602521319985169	0.530774152271273
0.08	0.76	0.427781303835343	0.523359288097887	0.459884836852207
0.12	0.04	0.794723002992112	0.900444938820912	0.820089571337172
0.12	0.12	0.748934626892737	0.85576566555432	0.781190019193858
0.12	0.2	0.699791458881132	0.809974045235447	0.737044145873321
0.12	0.28	0.641581285701333	0.754542083796811	0.682021753039027
0.12	0.36	0.587269924743857	0.699295513533556	0.622648752399232
0.12	0.44	0.535860005440203	0.645902855024101	0.572616762635957
0.12	0.52	0.480823284069272	0.586763070077864	0.513115802943058
0.12	0.6	0.418351618460423	0.516129032258065	0.449264235444658
0.12	0.68	0.363133556986127	0.448090470893585	0.393218170185541
0.12	0.76	0.290597515640584	0.361883574341861	0.317850287907869
0.16	0.04	0.715477377822105	0.826844642195032	0.739347408829175
0.16	0.12	0.642941336476562	0.754727474972191	0.673576455534229
0.16	0.2	0.585093843503491	0.696514645902855	0.622392834293026
0.16	0.28	0.526702330220328	0.633110863922877	0.563659628918746
0.16	0.36	0.472572309366216	0.57119021134594	0.504414587332054
0.16	0.44	0.411007344274186	0.505932517612162	0.44299424184261
0.16	0.52	0.350621089854021	0.434927697441602	0.384644913627639
0.16	0.6	0.292592256777586	0.364108268446422	0.319385796545106
0.16	0.68	0.239278266388612	0.297367445309603	0.266026871401152
0.16	0.76	0.181430773415541	0.224694104560623	0.204094689699296
0.2	0.04	0.629884849034364	0.740266963292547	0.657581573896353
0.2	0.12	0.547647112158854	0.651835372636263	0.57786308381318
0.2	0.2	0.481911324689455	0.579718205413422	0.517594369801664
0.2	0.28	0.416447547375102	0.507044864664442	0.453358925143954
0.2	0.36	0.352978511197751	0.436781609195402	0.382597568777991
0.2	0.44	0.292954936984314	0.364664441972562	0.323352527191299
0.2	0.52	0.2443557892828	0.307934742306266	0.271145233525272
0.2	0.6	0.198476743131744	0.247682610307749	0.225847728726807
0.2	0.68	0.149152235016774	0.185391175380052	0.171337172104926
0.24	0.04	0.546649741590353	0.649239896180942	0.57530390275112
0.24	0.12	0.445824644120047	0.537449017426771	0.478438899552143
0.24	0.2	0.368301749931997	0.450500556173526	0.396673064619322
0.24	0.28	0.307915495511832	0.382461994809047	0.336404350607805
0.24	0.36	0.253694804606039	0.316091954022989	0.282661548304543
0.24	0.44	0.210807870160486	0.265294771968854	0.237619961612284
0.24	0.52	0.164384803699338	0.206525769373378	0.188867562380038
0.28	0.04	0.456705050321879	0.548016314423434	0.48253358925144
0.28	0.12	0.34681294768338	0.424545791620319	0.372360844529751
0.28	0.2	0.281893190679119	0.350018539117538	0.310940499040307
0.28	0.28	0.23075528153051	0.289951798294401	0.258605246321177
0.28	0.36	0.179798712485266	0.225435669262143	0.207037747920665
0.32	0.04	0.375192673859824	0.456989247311828	0.399488163787588
0.32	0.12	0.278538398766887	0.345569150908417	0.302879078694818
0.32	0.2	0.21144256052226	0.264738598442714	0.239027511196417
