domainDef	Ntopdommks	LFF_Xenium_loose	LFF_Xenium_strict	LFF_Visium	k1	k2	looseInDom	strictInDom
LC_k1_0.05_k2_0.05	10	0.36969696969697	-0.212121212121212	0.393939393939394	0.05	0.05	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.05	20	0.742857142857143	0.604511278195489	0.679699248120301	0.05	0.05	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.05	30	0.821134593993326	0.785984427141268	0.747274749721913	0.05	0.05	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.05	40	0.842776735459663	0.797373358348968	0.792120075046905	0.05	0.05	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.05	50	0.841536614645858	0.801200480192077	0.790252100840336	0.05	0.05	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.05	60	0.855181994998611	0.816282300639067	0.823951097527091	0.05	0.05	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.05	70	0.873011984953197	0.843093342664684	0.873221940337678	0.05	0.05	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.05	80	0.868330989217065	0.847398030942335	0.873159868729489	0.05	0.05	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.05	90	0.883475326171955	0.868461126888093	0.891262295756678	0.05	0.05	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.05	100	0.866738673867387	0.857293729372937	0.907734773477348	0.05	0.05	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.05	110	0.875671167414287	0.869440750174695	0.921889863174267	0.05	0.05	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.05	120	0.883061323703035	0.875442739079103	0.932641155635808	0.05	0.05	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.05	130	0.892599926258723	0.885995985197121	0.931906758251512	0.05	0.05	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.05	140	0.89001771227395	0.882849708075485	0.932024228641403	0.05	0.05	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.05	150	0.899238188363927	0.89098893284146	0.924163740610694	0.05	0.05	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.05	160	0.892529005039259	0.879057775694363	0.918196999882808	0.05	0.05	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.05	170	0.892247848999457	0.880237663424137	0.913564279651443	0.05	0.05	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.05	180	0.884601376585697	0.874551683693941	0.910840869574164	0.05	0.05	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.05	190	0.88238309560988	0.871887397376513	0.896500413337008	0.05	0.05	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.05	200	0.863753093827346	0.855397884947124	0.897457436435911	0.05	0.05	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.05	210	0.859141606709579	0.847175025024863	0.903461367766681	0.05	0.05	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.05	220	0.854818187453159	0.839484286865431	0.899993801524825	0.05	0.05	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.05	230	0.853202123488814	0.836207308924226	0.90630216565284	0.05	0.05	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.05	240	0.843839302765673	0.82626174065522	0.9139646521641	0.05	0.05	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.05	250	0.8384839437431	0.817483415734652	0.916830166209202	0.05	0.05	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.05	260	0.831660231660232	0.814216414216414	0.916830166209202	0.05	0.05	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.05	270	0.833193870972167	0.813632560117423	0.916830166209202	0.05	0.05	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.05	280	0.832596443467756	0.810319738043306	0.916830166209202	0.05	0.05	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.05	290	0.816212173583597	0.794269069581786	0.916830166209202	0.05	0.05	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.05	300	0.817595306614518	0.798902210024556	0.916830166209202	0.05	0.05	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.1	10	0.296969696969697	-0.236363636363636	0.406060606060606	0.05	0.1	0.71862537123462	0.842987249544627
LC_k1_0.05_k2_0.1	20	0.735338345864662	0.610526315789474	0.670676691729323	0.05	0.1	0.71862537123462	0.842987249544627
LC_k1_0.05_k2_0.1	30	0.821579532814238	0.788209121245829	0.751279199110122	0.05	0.1	0.71862537123462	0.842987249544627
LC_k1_0.05_k2_0.1	40	0.840337711069419	0.805065666041276	0.800187617260788	0.05	0.1	0.71862537123462	0.842987249544627
LC_k1_0.05_k2_0.1	50	0.85795918367347	0.811956782713085	0.821176470588235	0.05	0.1	0.71862537123462	0.842987249544627
LC_k1_0.05_k2_0.1	60	0.863795498749653	0.827841066963045	0.830953042511809	0.05	0.1	0.71862537123462	0.842987249544627
LC_k1_0.05_k2_0.1	70	0.891383081095267	0.863459014959321	0.879205668795381	0.05	0.1	0.71862537123462	0.842987249544627
LC_k1_0.05_k2_0.1	80	0.884481950304735	0.862986404125645	0.877004219409283	0.05	0.1	0.71862537123462	0.842987249544627
LC_k1_0.05_k2_0.1	90	0.8744700991892	0.86342346791785	0.896530435856279	0.05	0.1	0.71862537123462	0.842987249544627
LC_k1_0.05_k2_0.1	100	0.89026102610261	0.883576357635764	0.904830483048305	0.05	0.1	0.71862537123462	0.842987249544627
LC_k1_0.05_k2_0.1	110	0.898888713567613	0.892586164145797	0.916966841737484	0.05	0.1	0.71862537123462	0.842987249544627
LC_k1_0.05_k2_0.1	120	0.908451975831655	0.901777901243142	0.922966872699493	0.05	0.1	0.71862537123462	0.842987249544627
LC_k1_0.05_k2_0.1	130	0.899575304865559	0.891884362752461	0.92798481475918	0.05	0.1	0.71862537123462	0.842987249544627
LC_k1_0.05_k2_0.1	140	0.906006866239531	0.895777481358378	0.930266121449345	0.05	0.1	0.71862537123462	0.842987249544627
LC_k1_0.05_k2_0.1	150	0.899138628383484	0.889111516067381	0.926197608782613	0.05	0.1	0.71862537123462	0.842987249544627
