domainDef	Ntopdommks	LCloose	LCstrict	nmfpred	LFF_Visium_Domains	k1	k2	looseInDom	strictInDom	WebDivNMFInDom
wdLC_k1_0.04_k2_0.36	10	0.672727272727273	0.127272727272727	-0.321212121212121	0.612121212121212	0.04	0.36	0.89459244180901	0.989784946236559	0.972074107546317
wdLC_k1_0.04_k2_0.36	20	0.760902255639098	0.688721804511278	0.518796992481203	0.771428571428571	0.04	0.36	0.89459244180901	0.989784946236559	0.972074107546317
wdLC_k1_0.04_k2_0.36	30	0.794438264738599	0.780200222469411	0.685428253615128	0.808231368186874	0.04	0.36	0.89459244180901	0.989784946236559	0.972074107546317
wdLC_k1_0.04_k2_0.36	40	0.807692307692308	0.794746716697936	0.763414634146342	0.811444652908068	0.04	0.36	0.89459244180901	0.989784946236559	0.972074107546317
wdLC_k1_0.04_k2_0.36	50	0.814549819927971	0.794669867947179	0.791692677070828	0.77719087635054	0.04	0.36	0.89459244180901	0.989784946236559	0.972074107546317
wdLC_k1_0.04_k2_0.36	60	0.841400388996944	0.818727424284524	0.827618782995277	0.820005557099194	0.04	0.36	0.89459244180901	0.989784946236559	0.972074107546317
wdLC_k1_0.04_k2_0.36	70	0.850336803429271	0.840538885486834	0.84739742804654	0.844213104715248	0.04	0.36	0.89459244180901	0.989784946236559	0.972074107546317
wdLC_k1_0.04_k2_0.36	80	0.841303328645101	0.83820909517112	0.84831223628692	0.86657290201594	0.04	0.36	0.89459244180901	0.989784946236559	0.972074107546317
wdLC_k1_0.04_k2_0.36	90	0.853101205910195	0.852590854838046	0.870222661233897	0.888628225706877	0.04	0.36	0.89459244180901	0.989784946236559	0.972074107546317
wdLC_k1_0.04_k2_0.36	100	0.838931893189319	0.846204620462046	0.858637863786379	0.901230123012301	0.04	0.36	0.89459244180901	0.989784946236559	0.972074107546317
wdLC_k1_0.04_k2_0.36	110	0.833771386064964	0.851173275026486	0.852020828167617	0.913765976151297	0.04	0.36	0.89459244180901	0.989784946236559	0.972074107546317
wdLC_k1_0.04_k2_0.36	120	0.842072366136537	0.856233071741093	0.860511146607403	0.918779081880686	0.04	0.36	0.89459244180901	0.989784946236559	0.972074107546317
wdLC_k1_0.04_k2_0.36	130	0.855363312348933	0.86567616654604	0.871504458616122	0.913591609881331	0.04	0.36	0.89459244180901	0.989784946236559	0.972074107546317
wdLC_k1_0.04_k2_0.36	140	0.87275152522359	0.876696332903282	0.886698300933721	0.913957709212569	0.04	0.36	0.89459244180901	0.989784946236559	0.972074107546317
wdLC_k1_0.04_k2_0.36	150	0.859883550380017	0.861337837237211	0.872872572114316	0.913354371305391	0.04	0.36	0.89459244180901	0.989784946236559	0.972074107546317
wdLC_k1_0.04_k2_0.36	160	0.85290343372788	0.854063635298254	0.866483065744756	0.896973514590414	0.04	0.36	0.89459244180901	0.989784946236559	0.972074107546317
wdLC_k1_0.04_k2_0.36	170	0.849803066664224	0.843821178424656	0.860843546387724	0.886627463193312	0.04	0.36	0.89459244180901	0.989784946236559	0.972074107546317
