domainDef	Ntopdommks	LCloose	LCstrict	nmfpred	LFF_Visium_Domains	k1	k2	looseInDom	strictInDom	WebDivNMFInDom
wdLC_k1_0.04_k2_0.04	10	0.624242424242424	0.175757575757576	-0.309090909090909	0.587878787878788	0.04	0.04	0.934330471723161	0.99910394265233	1
wdLC_k1_0.04_k2_0.04	20	0.735338345864662	0.706766917293233	0.488721804511278	0.778947368421053	0.04	0.04	0.934330471723161	0.99910394265233	1
wdLC_k1_0.04_k2_0.04	30	0.780200222469411	0.779310344827586	0.674304783092325	0.867853170189099	0.04	0.04	0.934330471723161	0.99910394265233	1
wdLC_k1_0.04_k2_0.04	40	0.801313320825516	0.805440900562852	0.754033771106942	0.785741088180113	0.04	0.04	0.934330471723161	0.99910394265233	1
wdLC_k1_0.04_k2_0.04	50	0.798511404561825	0.790924369747899	0.784873949579832	0.780360144057623	0.04	0.04	0.934330471723161	0.99910394265233	1
wdLC_k1_0.04_k2_0.04	60	0.795554320644624	0.78310641844957	0.797777160322312	0.807724367879967	0.04	0.04	0.934330471723161	0.99910394265233	1
wdLC_k1_0.04_k2_0.04	70	0.808240748840871	0.804636514740618	0.817653748578427	0.835290000874814	0.04	0.04	0.934330471723161	0.99910394265233	1
wdLC_k1_0.04_k2_0.04	80	0.836896390060947	0.830872011251758	0.843483356774496	0.857454289732771	0.04	0.04	0.934330471723161	0.99910394265233	1
wdLC_k1_0.04_k2_0.04	90	0.837247396797959	0.837428489113882	0.852475614273367	0.877565131497716	0.04	0.04	0.934330471723161	0.99910394265233	1
wdLC_k1_0.04_k2_0.04	100	0.824674467446745	0.827986798679868	0.844152415241524	0.878283828382838	0.04	0.04	0.934330471723161	0.99910394265233	1
wdLC_k1_0.04_k2_0.04	110	0.809643171111061	0.812898135833916	0.827036043549805	0.897987061289814	0.04	0.04	0.934330471723161	0.99910394265233	1
wdLC_k1_0.04_k2_0.04	120	0.827543579415237	0.829890964650323	0.842454337106743	0.898284603097437	0.04	0.04	0.934330471723161	0.99910394265233	1
wdLC_k1_0.04_k2_0.04	130	0.804279725245463	0.813713146431059	0.823807507954499	0.891616709227219	0.04	0.04	0.934330471723161	0.99910394265233	1
wdLC_k1_0.04_k2_0.04	140	0.811738208217621	0.817244320045483	0.828457720146072	0.877483545078831	0.04	0.04	0.934330471723161	0.99910394265233	1
wdLC_k1_0.04_k2_0.04	150	0.816610516022934	0.819995555358016	0.834765989599538	0.877893239699542	0.04	0.04	0.934330471723161	0.99910394265233	1
wdLC_k1_0.04_k2_0.04	160	0.807796202976679	0.810860775811555	0.823989218328841	0.869448025313489	0.04	0.04	0.934330471723161	0.99910394265233	1
