k1	k2	looseInDom	strictInDom	WebDivNMFInDom
0.04	0.04	0.934330471723161	0.99910394265233	1
0.04	0.12	0.925126117355518	0.99910394265233	0.999909624943515
0.04	0.2	0.918134348172405	0.998745519713262	0.999638499774062
0.04	0.28	0.911496592618816	0.997670250896057	0.993221870763669
0.04	0.36	0.89459244180901	0.989784946236559	0.972074107546317
0.04	0.44	0.869545977520134	0.971146953405018	0.941165838228649
0.04	0.52	0.832640056642181	0.939784946236559	0.898870311793945
0.04	0.6	0.792282502876361	0.90573476702509	0.854315408947131
0.04	0.68	0.73838392778122	0.853584229390681	0.798011748757343
0.04	0.76	0.6801486857244	0.796774193548387	0.734749209218256
0.08	0.04	0.898486591733782	0.991397849462366	0.960777225485766
0.08	0.12	0.888574210107089	0.988172043010753	0.951558969724356
0.08	0.2	0.875741216036817	0.980645161290323	0.938816086760054
0.08	0.28	0.85724400389415	0.967204301075269	0.918843199277
0.08	0.36	0.820780600053102	0.933512544802867	0.880976050610032
0.08	0.44	0.776971413399416	0.895340501792115	0.835698147311342
0.08	0.52	0.725816443933091	0.846774193548387	0.783099864437415
0.08	0.6	0.675989025577485	0.795878136200717	0.729145955716222
0.08	0.68	0.62483405611116	0.741218637992832	0.669588793492996
0.08	0.76	0.563412691388619	0.675268817204301	0.604789877993674
0.12	0.04	0.86618284803965	0.969713261648745	0.921012200632625
0.12	0.12	0.843260465527923	0.953405017921147	0.899322187076367
0.12	0.2	0.81989556597929	0.933154121863799	0.87663804789878
0.12	0.28	0.779183998583946	0.896774193548387	0.838409399005874
0.12	0.36	0.729887600672626	0.851075268817204	0.785991866244916
0.12	0.44	0.67864412779892	0.79820788530466	0.730772706732942
0.12	0.52	0.629082219665457	0.747849462365591	0.676005422503389
0.12	0.6	0.578989291087707	0.693906810035842	0.621238138273836
0.12	0.68	0.528896362509957	0.639247311827957	0.564934478084049
0.12	0.76	0.463580847862643	0.561648745519713	0.494803434252146
0.16	0.04	0.823789715904062	0.932616487455197	0.876547672842296
0.16	0.12	0.787503318877777	0.903405017921147	0.839855399909625
0.16	0.2	0.744136649260997	0.861469534050179	0.798011748757343
0.16	0.28	0.694486237720152	0.813620071684588	0.747763217352011
0.16	0.36	0.646163377290026	0.762903225806452	0.696791685494803
0.16	0.44	0.595008407823701	0.713082437275986	0.641662901039313
0.16	0.52	0.54482697583857	0.656272401433692	0.585359240849526
0.16	0.6	0.493406496150102	0.598028673835126	0.5286940804338
0.16	0.68	0.430923090538986	0.526702508960574	0.460099412562133
0.16	0.76	0.359589344189751	0.443010752688172	0.384003615002259
0.2	0.04	0.774227807770599	0.889068100358423	0.825305015815635
