k1	k2	looseInDom	strictInDom	WebDivNMFInDom
0.2	0.12	0.722010797415701	0.840860215053763	0.774514234071396
0.2	0.2	0.669705283653421	0.789426523297491	0.720831450519657
0.2	0.28	0.615275688113992	0.734229390681004	0.666154541346588
0.2	0.36	0.561465616426232	0.674910394265233	0.607501129688206
0.2	0.44	0.513762279847774	0.620967741935484	0.551558969724356
0.2	0.52	0.458624657049296	0.560394265232975	0.492272932670583
0.2	0.6	0.39906186388176	0.487096774193548	0.425395390872119
0.2	0.68	0.342419683157802	0.42168458781362	0.366741979213737
0.2	0.76	0.272236481104523	0.339068100358423	0.291821057388161
0.24	0.04	0.719621205416409	0.83584229390681	0.769543605964754
0.24	0.12	0.64872997610408	0.766308243727599	0.700677812923633
0.24	0.2	0.592972829453934	0.7084229390681	0.641482150926344
0.24	0.28	0.539074254358793	0.645698924731183	0.581653863533665
0.24	0.36	0.486414726966988	0.590860215053763	0.523000451875283
0.24	0.44	0.434286220019471	0.531182795698925	0.464075915047447
0.24	0.52	0.375077440481459	0.462724014336918	0.401536375960235
0.24	0.6	0.318966280201788	0.392652329749104	0.340262087663805
0.24	0.68	0.24887158155589	0.310931899641577	0.265521915951197
0.24	0.76	0.185857155500487	0.232078853046595	0.196475372797108
0.28	0.04	0.660500929285778	0.776523297491039	0.712065070040669
0.28	0.12	0.580228338791043	0.690681003584229	0.626208766380479
0.28	0.2	0.520223028586601	0.625985663082437	0.55716222322639
0.28	0.28	0.465527922825029	0.563978494623656	0.496972435607772
0.28	0.36	0.407469687582972	0.497491039426523	0.435427022141889
0.28	0.44	0.347729887600673	0.42921146953405	0.372435607772255
0.28	0.52	0.283741924064076	0.352508960573477	0.304202440126525
0.28	0.6	0.223382600230109	0.28010752688172	0.237053773158608
0.28	0.68	0.17116558987521	0.214695340501792	0.181834613646634
0.32	0.04	0.601292149747765	0.714874551971326	0.647989154993222
0.32	0.12	0.507124524294185	0.611290322580645	0.544600090375057
0.32	0.2	0.445349145942119	0.539964157706093	0.477812923633077
0.32	0.28	0.378440569961944	0.465770609318996	0.405422503389065
0.32	0.36	0.31763872909107	0.393906810035842	0.342250338906462
0.32	0.44	0.256571377998053	0.316487455197133	0.274469046543154
0.32	0.52	0.205239401716966	0.258243727598566	0.21762313601446
0.32	0.6	0.156562527657315	0.198745519713262	0.165024853140533
0.32	0.68	0.114965926188158	0.146415770609319	0.123452327157704
0.36	0.04	0.541286839543322	0.648745519713262	0.581834613646634
0.36	0.12	0.438888397203292	0.534408602150538	0.470402169001356
0.36	0.2	0.361978936189043	0.446774193548387	0.389516493447808
0.36	0.28	0.292503761394814	0.361648745519713	0.315860822413014
0.36	0.36	0.236835118152049	0.294623655913979	0.252327157704474
0.36	0.44	0.186299672537393	0.237096774193548	0.197830998644374
0.36	0.52	0.141162934772989	0.183691756272401	0.1524627202892
0.4	0.04	0.471369147712187	0.571505376344086	0.507455942159964
0.4	0.12	0.357199752190459	0.437275985663082	0.385901491188432
0.4	0.2	0.274714576511196	0.337455197132617	0.294622684139178
0.4	0.28	0.220196477564386	0.278494623655914	0.235065521915951
0.4	0.36	0.171077086467829	0.22078853046595	0.182105738816087
0.4	0.44	0.127444906628905	0.167025089605735	0.137189335743335
