gene	prop_nonzero	cluster
TES	0.00257289879931389	Oligo_3
TES	0.0135017421602787	Vascular
IFRD1	0.0048085814684668	Oligo_1
IFRD1	0.0207177210506844	Astro_1
IFRD1	0.105167343509312	ACHE_SERT_SLC17A6_Npeps
IFRD1	0.0719486967314853	Astro_2_APOE
IFRD1	0.0340685309176841	ACHE_SERT_SLC17A6_ADCYAP1
IFRD1	0.144283006948831	LC.1
IFRD1	0.0276691551131651	Oligo_2
IFRD1	0.0732418524871355	Oligo_3
IFRD1	0.0457317073170732	Vascular
PPP1R15A	0.00311765172131364	Oligo_1
PPP1R15A	0.0135035146133925	Astro_1
PPP1R15A	0.0710684778042291	ACHE_SERT_SLC17A6_Npeps
PPP1R15A	0.0395117914770376	Astro_2_APOE
PPP1R15A	0.0258960220559275	ACHE_SERT_SLC17A6_ADCYAP1
PPP1R15A	0.147694251421352	LC.1
PPP1R15A	0.0136272070150492	Oligo_2
PPP1R15A	0.0243567753001715	Oligo_3
PPP1R15A	0.0405052264808362	Vascular
CSTB	0.0150334222832836	Oligo_1
CSTB	0.0713096559378468	Astro_1
CSTB	0.341828875507632	ACHE_SERT_SLC17A6_Npeps
CSTB	0.242697558957385	Astro_2_APOE
CSTB	0.092654588420638	ACHE_SERT_SLC17A6_ADCYAP1
CSTB	0.445483259633607	LC.1
CSTB	0.0881028557886005	Oligo_2
CSTB	0.221440823327616	Oligo_3
CSTB	0.182926829268293	Vascular
DNAJB9	0.00644666966102143	Oligo_1
DNAJB9	0.0307991120976693	Astro_1
DNAJB9	0.266699341828876	ACHE_SERT_SLC17A6_Npeps
DNAJB9	0.115928837401738	Astro_2_APOE
DNAJB9	0.0612445844820796	ACHE_SERT_SLC17A6_ADCYAP1
DNAJB9	0.378521794061908	LC.1
DNAJB9	0.0360232255006517	Oligo_2
DNAJB9	0.103259005145798	Oligo_3
DNAJB9	0.0581445993031359	Vascular
CRELD2	0.00295912705751803	Oligo_1
CRELD2	0.0136884942656308	Astro_1
CRELD2	0.0861223918218737	ACHE_SERT_SLC17A6_Npeps
CRELD2	0.0507654116673562	Astro_2_APOE
CRELD2	0.0182158330051201	ACHE_SERT_SLC17A6_ADCYAP1
CRELD2	0.0888186986734049	LC.1
CRELD2	0.0171228818580401	Oligo_2
CRELD2	0.0468267581475129	Oligo_3
CRELD2	0.0320121951219512	Vascular
PHOX2B	0.00203439985204365	Oligo_1
PHOX2B	0.00989641139474658	Astro_1
PHOX2B	0.0349390841618821	ACHE_SERT_SLC17A6_Npeps
PHOX2B	0.02122465866777	Astro_2_APOE
PHOX2B	0.0224497833792832	ACHE_SERT_SLC17A6_ADCYAP1
PHOX2B	0.392672141503474	LC.1
PHOX2B	0.00651735987676265	Oligo_2
PHOX2B	0.00994854202401372	Oligo_3
PHOX2B	0.0145905923344948	Vascular
KLF6	0.00967000449153214	Oligo_1
KLF6	0.0372733999260081	Astro_1
KLF6	0.111048872706904	ACHE_SERT_SLC17A6_Npeps
KLF6	0.086884567645842	Astro_2_APOE
KLF6	0.0404686884600236	ACHE_SERT_SLC17A6_ADCYAP1
KLF6	0.163613392293114	LC.1
KLF6	0.0451475293281194	Oligo_2
KLF6	0.0922813036020583	Oligo_3
KLF6	0.119773519163763	Vascular
SEC22B	0.00853391106766361	Oligo_1
SEC22B	0.0345911949685535	Astro_1
SEC22B	0.19353031788265	ACHE_SERT_SLC17A6_Npeps
SEC22B	0.119280099296649	Astro_2_APOE
SEC22B	0.0533674675068925	ACHE_SERT_SLC17A6_ADCYAP1
SEC22B	0.331396083385976	LC.1
SEC22B	0.0531461073586918	Oligo_2
SEC22B	0.118696397941681	Oligo_3
SEC22B	0.0746951219512195	Vascular
ADCYAP1	0.00446511136357632	Oligo_1
ADCYAP1	0.0206252312245653	Astro_1
ADCYAP1	0.154390141436774	ACHE_SERT_SLC17A6_Npeps
ADCYAP1	0.0671493587091436	Astro_2_APOE
ADCYAP1	0.0478534856242615	ACHE_SERT_SLC17A6_ADCYAP1
ADCYAP1	0.079216677195199	LC.1
ADCYAP1	0.0161749022396019	Oligo_2
ADCYAP1	0.0408233276157804	Oligo_3
ADCYAP1	0.0287456445993031	Vascular
DOK5	0.00309123094401437	Oligo_1
DOK5	0.0145209027007029	Astro_1
DOK5	0.126662932362414	ACHE_SERT_SLC17A6_Npeps
DOK5	0.058585022755482	Astro_2_APOE
DOK5	0.031114612051989	ACHE_SERT_SLC17A6_ADCYAP1
DOK5	0.22678458622868	LC.1
DOK5	0.0151676738950113	Oligo_2
DOK5	0.0252144082332762	Oligo_3
DOK5	0.024390243902439	Vascular
EP400	0.00377817115379534	Oligo_1
EP400	0.0159082500924898	Astro_1
EP400	0.0822013723568128	ACHE_SERT_SLC17A6_Npeps
EP400	0.0481175010343401	Astro_2_APOE
EP400	0.0226467113036629	ACHE_SERT_SLC17A6_ADCYAP1
EP400	0.085028427037271	LC.1
EP400	0.0180116127503259	Oligo_2
EP400	0.0519725557461407	Oligo_3
EP400	0.0350609756097561	Vascular
NUCB1	0.0132368094269333	Oligo_1
NUCB1	0.0557713651498335	Astro_1
NUCB1	0.342599075759698	ACHE_SERT_SLC17A6_Npeps
NUCB1	0.177782374844849	Astro_2_APOE
NUCB1	0.098759354076408	ACHE_SERT_SLC17A6_ADCYAP1
NUCB1	0.400252684775742	LC.1
NUCB1	0.0708022277521033	Oligo_2
NUCB1	0.176672384219554	Oligo_3
NUCB1	0.14133275261324	Vascular
PTRH1	0.00282702317102169	Oligo_1
PTRH1	0.0117462079171291	Astro_1
PTRH1	0.0529337627783224	ACHE_SERT_SLC17A6_Npeps
PTRH1	0.0337608605709557	Astro_2_APOE
PTRH1	0.013391098857818	ACHE_SERT_SLC17A6_ADCYAP1
PTRH1	0.0842703727100442	LC.1
PTRH1	0.0114350041474108	Oligo_2
PTRH1	0.0228130360205832	Oligo_3
PTRH1	0.0206881533101045	Vascular
CD24	0.00367248804459827	Oligo_1
CD24	0.0165556788753237	Astro_1
CD24	0.154110068617841	ACHE_SERT_SLC17A6_Npeps
CD24	0.129582126603227	Astro_2_APOE
CD24	0.0377116975187082	ACHE_SERT_SLC17A6_ADCYAP1
CD24	0.0699936828806065	LC.1
CD24	0.0212702926887072	Oligo_2
CD24	0.0379073756432247	Oligo_3
CD24	0.0677264808362369	Vascular
TH	0.0106211524743058	Oligo_1
TH	0.059008509064003	Astro_1
TH	0.180436913597535	ACHE_SERT_SLC17A6_Npeps
TH	0.149689697972693	Astro_2_APOE
TH	0.114415124064592	ACHE_SERT_SLC17A6_ADCYAP1
TH	0.83133291219204	LC.1
TH	0.0431330726389383	Oligo_2
TH	0.0641509433962264	Oligo_3
TH	0.106489547038328	Vascular
SNRNP70	0.011334513461386	Oligo_1
SNRNP70	0.0438401775804661	Astro_1
SNRNP70	0.228609438453998	ACHE_SERT_SLC17A6_Npeps
SNRNP70	0.14009102192801	Astro_2_APOE
SNRNP70	0.0674478141000394	ACHE_SERT_SLC17A6_ADCYAP1
SNRNP70	0.246999368288061	LC.1
SNRNP70	0.0619149188292452	Oligo_2
SNRNP70	0.159691252144082	Oligo_3
SNRNP70	0.102134146341463	Vascular
CHAC1	0.00147956352875902	Oligo_1
CHAC1	0.00749167591564928	Astro_1
CHAC1	0.0734490967651589	ACHE_SERT_SLC17A6_Npeps
CHAC1	0.023913942904427	Astro_2_APOE
CHAC1	0.0205789680976763	ACHE_SERT_SLC17A6_ADCYAP1
CHAC1	0.100063171193936	LC.1
CHAC1	0.00604337006754355	Oligo_2
CHAC1	0.011663807890223	Oligo_3
CHAC1	0.0106707317073171	Vascular
