gene	prop_nonzero	cluster
EGR2	0.000787711697518708	ACHE_SERT_SLC17A6_ADCYAP1
EGR2	0.00214782059380922	LC.1
EGR2	0.000651735987676265	Oligo_2
EGR2	0.00222984562607204	Oligo_3
EGR2	0.00675087108013937	Vascular
EN1	0.000660519432481704	Oligo_1
EN1	0.00406955234924158	Astro_1
EN1	0.0526536899593894	ACHE_SERT_SLC17A6_Npeps
EN1	0.0167563094745552	Astro_2_APOE
EN1	0.00866482867270579	ACHE_SERT_SLC17A6_ADCYAP1
EN1	0.0138976626658244	LC.1
EN1	0.00373266974760043	Oligo_2
EN1	0.00857632933104631	Oligo_3
EN1	0.00609756097560976	Vascular
PAX7	0.000739781764379508	Oligo_1
PAX7	0.00536440991490936	Astro_1
PAX7	0.0321383559725529	ACHE_SERT_SLC17A6_Npeps
PAX7	0.020190318576748	Astro_2_APOE
PAX7	0.00777865301299724	ACHE_SERT_SLC17A6_ADCYAP1
PAX7	0.0132659507264687	LC.1
PAX7	0.00402891337836237	Oligo_2
PAX7	0.00703259005145798	Oligo_3
PAX7	0.00958188153310104	Vascular
ESR1	0	Oligo_1
ESR1	0.000369959304476508	Astro_1
ESR1	0.00119030948046492	ACHE_SERT_SLC17A6_Npeps
ESR1	0.00086884567645842	Astro_2_APOE
ESR1	0.000393855848759354	ACHE_SERT_SLC17A6_ADCYAP1
ESR1	0.000884396715097915	LC.1
ESR1	0.000296243630761939	Oligo_2
ESR1	0.000343053173241852	Oligo_3
ESR1	0.00217770034843206	Vascular
ESR2	0.000105683109197073	Oligo_1
ESR2	0.000647428782833888	Astro_1
ESR2	0.000490127433132614	ACHE_SERT_SLC17A6_Npeps
ESR2	0.000413736036408771	Astro_2_APOE
ESR2	0.000295391886569516	ACHE_SERT_SLC17A6_ADCYAP1
ESR2	0.00126342387871131	LC.1
ESR2	0.000355492356914326	Oligo_2
ESR2	0.000343053173241852	Oligo_3
ESR2	0.000217770034843206	Vascular
NPY	0.0017437713017517	Oligo_1
NPY	0.0103588605253422	Astro_1
NPY	0.0427811230920039	ACHE_SERT_SLC17A6_Npeps
NPY	0.0283409184940008	Astro_2_APOE
NPY	0.0177235131941709	ACHE_SERT_SLC17A6_ADCYAP1
NPY	0.0870499052432091	LC.1
NPY	0.00456215191373385	Oligo_2
NPY	0.00874785591766724	Oligo_3
NPY	0.0176393728222997	Vascular
ADRA1A	0.000237786995693413	Oligo_1
ADRA1A	0.00110987791342952	Astro_1
ADRA1A	0.00476123792185968	ACHE_SERT_SLC17A6_Npeps
ADRA1A	0.00384774513860157	Astro_2_APOE
ADRA1A	0.0012800315084679	ACHE_SERT_SLC17A6_ADCYAP1
ADRA1A	0.00214782059380922	LC.1
ADRA1A	0.00177746178457163	Oligo_2
ADRA1A	0.0039451114922813	Oligo_3
ADRA1A	0.00174216027874564	Vascular
ADRA1B	0.0011625142011678	Oligo_1
ADRA1B	0.00499445061043285	Astro_1
ADRA1B	0.0756896793166223	ACHE_SERT_SLC17A6_Npeps
ADRA1B	0.0199007033512619	Astro_2_APOE
ADRA1B	0.0147695943284758	ACHE_SERT_SLC17A6_ADCYAP1
ADRA1B	0.0545799115603285	LC.1
ADRA1B	0.00479914681834341	Oligo_2
ADRA1B	0.0130360205831904	Oligo_3
ADRA1B	0.00979965156794425	Vascular
ADRA1D	0.000475573991386827	Oligo_1
ADRA1D	0.00194228634850166	Astro_1
ADRA1D	0.0310180646968212	ACHE_SERT_SLC17A6_Npeps
ADRA1D	0.00661977658254034	Astro_2_APOE
ADRA1D	0.00728633320204805	ACHE_SERT_SLC17A6_ADCYAP1
ADRA1D	0.00934933670246368	LC.1
ADRA1D	0.00367342102144804	Oligo_2
ADRA1D	0.00686106346483705	Oligo_3
ADRA1D	0.00435540069686411	Vascular
ADRA2A	0.00462363602737193	Oligo_1
ADRA2A	0.0280244173140955	Astro_1
ADRA2A	0.111258927321103	ACHE_SERT_SLC17A6_Npeps
ADRA2A	0.0741001241208109	Astro_2_APOE
ADRA2A	0.0487396612839701	ACHE_SERT_SLC17A6_ADCYAP1
ADRA2A	0.552368919772584	LC.1
ADRA2A	0.0177153691195639	Oligo_2
ADRA2A	0.0307032590051458	Oligo_3
ADRA2A	0.0437717770034843	Vascular
ADRA2B	7.92623318978044e-05	Oligo_1
ADRA2B	0.000369959304476508	Astro_1
ADRA2B	0.000630163842599076	ACHE_SERT_SLC17A6_Npeps
ADRA2B	0.00086884567645842	Astro_2_APOE
ADRA2B	0.000196927924379677	ACHE_SERT_SLC17A6_ADCYAP1
ADRA2B	0	LC.1
ADRA2B	0.000355492356914326	Oligo_2
ADRA2B	0.00291595197255575	Oligo_3
ADRA2B	0.000871080139372822	Vascular
ADRA2C	0.000686940209780972	Oligo_1
ADRA2C	0.00434702182759896	Astro_1
ADRA2C	0.0237361714045652	ACHE_SERT_SLC17A6_Npeps
ADRA2C	0.0119983450558544	Astro_2_APOE
ADRA2C	0.00600630169358015	ACHE_SERT_SLC17A6_ADCYAP1
ADRA2C	0.0739102969046115	LC.1
ADRA2C	0.00408816210451475	Oligo_2
ADRA2C	0.00531732418524871	Oligo_3
ADRA2C	0.0135017421602787	Vascular
CHRNA3	0.00150598430605828	Oligo_1
CHRNA3	0.0086015538290788	Astro_1
CHRNA3	0.0527237081641227	ACHE_SERT_SLC17A6_Npeps
CHRNA3	0.0243276789408357	Astro_2_APOE
CHRNA3	0.0186096888538795	ACHE_SERT_SLC17A6_ADCYAP1
CHRNA3	0.255211623499684	LC.1
CHRNA3	0.00651735987676265	Oligo_2
CHRNA3	0.0144082332761578	Oligo_3
CHRNA3	0.0113240418118467	Vascular
CHRNB4	5.28415545985363e-05	Oligo_1
CHRNB4	0.000462449130595634	Astro_1
CHRNB4	0.00287074639406246	ACHE_SERT_SLC17A6_Npeps
CHRNB4	0.00115846090194456	Astro_2_APOE
CHRNB4	0.000886175659708547	ACHE_SERT_SLC17A6_ADCYAP1
CHRNB4	0.016424510423247	LC.1
CHRNB4	0.000177746178457163	Oligo_2
CHRNB4	0.000686106346483705	Oligo_3
CHRNB4	0.00108885017421603	Vascular
CHRNA6	2.64207772992681e-05	Oligo_1
CHRNA6	0	Astro_1
CHRNA6	0.00154040050413107	ACHE_SERT_SLC17A6_Npeps
CHRNA6	0.000455109640049648	Astro_2_APOE
CHRNA6	0.000295391886569516	ACHE_SERT_SLC17A6_ADCYAP1
CHRNA6	0.00101073910296905	LC.1
CHRNA6	0.000296243630761939	Oligo_2
CHRNA6	0.000514579759862779	Oligo_3
CHRNA6	0.000435540069686411	Vascular
CHRNB3	5.28415545985363e-05	Oligo_1
CHRNB3	0.000184979652238254	Astro_1
CHRNB3	0.00168043691359754	ACHE_SERT_SLC17A6_Npeps
CHRNB3	0.000455109640049648	Astro_2_APOE
CHRNB3	0	ACHE_SERT_SLC17A6_ADCYAP1
CHRNB3	0.000631711939355654	LC.1
CHRNB3	0.000118497452304775	Oligo_2
CHRNB3	0.000343053173241852	Oligo_3
CHRNB3	0.000653310104529617	Vascular
HOXB4	5.28415545985363e-05	Oligo_1
HOXB4	0	Astro_1
HOXB4	0	ACHE_SERT_SLC17A6_Npeps
HOXB4	0.000165494414563508	Astro_2_APOE
HOXB4	0	ACHE_SERT_SLC17A6_ADCYAP1
HOXB4	0	LC.1
HOXB4	0.000177746178457163	Oligo_2
HOXB4	0	Oligo_3
HOXB4	0.000217770034843206	Vascular
HOXB5	0	Oligo_1
HOXB5	0.000184979652238254	Astro_1
HOXB5	0.000140036409466461	ACHE_SERT_SLC17A6_Npeps
HOXB5	0.000413736036408771	Astro_2_APOE
HOXB5	0.000196927924379677	ACHE_SERT_SLC17A6_ADCYAP1
HOXB5	0.000126342387871131	LC.1
HOXB5	0.000177746178457163	Oligo_2
HOXB5	0.000343053173241852	Oligo_3
HOXB5	0.000653310104529617	Vascular
HOXC5	0	Oligo_1
HOXC5	0	Astro_1
HOXC5	7.00182047332306e-05	ACHE_SERT_SLC17A6_Npeps
HOXC5	4.13736036408771e-05	Astro_2_APOE
HOXC5	0	ACHE_SERT_SLC17A6_ADCYAP1
HOXC5	0	LC.1
HOXC5	0	Oligo_2
HOXC5	0.000171526586620926	Oligo_3
HOXC5	0.000435540069686411	Vascular
HOXA4	2.64207772992681e-05	Oligo_1
HOXA4	0.000277469478357381	Astro_1
HOXA4	0.00112029127573169	ACHE_SERT_SLC17A6_Npeps
HOXA4	0.000496483243690525	Astro_2_APOE
HOXA4	0.00068924773532887	ACHE_SERT_SLC17A6_ADCYAP1
HOXA4	0.000379027163613392	LC.1
HOXA4	0.000296243630761939	Oligo_2
HOXA4	0.00154373927958834	Oligo_3
HOXA4	0.000653310104529617	Vascular
HOXA3	0	Oligo_1
HOXA3	0.000184979652238254	Astro_1
HOXA3	0.000630163842599076	ACHE_SERT_SLC17A6_Npeps
HOXA3	0.000165494414563508	Astro_2_APOE
HOXA3	0	ACHE_SERT_SLC17A6_ADCYAP1
HOXA3	0.000631711939355654	LC.1
HOXA3	0.000296243630761939	Oligo_2
HOXA3	0.000343053173241852	Oligo_3
HOXA3	0.000653310104529617	Vascular
HOXA5	0	Oligo_1
HOXA5	0.000184979652238254	Astro_1
HOXA5	7.00182047332306e-05	ACHE_SERT_SLC17A6_Npeps
HOXA5	0.000330988829127017	Astro_2_APOE
HOXA5	9.84639621898385e-05	ACHE_SERT_SLC17A6_ADCYAP1
HOXA5	0	LC.1
HOXA5	0.000355492356914326	Oligo_2
HOXA5	0.000343053173241852	Oligo_3
HOXA5	0.000653310104529617	Vascular
HOXB2	0.000132103886496341	Oligo_1
HOXB2	0.000369959304476508	Astro_1
HOXB2	0.00196050973253046	ACHE_SERT_SLC17A6_Npeps
HOXB2	0.00140670252378982	Astro_2_APOE
HOXB2	0.000492319810949193	ACHE_SERT_SLC17A6_ADCYAP1
HOXB2	0.00113708149084018	LC.1
HOXB2	0.000710984713828653	Oligo_2
HOXB2	0.00428816466552316	Oligo_3
HOXB2	0.00195993031358885	Vascular
HOXD3	5.28415545985363e-05	Oligo_1
HOXD3	0	Astro_1
HOXD3	7.00182047332306e-05	ACHE_SERT_SLC17A6_Npeps
HOXD3	0.000330988829127017	Astro_2_APOE
HOXD3	9.84639621898385e-05	ACHE_SERT_SLC17A6_ADCYAP1
HOXD3	0	LC.1
HOXD3	0.000118497452304775	Oligo_2
HOXD3	0.00171526586620926	Oligo_3
HOXD3	0	Vascular
HOXD4	0	Oligo_1
HOXD4	0	Astro_1
HOXD4	0.000140036409466461	ACHE_SERT_SLC17A6_Npeps
HOXD4	8.27472072817542e-05	Astro_2_APOE
HOXD4	0	ACHE_SERT_SLC17A6_ADCYAP1
HOXD4	0	LC.1
HOXD4	0	Oligo_2
HOXD4	0.000171526586620926	Oligo_3
HOXD4	0	Vascular
HOXC4	5.28415545985363e-05	Oligo_1
HOXC4	9.24898261191269e-05	Astro_1
HOXC4	0.00217056434673015	ACHE_SERT_SLC17A6_Npeps
HOXC4	0.00086884567645842	Astro_2_APOE
HOXC4	0.000590783773139031	ACHE_SERT_SLC17A6_ADCYAP1
HOXC4	0.000631711939355654	LC.1
HOXC4	0.000710984713828653	Oligo_2
HOXC4	0.00102915951972556	Oligo_3
HOXC4	0.000653310104529617	Vascular
HOXC6	0	Oligo_1
HOXC6	9.24898261191269e-05	Astro_1
HOXC6	0.000560145637865845	ACHE_SERT_SLC17A6_Npeps
HOXC6	8.27472072817542e-05	Astro_2_APOE
HOXC6	0.000196927924379677	ACHE_SERT_SLC17A6_ADCYAP1
HOXC6	0.000126342387871131	LC.1
HOXC6	0	Oligo_2
HOXC6	0	Oligo_3
HOXC6	0	Vascular
