label_merged	contrast	gene_name	adj.P.Val	logFC	P.Value	t	AveExpr	B
astrocytes	by_YRI	NTSR2	1.68515476661087e-47	3.38439844788263	4.61686237427635e-50	18.2902251335636	10.7072960873856	103.197463469163
astrocytes	by_YRI	AQP4	1.98560007639284e-45	3.65946057386142	1.08800004185909e-47	17.6458417146532	13.3710218491336	97.8038323981701
astrocytes	by_YRI	GJA1	5.74659719746841e-44	3.93600863007379	4.7232305732617e-46	17.2017137363442	13.1448306009448	94.0556564728992
astrocytes	by_YRI	RGMA	7.90382540186355e-43	3.79351538002827	9.07186582426783e-45	16.8538261999061	9.39735355383305	91.0941899414675
astrocytes	by_YRI	APOE	7.90382540186355e-43	3.52932101506126	1.08271580847446e-44	16.83300626621	13.2634181026962	90.9436002162639
astrocytes	by_YRI	SPON1	2.06795913747246e-42	3.88004933388818	3.39938488351638e-44	16.698334582193	10.8793613951801	89.8111399001191
astrocytes	by_YRI	FGFR3	2.18074269042231e-40	3.97436385160153	4.18224625560443e-42	16.1316891947668	10.8181720835736	85.0351932736521
astrocytes	by_YRI	TRIL	3.08933031045163e-40	3.30399279230238	6.77113492701726e-42	16.0749232696126	11.0526900987544	84.5572533821674
astrocytes	by_YRI	CXCL14	7.96507756966235e-39	3.11916751299964	1.96399172950578e-40	15.677891620201	9.2649084335596	81.1982777143064
astrocytes	by_YRI	TTYH1	2.11098761306874e-37	3.16426688654797	5.78352770703763e-39	15.2783740088828	11.7611472997786	77.8538590710809
astrocytes	by_YRI	IDH2	5.50199181085994e-36	2.28198130778839	1.65813451834135e-37	14.8810431363866	12.0823712113265	74.5196081753422
astrocytes	by_YRI	RYR3	1.43376799754889e-35	3.68288645626747	4.71375780016075e-37	14.7570948287437	9.71289284738392	73.4995555333813
astrocytes	by_YRI	PLPP3	1.69513255430338e-35	3.21898974486417	6.03745841258738e-37	14.7277139454792	12.0066968098387	73.2349566306601
astrocytes	by_YRI	EGFR	2.31429605286605e-34	3.21275425853006	9.44733970249871e-36	14.4006747738126	10.2629672125341	70.5274465703948
astrocytes	by_YRI	SREBF1	2.31429605286605e-34	2.45083388918528	9.51080569670979e-36	14.3998773338912	11.1869574455225	70.513971689982
astrocytes	by_YRI	SLC7A11	3.52011387249853e-32	2.75007906281025	1.54306361534182e-33	13.7916063761929	9.85897222215309	65.4836237447005
astrocytes	by_YRI	MGST1	4.0963380777784e-32	3.06602702833347	1.90788348828035e-33	13.7661371301261	10.5388062176088	65.2638936385364
astrocytes	by_YRI	SOX9	9.6691396968664e-31	3.53973314011496	4.76834286420809e-32	13.3786887119219	10.4845437975862	62.0699812077111
astrocytes	by_YRI	PAX6	4.98103052990232e-30	2.87698860023498	2.59286520734642e-31	13.1738714836933	8.15180612800908	60.4141180095137
astrocytes	by_YRI	TP53	1.0255147734677e-29	2.29790103964914	5.61925903269975e-31	13.0800755096153	9.69533868751145	59.6494704872876
astrocytes	by_YRI	CABLES1	8.62477729395762e-29	2.74930750537882	4.96220063487973e-30	12.8150230853485	9.79022132569152	57.490493966811
astrocytes	by_YRI	BAG3	2.62291425942618e-28	2.21256457647302	1.58093462211989e-29	12.6734491247689	10.6298732881369	56.3298573460829
astrocytes	by_YRI	SOX2	3.04371532250758e-28	2.80598409960328	1.91795760048423e-29	12.6497978563551	10.4097472283029	56.135027310923
astrocytes	by_YRI	FBLN1	1.37161388829378e-26	3.24033037272504	9.01883104631529e-28	12.1758636159948	8.82113116873932	52.3528060678976
astrocytes	by_YRI	GLUL	2.34408386659742e-26	2.19197599645753	1.60553689492974e-27	12.104413092656	14.4627100544247	51.6389399910332
astrocytes	by_YRI	PRCP	1.88009537486238e-25	1.717651400159	1.33924602044991e-26	11.8404592433758	10.3614144265751	49.6633227983032
astrocytes	by_YRI	ATN1	9.41054469342326e-25	1.25125818859899	7.17698745759366e-26	11.6301866327592	11.9289310098462	47.9448821177448
astrocytes	by_YRI	SPARC	9.41054469342326e-25	1.81147555876747	7.21904798399593e-26	11.6294524828082	15.1176916889189	47.8562935049398
astrocytes	by_YRI	NOTCH1	4.4116177794545e-23	2.24055006397247	3.505120975457e-24	11.1378945532307	10.9050188833687	44.1295207152414
