k1	k2	looseInDom	strictInDom	nmfpredInDom
0.04	0.04	0.931675369501726	0.994982078853047	0.999875404933965
0.04	0.12	0.916983803876449	0.990501792114695	0.999501619735858
0.04	0.2	0.904150809806178	0.984229390681003	0.997881883877398
0.04	0.28	0.88786618284804	0.976523297491039	0.985920757538002
0.04	0.36	0.85945658907868	0.957347670250896	0.943060054821829
0.04	0.44	0.820780600053102	0.925806451612903	0.885870919511587
0.04	0.52	0.781308080361094	0.894444444444445	0.831298280588089
0.04	0.6	0.734312771041685	0.847849462365591	0.776102666334413
0.04	0.68	0.67784759713249	0.790860215053764	0.71355594318465
0.04	0.76	0.616868749446854	0.725985663082437	0.651632195365064
0.08	0.04	0.860872643596779	0.956451612903226	0.897582855718914
0.08	0.12	0.831224002124082	0.935663082437276	0.875404933964615
0.08	0.2	0.803522435613771	0.912903225806452	0.849987540493397
0.08	0.28	0.771395698734401	0.882258064516129	0.817468228258161
0.08	0.36	0.727143995043809	0.842831541218638	0.769997508098679
0.08	0.44	0.67935215505797	0.795698924731183	0.718165960627959
0.08	0.52	0.629701743517125	0.742114695340502	0.664714677298779
0.08	0.6	0.571820515089831	0.678136200716846	0.610889608771493
0.08	0.68	0.513496769625631	0.612903225806452	0.546473959631199
0.08	0.76	0.445703159571644	0.534587813620072	0.478694243707949
0.12	0.04	0.795999645986371	0.904301075268817	0.826812858210815
0.12	0.12	0.752721479776971	0.865412186379928	0.784575130824819
0.12	0.2	0.70926630675281	0.82258064516129	0.746947420882133
0.12	0.28	0.657491813434817	0.771863799283154	0.699352105656616
0.12	0.36	0.603062217895389	0.711827956989247	0.646523797657613
0.12	0.44	0.547570581467387	0.651433691756273	0.590082232743583
0.12	0.52	0.492255951854146	0.587634408602151	0.534139048093696
0.12	0.6	0.438268873351624	0.523655913978495	0.477822078245701
0.12	0.68	0.375077440481459	0.452150537634409	0.411537503114877
0.12	0.76	0.306664306575803	0.371146953405018	0.33341639671069
0.16	0.04	0.722276307637844	0.833154121863799	0.748317966608522
0.16	0.12	0.652801132843615	0.762007168458781	0.690132070769998
0.16	0.2	0.592353305602266	0.699820788530466	0.637802143035136
0.16	0.28	0.544738472431189	0.64336917562724	0.589459257413406
0.16	0.36	0.487388264448181	0.579569892473118	0.529529030650386
0.16	0.44	0.433666696167802	0.518996415770609	0.474208821330675
0.16	0.52	0.377467032480751	0.455197132616488	0.413655619237478
0.16	0.6	0.321001858571555	0.390322580645161	0.353725392474458
0.16	0.68	0.258783963182583	0.316308243727599	0.285073511088961
0.16	0.76	0.193999468979556	0.23673835125448	0.215674059307251
0.2	0.04	0.642092220550491	0.749283154121864	0.675554448043858
0.2	0.12	0.562439153907425	0.665591397849462	0.600299028158485
0.2	0.2	0.501548809629171	0.593548387096774	0.543857463244456
0.2	0.28	0.440392955128772	0.526881720430108	0.48056316969848
0.2	0.36	0.382777236923622	0.460215053763441	0.421878893595814
0.2	0.44	0.323745464200372	0.392114695340502	0.357837029653626
0.2	0.52	0.268961855031419	0.329749103942652	0.298903563418889
0.2	0.6	0.209576068678644	0.256989247311828	0.238101171193621
0.2	0.68	0.160633684396849	0.2	0.183777722402193
0.24	0.04	0.55978405168599	0.657347670250896	0.594443060054822
0.24	0.12	0.473493229489335	0.565949820788531	0.510715175679043
0.24	0.2	0.406761660323923	0.487634408602151	0.442935459755794
0.24	0.28	0.33480839012302	0.406093189964158	0.370047346125093
0.24	0.36	0.276838658288344	0.339426523297491	0.310366309494144
0.24	0.44	0.220196477564386	0.273655913978495	0.249688512334912
0.24	0.52	0.172050623949022	0.215591397849462	0.198355345128333
0.28	0.04	0.487476767855562	0.579569892473118	0.521181161226016
0.28	0.12	0.376139481370033	0.453763440860215	0.412160478445054
0.28	0.2	0.305956279316754	0.372939068100358	0.339147769748318
0.28	0.28	0.246216479334454	0.30663082437276	0.279591328183404
0.28	0.36	0.19355695194265	0.243906810035842	0.223025168203339
0.32	0.04	0.391893087883884	0.473476702508961	0.425741340642911
0.32	0.12	0.290910700061952	0.356451612903226	0.321704460503364
0.32	0.2	0.22347110363749	0.278853046594982	0.252803388985796
0.32	0.28	0.171431100097354	0.215591397849462	0.198604535260404
0.36	0.04	0.312682538277724	0.379928315412186	0.342761026663344
0.36	0.12	0.215328790158421	0.266845878136201	0.242960378769001
0.36	0.2	0.157536065138508	0.200537634408602	0.181784201345627
