k1	k2	looseInDom	strictInDom	nmfpredInDom
0.08	0.281	0.76458093636605	0.876344086021505	0.810241714428109
0.08	0.294	0.757500663775555	0.869713261648746	0.802392225267879
0.08	0.308	0.749977874148155	0.863978494623656	0.794418141041615
0.08	0.321	0.742543587928135	0.859139784946237	0.785821081485173
0.08	0.334	0.734047260819542	0.850716845878136	0.777722402192873
0.08	0.348	0.727143995043809	0.842831541218638	0.769997508098679
0.08	0.361	0.720594742897602	0.834767025089606	0.762895589334662
0.08	0.374	0.712540932825914	0.82652329749104	0.752927984051832
0.08	0.388	0.70475263297637	0.819713261648746	0.745078494891602
0.08	0.401	0.695902292238251	0.811469534050179	0.734861699476701
0.08	0.414	0.68687494468537	0.803225806451613	0.725890854722153
0.08	0.428	0.67935215505797	0.795698924731183	0.718165960627959
0.08	0.441	0.669793787060802	0.785663082437276	0.709693496137553
0.08	0.454	0.661474466766971	0.777598566308244	0.700224271118864
0.08	0.468	0.654659704398619	0.76989247311828	0.692000996760528
0.08	0.481	0.645366846623595	0.7584229390681	0.682157986543733
0.08	0.494	0.637047526329764	0.750358422939068	0.674059307251433
0.08	0.508	0.629701743517125	0.742114695340502	0.664714677298779
0.08	0.521	0.620408885742101	0.730465949820789	0.656615998006479
0.12	0.119	0.752721479776971	0.865412186379928	0.784575130824819
0.12	0.132	0.745995220816002	0.860394265232975	0.778843757787192
0.12	0.146	0.738295424373838	0.853405017921147	0.772987789683529
0.12	0.159	0.731303655190725	0.844444444444445	0.76700722651383
0.12	0.172	0.723869368970705	0.837096774193548	0.761275853476202
0.12	0.186	0.716081069121161	0.829032258064516	0.753177174183902
0.12	0.199	0.70926630675281	0.82258064516129	0.746947420882133
0.12	0.212	0.702274537569697	0.815770609318996	0.741340642910541
0.12	0.226	0.694840251349677	0.808960573476703	0.733989534014453
0.12	0.239	0.685635896982034	0.799641577060932	0.726140044854224
0.12	0.252	0.676785556243915	0.791039426523298	0.718539745826065
0.12	0.266	0.666076643950792	0.781362007168459	0.706703214552704
0.12	0.279	0.657491813434817	0.771863799283154	0.699352105656616
0.16	0.04	0.722276307637844	0.833154121863799	0.748317966608522
0.16	0.053	0.711301885122577	0.821863799283154	0.738225766259656
0.16	0.067	0.689884060536331	0.801254480286738	0.720408671816596
0.16	0.08	0.689884060536331	0.801254480286738	0.720408671816596
0.16	0.093	0.675280998318435	0.787275985663082	0.707699975080987
0.16	0.107	0.652801132843615	0.762007168458781	0.690132070769998
0.16	0.12	0.652801132843615	0.762007168458781	0.690132070769998
0.16	0.133	0.642269227365254	0.751612903225806	0.680662845751308
0.16	0.147	0.624126028852111	0.733512544802867	0.66521305756292
0.16	0.16	0.624126028852111	0.733512544802867	0.66521305756292
0.16	0.173	0.613682626781131	0.722043010752688	0.655370047346125
0.16	0.187	0.592353305602266	0.699820788530466	0.637802143035136
0.16	0.2	0.592353305602266	0.699820788530466	0.637802143035136
0.16	0.213	0.584830515974865	0.6915770609319	0.630824819337154
0.16	0.227	0.56801486857244	0.670967741935484	0.611263393969599
0.16	0.24	0.56801486857244	0.670967741935484	0.611263393969599
0.16	0.253	0.561465616426232	0.662365591397849	0.605905806130077
0.16	0.267	0.544738472431189	0.64336917562724	0.589459257413406
0.16	0.28	0.544738472431189	0.64336917562724	0.589459257413406
0.2	0.04	0.642092220550491	0.749283154121864	0.675554448043858
0.2	0.053	0.62554208337021	0.732616487455197	0.659980064789434
0.2	0.067	0.597663510045137	0.700358422939068	0.632942935459756
0.2	0.08	0.597663510045137	0.700358422939068	0.632942935459756
0.2	0.093	0.583325958049385	0.685663082437276	0.618988288063793
0.2	0.107	0.562439153907425	0.665591397849462	0.600299028158485
0.2	0.12	0.562439153907425	0.665591397849462	0.600299028158485
0.2	0.133	0.554119833613594	0.655913978494624	0.592200348866185
0.2	0.147	0.533056022656872	0.630465949820789	0.574258659357089
0.2	0.16	0.533056022656872	0.630465949820789	0.574258659357089
0.2	0.173	0.521816089919462	0.617204301075269	0.564041863942188
0.2	0.187	0.501548809629171	0.593548387096774	0.543857463244456
0.2	0.2	0.501548809629171	0.593548387096774	0.543857463244456
