domainDef	Ntopdommks	LCloose	LCstrict	nmfpred	srtnmfpred	SRTdomain8266	SRTdomain12252	LFF_Visium_Domains	k1	k2	looseInDom	strictInDom	WebDivNMFInDom
wdLC_k1_0.04_k2_0.2	10	0.551515151515151	0.139393939393939	0.0909090909090909	-0.333333333333333	0.563636363636364	0.648484848484848	0.6	0.04	0.199	0.916583552452625	0.9990730441231	0.998979875730316
wdLC_k1_0.04_k2_0.2	20	0.717293233082707	0.667669172932331	0.514285714285714	0.129323308270677	0.839097744360902	0.86015037593985	0.682706766917293	0.04	0.199	0.916583552452625	0.9990730441231	0.998979875730316
wdLC_k1_0.04_k2_0.2	30	0.773971078976641	0.705005561735261	0.718798665183537	0.431368186874305	0.917686318131257	0.89321468298109	0.768631813125695	0.04	0.199	0.916583552452625	0.9990730441231	0.998979875730316
wdLC_k1_0.04_k2_0.2	40	0.790994371482177	0.750656660412758	0.771482176360225	0.61313320825516	0.946341463414634	0.933020637898687	0.772045028142589	0.04	0.199	0.916583552452625	0.9990730441231	0.998979875730316
wdLC_k1_0.04_k2_0.2	50	0.815606242496999	0.775174069627851	0.79937575030012	0.704969987995198	0.95313325330132	0.928931572629052	0.785834333733494	0.04	0.199	0.916583552452625	0.9990730441231	0.998979875730316
wdLC_k1_0.04_k2_0.2	60	0.815948874687413	0.779716587941095	0.806724090025007	0.741761600444568	0.962378438455127	0.931036398999722	0.790386218393999	0.04	0.199	0.916583552452625	0.9990730441231	0.998979875730316
wdLC_k1_0.04_k2_0.2	70	0.829901146006474	0.801347213717085	0.822832648062287	0.767754352200157	0.97095617181349	0.945621555419473	0.831020908057038	0.04	0.199	0.916583552452625	0.9990730441231	0.998979875730316
wdLC_k1_0.04_k2_0.2	80	0.842264416315049	0.81882325363338	0.84901547116737	0.79943741209564	0.975691514299109	0.955321143928739	0.849601500234412	0.04	0.199	0.916583552452625	0.9990730441231	0.998979875730316
wdLC_k1_0.04_k2_0.2	90	0.825196526320122	0.809062847265095	0.832769477713298	0.804206280610775	0.974350742890069	0.950759353006544	0.870502531176689	0.04	0.199	0.916583552452625	0.9990730441231	0.998979875730316
wdLC_k1_0.04_k2_0.2	100	0.818505850585059	0.806684668466847	0.830459045904591	0.805592559255926	0.977569756975698	0.955523552355235	0.88014401440144	0.04	0.199	0.916583552452625	0.9990730441231	0.998979875730316
wdLC_k1_0.04_k2_0.2	110	0.814304713387282	0.807731668282127	0.827613101007596	0.807839866555463	0.976223429434438	0.958740391767915	0.891017289182427	0.04	0.199	0.916583552452625	0.9990730441231	0.998979875730316
wdLC_k1_0.04_k2_0.2	120	0.825022571011876	0.820237516494201	0.837801236196958	0.827488020001389	0.978929092298076	0.962066810195152	0.902222376553927	0.04	0.199	0.916583552452625	0.9990730441231	0.998979875730316
wdLC_k1_0.04_k2_0.2	130	0.842739898127791	0.836370836690382	0.853036365374373	0.846967731363258	0.982061751491895	0.966526922394133	0.900105149599203	0.04	0.199	0.916583552452625	0.9990730441231	0.998979875730316
wdLC_k1_0.04_k2_0.2	140	0.842128971594761	0.833963831973935	0.851396208261355	0.851037589381383	0.980009184142048	0.964129365200849	0.898488989963045	0.04	0.199	0.916583552452625	0.9990730441231	0.998979875730316
wdLC_k1_0.04_k2_0.2	150	0.845006444730877	0.836746522067648	0.853963287257212	0.858685274901107	0.979828436819414	0.963287257211432	0.892492999688875	0.04	0.199	0.916583552452625	0.9990730441231	0.998979875730316
wdLC_k1_0.04_k2_0.2	160	0.847328020625806	0.838175319348412	0.854295089651939	0.861224071252783	0.980762920426579	0.96391362943865	0.88193777100668	0.04	0.199	0.916583552452625	0.9990730441231	0.998979875730316
