domainDef	Ntopdommks	LCloose	LCstrict	nmfpred	srtnmfpred	SRTdomain8266	SRTdomain12252	LFF_Visium_Domains	k1	k2	looseInDom	strictInDom	WebDivNMFInDom
wdLC_k1_0.04_k2_0.04	10	0.551515151515151	0.139393939393939	0.0909090909090909	-0.333333333333333	0.563636363636364	0.648484848484848	0.6	0.04	0.04	0.930093390153232	0.99962921764924	1
wdLC_k1_0.04_k2_0.04	20	0.759398496240602	0.712781954887218	0.603007518796992	0.282706766917293	0.87218045112782	0.870676691729323	0.723308270676692	0.04	0.04	0.930093390153232	0.99962921764924	1
wdLC_k1_0.04_k2_0.04	30	0.767741935483871	0.702780867630701	0.721913236929922	0.432258064516129	0.906562847608454	0.887875417130145	0.777530589543938	0.04	0.04	0.930093390153232	0.99962921764924	1
wdLC_k1_0.04_k2_0.04	40	0.755347091932458	0.721013133208255	0.746153846153846	0.581238273921201	0.921575984990619	0.904127579737336	0.750093808630394	0.04	0.04	0.930093390153232	0.99962921764924	1
wdLC_k1_0.04_k2_0.04	50	0.784777911164466	0.75078031212485	0.769699879951981	0.679039615846339	0.928451380552221	0.897142857142857	0.786122448979592	0.04	0.04	0.930093390153232	0.99962921764924	1
wdLC_k1_0.04_k2_0.04	60	0.782161711586552	0.749819394276188	0.776271186440678	0.705918310641845	0.943651014170603	0.909196999166435	0.781494859683246	0.04	0.04	0.930093390153232	0.99962921764924	1
wdLC_k1_0.04_k2_0.04	70	0.805686291663022	0.7842358498819	0.803341789869653	0.752357624004899	0.960003499256408	0.93158953722334	0.82115300498644	0.04	0.04	0.930093390153232	0.99962921764924	1
wdLC_k1_0.04_k2_0.04	80	0.834903891233005	0.812517580872011	0.831434599156118	0.794327238631036	0.96375996249414	0.940248476324426	0.84746835443038	0.04	0.04	0.930093390153232	0.99962921764924	1
wdLC_k1_0.04_k2_0.04	90	0.819352183397127	0.799481417458946	0.828406799193316	0.793472445157839	0.962662057044079	0.943779067374573	0.860114417417788	0.04	0.04	0.930093390153232	0.99962921764924	1
wdLC_k1_0.04_k2_0.04	100	0.81010501050105	0.796807680768077	0.81944194419442	0.804428442844284	0.962688268826883	0.943114311431143	0.870555055505551	0.04	0.04	0.930093390153232	0.99962921764924	1
wdLC_k1_0.04_k2_0.04	110	0.807641503054347	0.79676757658409	0.816279331875662	0.80323242341591	0.957063318531208	0.936622861393504	0.890981223091315	0.04	0.04	0.930093390153232	0.99962921764924	1
wdLC_k1_0.04_k2_0.04	120	0.798465171192444	0.790068754774637	0.812160566706021	0.802659906937982	0.959205500381971	0.937842905757344	0.89327731092437	0.04	0.04	0.930093390153232	0.99962921764924	1
wdLC_k1_0.04_k2_0.04	130	0.808480246896721	0.801013259774133	0.820551967116853	0.815914460118259	0.963812150923814	0.944306217482145	0.889426320173702	0.04	0.04	0.930093390153232	0.99962921764924	1
wdLC_k1_0.04_k2_0.04	140	0.814235420174499	0.80659071526973	0.826642758741335	0.826752093765717	0.965012792197853	0.945166298572085	0.878310117863156	0.04	0.04	0.930093390153232	0.99962921764924	1
wdLC_k1_0.04_k2_0.04	150	0.815465576247833	0.804833992621894	0.824507755900262	0.828671496510956	0.966167385217121	0.949082181430286	0.875852260100449	0.04	0.04	0.930093390153232	0.99962921764924	1
wdLC_k1_0.04_k2_0.04	160	0.804494316184226	0.794881636001406	0.81293507558889	0.819998828079222	0.958376303761866	0.939262275870151	0.863005390835579	0.04	0.04	0.930093390153232	0.99962921764924	1
wdLC_k1_0.04_k2_0.04	170	0.80548726497762	0.79289085923999	0.812121323147758	0.828029872802438	0.957596741592931	0.933930545123687	0.855110801717137	0.04	0.04	0.930093390153232	0.99962921764924	1
wdLC_k1_0.04_k2_0.04	180	0.799569945574452	0.789009948866735	0.809072296470056	0.827330061627416	0.955885469716143	0.932983528298199	0.849221683796825	0.04	0.04	0.930093390153232	0.99962921764924	1
wdLC_k1_0.04_k2_0.04	190	0.793153039667231	0.780503615058589	0.803130863808737	0.823963048983716	0.955490821294073	0.931010773005813	0.850901249633683	0.04	0.04	0.930093390153232	0.99962921764924	1
wdLC_k1_0.04_k2_0.04	200	0.782454061351534	0.763937598439961	0.794583364584115	0.817572939323483	0.951155778894472	0.923013575339384	0.859704492612316	0.04	0.04	0.930093390153232	0.99962921764924	1
wdLC_k1_0.04_k2_0.04	210	0.773609378897481	0.757425014496604	0.789024046544625	0.812026835723518	0.950821042265293	0.923476074935292	0.847659648906843	0.04	0.04	0.930093390153232	0.99962921764924	1
wdLC_k1_0.04_k2_0.04	220	0.756599403819388	0.736063292066515	0.771739461183458	0.794584786687929	0.945302401063884	0.913746527445158	0.850824115449418	0.04	0.04	0.930093390153232	0.99962921764924	1
wdLC_k1_0.04_k2_0.04	230	0.7564980680986	0.735907229281066	0.769068372296016	0.796129293148469	0.94423400787555	0.912328415840852	0.857087131588745	0.04	0.04	0.930093390153232	0.99962921764924	1
wdLC_k1_0.04_k2_0.04	240	0.756013993298495	0.728444070209552	0.770151391517214	0.794497300300352	0.943268980364242	0.91167120956961	0.86955415892637	0.04	0.04	0.930093390153232	0.99962921764924	1
wdLC_k1_0.04_k2_0.04	240	0.756013993298495	0.728444070209552	0.770151391517214	0.794497300300352	0.943268980364242	0.91167120956961	0.86955415892637	0.04	0.04	0.930093390153232	0.99962921764924	1
wdLC_k1_0.04_k2_0.04	250	0.735333749339989	0.713283348533577	0.750506600105602	0.774754284068545	0.943417462679403	0.913372053952863	0.86955415892637	0.04	0.04	0.930093390153232	0.99962921764924	1
wdLC_k1_0.04_k2_0.04	260	0.734556838005114	0.70587548518583	0.746696298420436	0.776671480119756	0.94260315639626	0.910673234811166	0.86955415892637	0.04	0.04	0.930093390153232	0.99962921764924	1
wdLC_k1_0.04_k2_0.04	270	0.733811315808325	0.702591256395835	0.746024255781591	0.777217489647015	0.941759908305403	0.909733863137888	0.86955415892637	0.04	0.04	0.930093390153232	0.99962921764924	1
wdLC_k1_0.04_k2_0.04	280	0.727528412352198	0.693372364443424	0.739320836818254	0.768966987552684	0.941020384735228	0.906214364979145	0.86955415892637	0.04	0.04	0.930093390153232	0.99962921764924	1
wdLC_k1_0.04_k2_0.04	290	0.735275543478929	0.696227967776894	0.748814266929247	0.775296848418797	0.944418216461633	0.910511872091636	0.86955415892637	0.04	0.04	0.930093390153232	0.99962921764924	1
