k1	k2	looseInDom	strictInDom	WebDivNMFInDom
0.2	0.44	0.489708949134101	0.597515758249907	0.525920430306965
0.2	0.52	0.431589446005984	0.533370411568409	0.46332189557637
0.2	0.6	0.379091486082147	0.472932888394512	0.404618380784568
0.2	0.68	0.31580379000816	0.398776418242492	0.335899100435871
0.2	0.76	0.253694804606039	0.326103077493511	0.269683761476398
0.24	0.04	0.706138362498867	0.824434556915091	0.7538718352963
0.24	0.12	0.63532505213528	0.754356692621431	0.681721227858666
0.24	0.2	0.570405295131018	0.686874304783092	0.614949457479366
0.24	0.28	0.510835071175991	0.623655913978495	0.551145321339145
0.24	0.36	0.453259588357965	0.556915090841676	0.487155708058982
0.24	0.44	0.400670958382446	0.49833147942158	0.431141611796346
0.24	0.52	0.345996917218243	0.433259176863181	0.370768802745062
0.24	0.6	0.292138906519177	0.371153133110864	0.311601595103404
0.24	0.68	0.236648834889836	0.303856136447905	0.249466753222665
0.24	0.76	0.180977423157131	0.234334445680386	0.19122693128072
0.28	0.04	0.641399945597969	0.760103819058213	0.685616247797459
0.28	0.12	0.5554447366035	0.669076751946607	0.597236390614857
0.28	0.2	0.493789101459788	0.603448275862069	0.53222665306501
0.28	0.28	0.433221506936259	0.53559510567297	0.467402392655105
0.28	0.36	0.376552724635053	0.472376714868372	0.406565890753965
0.28	0.44	0.324870795176353	0.408787541713014	0.350180840211444
0.28	0.52	0.273823556079427	0.350018539117538	0.294074005378837
0.28	0.6	0.22322966724091	0.288283277715981	0.237410739126403
0.28	0.68	0.173723819022577	0.225064886911383	0.183900584252991
0.32	0.04	0.574757457611751	0.688913607712273	0.61596958174905
0.32	0.12	0.483634055671412	0.591954022988506	0.520077900398776
0.32	0.2	0.415450176806601	0.518168335187245	0.44699990726143
0.32	0.28	0.354066551817935	0.444382647385984	0.383473986831123
0.32	0.36	0.305286064013056	0.388394512421209	0.328665491978114
0.32	0.44	0.255870885846405	0.328698553948832	0.275155337104702
0.32	0.52	0.206365037628071	0.264367816091954	0.220346842251693
0.32	0.6	0.159216610753468	0.205598813496478	0.169804321617361
0.36	0.04	0.506482908695258	0.616054875787913	0.542798850041732
0.36	0.12	0.411098014325868	0.510567296996663	0.442362978762867
0.36	0.2	0.343458155771149	0.433629959213941	0.370212371325234
0.36	0.28	0.295312358328044	0.377641824249166	0.319020680701104
0.36	0.36	0.242270378094116	0.308861698183167	0.25948251877956
0.36	0.44	0.188865717653459	0.242491657397108	0.203375683946954
0.36	0.52	0.149242905068456	0.193548387096774	0.159510340350552
0.4	0.04	0.441653821742678	0.542639970337412	0.473430399703237
0.4	0.12	0.343730165926195	0.435113088616982	0.370305109895205
0.4	0.2	0.285792002901442	0.365776789024842	0.308633960864324
0.4	0.28	0.23075528153051	0.299035965888024	0.249930446072522
0.4	0.36	0.177713301296582	0.231553578049685	0.191597885560605
0.4	0.44	0.13673043793635	0.17834631071561	0.147083371974404
