LCDomainDef	brnum	anno	N	LCdomainCellNum	prop_of_LCdomain_cells
srt_domain8426	Br5854	OPC	3	396	0.00757575757575758
srt_domain8426	Br5854L	Astro_FGFR3	157	1266	0.124012638230648
srt_domain8426	Br5854L	OPC	53	1266	0.0418641390205371
srt_domain8426	Br5854L	Astro_RYR3	77	1266	0.0608214849921011
srt_domain8426	Br5854L	Astro_SERPINA3	3	1266	0.0023696682464455
srt_domain8426	Br5854L	Mixed Neuropept.	77	1266	0.0608214849921011
srt_domain8426	Br5854L	LCNE	306	1266	0.241706161137441
srt_domain8426	Br5854L	Blood	28	1266	0.0221169036334913
srt_domain8426	Br5854L	Microglia	141	1266	0.111374407582938
srt_domain8426	Br5854L	DISCARD	215	1266	0.169826224328594
srt_domain8426	Br5854L	Endothelium	60	1266	0.04739336492891
srt_domain8426	Br5854L	Vasc. SMC	30	1266	0.023696682464455
srt_domain8426	Br5854L	Oligodendrocytes	93	1266	0.0734597156398104
srt_domain8426	Br5854L	Serotonergic	12	1266	0.00947867298578199
srt_domain8426	Br5854L	NK_and_T_cells	6	1266	0.004739336492891
srt_domain8426	Br5854L	Inhib_5HTR2A	6	1266	0.004739336492891
srt_domain8426	Br5854L	Ependyma	2	1266	0.00157977883096367
srt_domain8426	Br5941	Astro_FGFR3	195	1258	0.155007949125596
srt_domain8426	Br5941	Microglia	118	1258	0.0937996820349762
srt_domain8426	Br5941	Blood	38	1258	0.0302066772655008
srt_domain8426	Br5941	Astro_RYR3	61	1258	0.048489666136725
srt_domain8426	Br5941	Endothelium	93	1258	0.0739268680445151
srt_domain8426	Br5941	OPC	73	1258	0.0580286168521463
srt_domain8426	Br5941	Mixed Neuropept.	57	1258	0.0453100158982512
srt_domain8426	Br5941	Oligodendrocytes	81	1258	0.0643879173290938
srt_domain8426	Br5941	LCNE	472	1258	0.375198728139905
srt_domain8426	Br5941	Vasc. SMC	39	1258	0.0310015898251192
srt_domain8426	Br5941	DISCARD	21	1258	0.0166931637519873
srt_domain8426	Br5941	Astro_SERPINA3	3	1258	0.00238473767885533
srt_domain8426	Br5941	Inhib_5HTR2A	2	1258	0.00158982511923688
srt_domain8426	Br5941	NK_and_T_cells	5	1258	0.00397456279809221
srt_domain8426	Br6085	Astro_FGFR3	48	336	0.142857142857143
srt_domain8426	Br6085	Oligodendrocytes	21	336	0.0625
srt_domain8426	Br6085	DISCARD	9	336	0.0267857142857143
srt_domain8426	Br6085	Astro_RYR3	10	336	0.0297619047619048
srt_domain8426	Br6085	LCNE	116	336	0.345238095238095
srt_domain8426	Br6085	Endothelium	35	336	0.104166666666667
srt_domain8426	Br6085	Mixed Neuropept.	29	336	0.0863095238095238
srt_domain8426	Br6085	Blood	4	336	0.0119047619047619
srt_domain8426	Br6085	Microglia	25	336	0.0744047619047619
srt_domain8426	Br6085	Inhib_5HTR2A	7	336	0.0208333333333333
srt_domain8426	Br6085	Vasc. SMC	12	336	0.0357142857142857
srt_domain8426	Br6085	OPC	12	336	0.0357142857142857
srt_domain8426	Br6085	Serotonergic	1	336	0.00297619047619048
srt_domain8426	Br6085	NK_and_T_cells	7	336	0.0208333333333333
srt_domain8426	Br6098	LCNE	240	809	0.296662546353523
srt_domain8426	Br6098	Vasc. SMC	33	809	0.0407911001236094
srt_domain8426	Br6098	NK_and_T_cells	9	809	0.0111248454882571
srt_domain8426	Br6098	Endothelium	58	809	0.0716934487021014
srt_domain8426	Br6098	DISCARD	32	809	0.0395550061804697
srt_domain8426	Br6098	Mixed Neuropept.	58	809	0.0716934487021014
srt_domain8426	Br6098	Blood	17	809	0.0210135970333745
srt_domain8426	Br6098	Astro_FGFR3	88	809	0.108776266996292
srt_domain8426	Br6098	OPC	48	809	0.0593325092707046
srt_domain8426	Br6098	Oligodendrocytes	125	809	0.15451174289246
srt_domain8426	Br6098	Astro_RYR3	58	809	0.0716934487021014
srt_domain8426	Br6098	Inhib_5HTR2A	13	809	0.0160692212608158
srt_domain8426	Br6098	Microglia	28	809	0.034610630407911
srt_domain8426	Br6098	Serotonergic	2	809	0.00247218788627936
srt_domain8426	Br6119	Endothelium	23	387	0.0594315245478036
srt_domain8426	Br6119	OPC	14	387	0.0361757105943152
srt_domain8426	Br6119	LCNE	178	387	0.459948320413437
srt_domain8426	Br6119	Microglia	21	387	0.0542635658914729
srt_domain8426	Br6119	Vasc. SMC	10	387	0.0258397932816537
srt_domain8426	Br6119	Inhib_5HTR2A	2	387	0.00516795865633075
srt_domain8426	Br6119	Astro_FGFR3	42	387	0.108527131782946
srt_domain8426	Br6119	DISCARD	21	387	0.0542635658914729
srt_domain8426	Br6119	Oligodendrocytes	36	387	0.0930232558139535
srt_domain8426	Br6119	Mixed Neuropept.	16	387	0.041343669250646
srt_domain8426	Br6119	Astro_RYR3	11	387	0.0284237726098191
srt_domain8426	Br6119	Serotonergic	3	387	0.00775193798449612
srt_domain8426	Br6119	Blood	3	387	0.00775193798449612
srt_domain8426	Br6119	Ependyma	1	387	0.00258397932816537
srt_domain8426	Br6119	NK_and_T_cells	6	387	0.0155038759689922
srt_domain8426	Br6222	LCNE	378	1213	0.311624072547403
srt_domain8426	Br6222	DISCARD	69	1213	0.056883759274526
srt_domain8426	Br6222	Astro_FGFR3	160	1213	0.131904369332234
srt_domain8426	Br6222	Microglia	83	1213	0.0684253915910965
srt_domain8426	Br6222	Inhib_5HTR2A	15	1213	0.012366034624897
srt_domain8426	Br6222	Oligodendrocytes	121	1213	0.0997526793075021
srt_domain8426	Br6222	Astro_RYR3	61	1213	0.0502885408079143
srt_domain8426	Br6222	Mixed Neuropept.	106	1213	0.0873866446826051
srt_domain8426	Br6222	OPC	52	1213	0.0428689200329761
srt_domain8426	Br6222	Endothelium	88	1213	0.0725474031327288
srt_domain8426	Br6222	Vasc. SMC	36	1213	0.0296784830997527
srt_domain8426	Br6222	NK_and_T_cells	7	1213	0.00577081615828524
srt_domain8426	Br6222	Serotonergic	13	1213	0.010717230008244
srt_domain8426	Br6222	Astro_SERPINA3	1	1213	0.000824402308326463
srt_domain8426	Br6222	Blood	21	1213	0.0173124484748557
srt_domain8426	Br6222	Ependyma	2	1213	0.00164880461665293
srt_domain8426	Br6263	Blood	75	2290	0.0327510917030568
srt_domain8426	Br6263	Astro_FGFR3	256	2290	0.1117903930131
srt_domain8426	Br6263	Microglia	117	2290	0.0510917030567686
srt_domain8426	Br6263	LCNE	916	2290	0.4
srt_domain8426	Br6263	NK_and_T_cells	20	2290	0.00873362445414847
srt_domain8426	Br6263	OPC	131	2290	0.0572052401746725
srt_domain8426	Br6263	Endothelium	185	2290	0.0807860262008734
srt_domain8426	Br6263	Vasc. SMC	78	2290	0.034061135371179
srt_domain8426	Br6263	Mixed Neuropept.	104	2290	0.0454148471615721
srt_domain8426	Br6263	Astro_RYR3	86	2290	0.0375545851528384
srt_domain8426	Br6263	Oligodendrocytes	258	2290	0.112663755458515
srt_domain8426	Br6263	Ependyma	3	2290	0.00131004366812227
srt_domain8426	Br6263	DISCARD	47	2290	0.0205240174672489
srt_domain8426	Br6263	Serotonergic	9	2290	0.00393013100436681
srt_domain8426	Br6263	Inhib_5HTR2A	5	2290	0.00218340611353712
srt_domain8426	Br6297	Oligodendrocytes	179	1397	0.128131710808876
srt_domain8426	Br6297	Astro_RYR3	71	1397	0.050823192555476
srt_domain8426	Br6297	Endothelium	150	1397	0.107372942018611
srt_domain8426	Br6297	Mixed Neuropept.	53	1397	0.0379384395132427
srt_domain8426	Br6297	LCNE	482	1397	0.345025053686471
srt_domain8426	Br6297	Astro_FGFR3	232	1397	0.166070150322119
srt_domain8426	Br6297	Vasc. SMC	54	1397	0.0386542591267001
srt_domain8426	Br6297	OPC	75	1397	0.0536864710093057
srt_domain8426	Br6297	DISCARD	35	1397	0.0250536864710093
srt_domain8426	Br6297	Microglia	31	1397	0.0221904080171797
srt_domain8426	Br6297	Blood	24	1397	0.0171796707229778
srt_domain8426	Br6297	Inhib_5HTR2A	5	1397	0.00357909806728704
srt_domain8426	Br6297	NK_and_T_cells	6	1397	0.00429491768074445
srt_domain8426	Br6423	Mixed Neuropept.	83	1174	0.0706984667802385
srt_domain8426	Br6423	LCNE	438	1174	0.373083475298126
srt_domain8426	Br6423	OPC	61	1174	0.0519591141396934
srt_domain8426	Br6423	Endothelium	94	1174	0.0800681431005111
srt_domain8426	Br6423	Astro_FGFR3	168	1174	0.143100511073254
srt_domain8426	Br6423	Blood	19	1174	0.0161839863713799
srt_domain8426	Br6423	NK_and_T_cells	14	1174	0.0119250425894378
srt_domain8426	Br6423	Vasc. SMC	44	1174	0.0374787052810903
srt_domain8426	Br6423	Microglia	80	1174	0.0681431005110733
srt_domain8426	Br6423	DISCARD	40	1174	0.0340715502555366
srt_domain8426	Br6423	Astro_RYR3	47	1174	0.0400340715502555
srt_domain8426	Br6423	Oligodendrocytes	73	1174	0.0621805792163544
srt_domain8426	Br6423	Inhib_5HTR2A	4	1174	0.00340715502555366
srt_domain8426	Br6423	Serotonergic	9	1174	0.00766609880749574
srt_domain8426	Br6476	Astro_RYR3	73	1559	0.0468248877485568
srt_domain8426	Br6476	Microglia	130	1559	0.0833867864015394
srt_domain8426	Br6476	Oligodendrocytes	141	1559	0.0904425914047466
srt_domain8426	Br6476	Mixed Neuropept.	82	1559	0.0525978191148172
srt_domain8426	Br6476	DISCARD	31	1559	0.0198845413726748
srt_domain8426	Br6476	Astro_FGFR3	208	1559	0.133418858242463
srt_domain8426	Br6476	LCNE	575	1559	0.368826170622194
srt_domain8426	Br6476	OPC	86	1559	0.0551635663887107
srt_domain8426	Br6476	Endothelium	131	1559	0.0840282232200128
srt_domain8426	Br6476	Vasc. SMC	68	1559	0.0436177036561899
srt_domain8426	Br6476	NK_and_T_cells	7	1559	0.00449005772931366
srt_domain8426	Br6476	Blood	20	1559	0.0128287363694676
srt_domain8426	Br6476	Inhib_5HTR2A	5	1559	0.0032071840923669
srt_domain8426	Br6476	Astro_SERPINA3	1	1559	0.00064143681847338
srt_domain8426	Br6476	Serotonergic	1	1559	0.00064143681847338
srt_domain8426	Br6538	Astro_FGFR3	245	1388	0.176512968299712
srt_domain8426	Br6538	OPC	63	1388	0.0453890489913545
srt_domain8426	Br6538	Astro_RYR3	30	1388	0.0216138328530259
srt_domain8426	Br6538	LCNE	592	1388	0.426512968299712
srt_domain8426	Br6538	Mixed Neuropept.	56	1388	0.0403458213256484
srt_domain8426	Br6538	Endothelium	94	1388	0.0677233429394813
srt_domain8426	Br6538	Oligodendrocytes	65	1388	0.0468299711815562
srt_domain8426	Br6538	Vasc. SMC	58	1388	0.0417867435158501
srt_domain8426	Br6538	NK_and_T_cells	13	1388	0.00936599423631124
srt_domain8426	Br6538	Microglia	76	1388	0.0547550432276657
srt_domain8426	Br6538	DISCARD	18	1388	0.0129682997118156
srt_domain8426	Br6538	Blood	71	1388	0.0511527377521614
srt_domain8426	Br6538	Inhib_5HTR2A	3	1388	0.00216138328530259
srt_domain8426	Br6538	Astro_SERPINA3	3	1388	0.00216138328530259
srt_domain8426	Br6538	Serotonergic	1	1388	0.000720461095100865
srt_domain12199	Br0942	Astro_FGFR3	316	2227	0.141894925909295
srt_domain12199	Br0942	LCNE	797	2227	0.357880556802874
srt_domain12199	Br0942	Microglia	176	2227	0.0790300853165694
srt_domain12199	Br0942	Endothelium	202	2227	0.0907049842837899
srt_domain12199	Br0942	Oligodendrocytes	192	2227	0.0862146385271666
srt_domain12199	Br0942	OPC	89	2227	0.039964077233947
srt_domain12199	Br0942	Mixed Neuropept.	128	2227	0.0574764256847777
srt_domain12199	Br0942	Astro_RYR3	105	2227	0.0471486304445442
srt_domain12199	Br0942	NK_and_T_cells	13	2227	0.00583744948361024
srt_domain12199	Br0942	Vasc. SMC	89	2227	0.039964077233947
srt_domain12199	Br0942	DISCARD	32	2227	0.0143691064211944
srt_domain12199	Br0942	Blood	81	2227	0.0363718006286484
srt_domain12199	Br0942	Astro_SERPINA3	1	2227	0.000449034575662326
srt_domain12199	Br0942	Inhib_5HTR2A	6	2227	0.00269420745397396
srt_domain12199	Br0946	Microglia	134	1744	0.0768348623853211
srt_domain12199	Br0946	Mixed Neuropept.	95	1744	0.0544724770642202
srt_domain12199	Br0946	Oligodendrocytes	198	1744	0.113532110091743
srt_domain12199	Br0946	OPC	85	1744	0.0487385321100917
srt_domain12199	Br0946	LCNE	650	1744	0.372706422018349
srt_domain12199	Br0946	Astro_RYR3	84	1744	0.0481651376146789
srt_domain12199	Br0946	Endothelium	149	1744	0.0854357798165138
srt_domain12199	Br0946	DISCARD	36	1744	0.0206422018348624
srt_domain12199	Br0946	Astro_FGFR3	204	1744	0.11697247706422
srt_domain12199	Br0946	Blood	36	1744	0.0206422018348624
srt_domain12199	Br0946	NK_and_T_cells	8	1744	0.00458715596330275
srt_domain12199	Br0946	Vasc. SMC	52	1744	0.0298165137614679
srt_domain12199	Br0946	Ependyma	10	1744	0.00573394495412844
srt_domain12199	Br0946	Astro_SERPINA3	1	1744	0.000573394495412844
srt_domain12199	Br0946	Inhib_5HTR2A	2	1744	0.00114678899082569
srt_domain12199	Br1039	Oligodendrocytes	179	1214	0.147446457990115
srt_domain12199	Br1039	Astro_RYR3	77	1214	0.0634266886326194
srt_domain12199	Br1039	Endothelium	154	1214	0.126853377265239
srt_domain12199	Br1039	Astro_FGFR3	211	1214	0.173805601317957
srt_domain12199	Br1039	LCNE	378	1214	0.311367380560132
srt_domain12199	Br1039	DISCARD	21	1214	0.0172981878088962
srt_domain12199	Br1039	Mixed Neuropept.	49	1214	0.0403624382207578
srt_domain12199	Br1039	OPC	41	1214	0.0337726523887974
srt_domain12199	Br1039	Blood	35	1214	0.028830313014827
srt_domain12199	Br1039	Vasc. SMC	21	1214	0.0172981878088962
srt_domain12199	Br1039	Microglia	28	1214	0.0230642504118616
srt_domain12199	Br1039	NK_and_T_cells	10	1214	0.00823723228995058
srt_domain12199	Br1039	Astro_SERPINA3	2	1214	0.00164744645799012
srt_domain12199	Br1039	Serotonergic	7	1214	0.0057660626029654
srt_domain12199	Br1039	Ependyma	1	1214	0.000823723228995058
srt_domain12199	Br1039L	Oligodendrocytes	289	2138	0.135173058933583
srt_domain12199	Br1039L	Astro_RYR3	154	2138	0.0720299345182413
srt_domain12199	Br1039L	OPC	90	2138	0.0420954162768943
srt_domain12199	Br1039L	Endothelium	187	2138	0.0874649204864359
srt_domain12199	Br1039L	Mixed Neuropept.	88	2138	0.0411599625818522
srt_domain12199	Br1039L	DISCARD	48	2138	0.0224508886810103
srt_domain12199	Br1039L	LCNE	776	2138	0.362956033676333
srt_domain12199	Br1039L	Astro_FGFR3	255	2138	0.119270346117867
srt_domain12199	Br1039L	Microglia	102	2138	0.0477081384471469
srt_domain12199	Br1039L	Vasc. SMC	51	2138	0.0238540692235734
srt_domain12199	Br1039L	Serotonergic	6	2138	0.00280636108512629
srt_domain12199	Br1039L	Blood	65	2138	0.0304022450888681
srt_domain12199	Br1039L	NK_and_T_cells	22	2138	0.0102899906454631
srt_domain12199	Br1039L	Inhib_5HTR2A	2	2138	0.000935453695042095
srt_domain12199	Br1039L	Astro_SERPINA3	2	2138	0.000935453695042095
srt_domain12199	Br1039L	Ependyma	1	2138	0.000467726847521048
srt_domain12199	Br1105	LCNE	681	1483	0.459204315576534
srt_domain12199	Br1105	Astro_FGFR3	228	1483	0.153742414025624
srt_domain12199	Br1105	Endothelium	126	1483	0.0849629130141605
srt_domain12199	Br1105	Mixed Neuropept.	67	1483	0.0451786918408631
srt_domain12199	Br1105	Vasc. SMC	54	1483	0.0364126770060688
srt_domain12199	Br1105	DISCARD	18	1483	0.0121375590020229
srt_domain12199	Br1105	OPC	56	1483	0.0377612946729602
srt_domain12199	Br1105	NK_and_T_cells	16	1483	0.0107889413351315
srt_domain12199	Br1105	Astro_RYR3	40	1483	0.0269723533378287
srt_domain12199	Br1105	Blood	23	1483	0.0155091031692515
srt_domain12199	Br1105	Oligodendrocytes	113	1483	0.0761968981793662
srt_domain12199	Br1105	Microglia	53	1483	0.0357383681726231
srt_domain12199	Br1105	Inhib_5HTR2A	4	1483	0.00269723533378287
srt_domain12199	Br1105	Ependyma	1	1483	0.000674308833445718
srt_domain12199	Br1105	Serotonergic	3	1483	0.00202292650033715
srt_domain12199	Br1285	Astro_RYR3	48	1057	0.0454115421002838
srt_domain12199	Br1285	Oligodendrocytes	61	1057	0.0577105014191107
srt_domain12199	Br1285	OPC	63	1057	0.0596026490066225
srt_domain12199	Br1285	Endothelium	106	1057	0.100283822138127
srt_domain12199	Br1285	Vasc. SMC	28	1057	0.0264900662251656
srt_domain12199	Br1285	LCNE	388	1057	0.367076631977294
srt_domain12199	Br1285	Mixed Neuropept.	56	1057	0.0529801324503311
srt_domain12199	Br1285	Inhib_5HTR2A	6	1057	0.00567644276253548
srt_domain12199	Br1285	Microglia	108	1057	0.102175969725639
srt_domain12199	Br1285	Astro_FGFR3	156	1057	0.147587511825922
srt_domain12199	Br1285	DISCARD	16	1057	0.0151371807000946
srt_domain12199	Br1285	Serotonergic	3	1057	0.00283822138126774
srt_domain12199	Br1285	NK_and_T_cells	5	1057	0.00473036896877956
srt_domain12199	Br1285	Blood	13	1057	0.0122989593188269
srt_domain12199	Br1556	DISCARD	16	252	0.0634920634920635
srt_domain12199	Br1556	Mixed Neuropept.	28	252	0.111111111111111
srt_domain12199	Br1556	LCNE	64	252	0.253968253968254
srt_domain12199	Br1556	OPC	12	252	0.0476190476190476
srt_domain12199	Br1556	Microglia	20	252	0.0793650793650794
srt_domain12199	Br1556	Vasc. SMC	10	252	0.0396825396825397
srt_domain12199	Br1556	Astro_FGFR3	33	252	0.130952380952381
srt_domain12199	Br1556	Astro_RYR3	16	252	0.0634920634920635
srt_domain12199	Br1556	Oligodendrocytes	21	252	0.0833333333333333
srt_domain12199	Br1556	Blood	7	252	0.0277777777777778
srt_domain12199	Br1556	Endothelium	23	252	0.0912698412698413
srt_domain12199	Br1556	Inhib_5HTR2A	2	252	0.00793650793650794
srt_domain12199	Br1691L	DISCARD	32	547	0.0585009140767825
srt_domain12199	Br1691L	Astro_FGFR3	67	547	0.122486288848263
srt_domain12199	Br1691L	Mixed Neuropept.	48	547	0.0877513711151737
srt_domain12199	Br1691L	Oligodendrocytes	53	547	0.0968921389396709
srt_domain12199	Br1691L	Endothelium	49	547	0.0895795246800731
srt_domain12199	Br1691L	LCNE	183	547	0.3345521023766
srt_domain12199	Br1691L	OPC	37	547	0.0676416819012797
srt_domain12199	Br1691L	Astro_RYR3	29	547	0.0530164533820841
srt_domain12199	Br1691L	Microglia	7	547	0.0127970749542962
srt_domain12199	Br1691L	Vasc. SMC	21	547	0.0383912248628885
srt_domain12199	Br1691L	NK_and_T_cells	1	547	0.00182815356489945
srt_domain12199	Br1691L	Blood	12	547	0.0219378427787934
srt_domain12199	Br1691L	Inhib_5HTR2A	5	547	0.00914076782449726
srt_domain12199	Br1691L	Serotonergic	3	547	0.00548446069469835
srt_domain12199	Br1706	LCNE	583	1349	0.432171979243884
srt_domain12199	Br1706	Microglia	121	1349	0.0896960711638251
srt_domain12199	Br1706	Astro_RYR3	35	1349	0.0259451445515197
srt_domain12199	Br1706	Oligodendrocytes	81	1349	0.0600444773906598
srt_domain12199	Br1706	Astro_FGFR3	180	1349	0.133432171979244
srt_domain12199	Br1706	Endothelium	89	1349	0.0659747961452928
srt_domain12199	Br1706	OPC	64	1349	0.0474425500370645
srt_domain12199	Br1706	DISCARD	22	1349	0.0163083765752409
srt_domain12199	Br1706	Vasc. SMC	41	1349	0.0303928836174944
srt_domain12199	Br1706	Blood	73	1349	0.0541141586360267
srt_domain12199	Br1706	Mixed Neuropept.	37	1349	0.0274277242401779
srt_domain12199	Br1706	NK_and_T_cells	14	1349	0.0103780578206079
srt_domain12199	Br1706	Inhib_5HTR2A	3	1349	0.0022238695329874
srt_domain12199	Br1706	Astro_SERPINA3	2	1349	0.00148257968865827
srt_domain12199	Br1706	Ependyma	1	1349	0.000741289844329133
srt_domain12199	Br1706	Serotonergic	3	1349	0.0022238695329874
srt_domain12199	Br1884	Oligodendrocytes	91	1502	0.0605858854860186
srt_domain12199	Br1884	OPC	94	1502	0.0625832223701731
srt_domain12199	Br1884	Microglia	88	1502	0.0585885486018642
srt_domain12199	Br1884	Mixed Neuropept.	84	1502	0.0559254327563249
srt_domain12199	Br1884	LCNE	601	1502	0.400133155792277
srt_domain12199	Br1884	DISCARD	64	1502	0.0426098535286285
srt_domain12199	Br1884	Vasc. SMC	43	1502	0.0286284953395473
srt_domain12199	Br1884	Astro_RYR3	63	1502	0.0419440745672437
srt_domain12199	Br1884	Endothelium	154	1502	0.102529960053262
srt_domain12199	Br1884	Astro_FGFR3	161	1502	0.107190412782956
srt_domain12199	Br1884	Blood	43	1502	0.0286284953395473
srt_domain12199	Br1884	Serotonergic	7	1502	0.00466045272969374
srt_domain12199	Br1884	NK_and_T_cells	6	1502	0.00399467376830892
srt_domain12199	Br1884	Ependyma	1	1502	0.00066577896138482
srt_domain12199	Br1884	Inhib_5HTR2A	2	1502	0.00133155792276964
srt_domain12199	Br2305	Oligodendrocytes	23	97	0.237113402061856
srt_domain12199	Br2305	Vasc. SMC	4	97	0.0412371134020619
srt_domain12199	Br2305	NK_and_T_cells	1	97	0.0103092783505155
srt_domain12199	Br2305	OPC	5	97	0.0515463917525773
srt_domain12199	Br2305	LCNE	24	97	0.247422680412371
srt_domain12199	Br2305	Astro_RYR3	2	97	0.0206185567010309
srt_domain12199	Br2305	Microglia	5	97	0.0515463917525773
srt_domain12199	Br2305	DISCARD	6	97	0.0618556701030928
srt_domain12199	Br2305	Endothelium	8	97	0.0824742268041237
srt_domain12199	Br2305	Mixed Neuropept.	12	97	0.123711340206186
srt_domain12199	Br2305	Astro_FGFR3	7	97	0.0721649484536082
srt_domain12199	Br2305L	Oligodendrocytes	47	297	0.158249158249158
srt_domain12199	Br2305L	OPC	12	297	0.0404040404040404
srt_domain12199	Br2305L	Blood	13	297	0.0437710437710438
srt_domain12199	Br2305L	LCNE	103	297	0.346801346801347
srt_domain12199	Br2305L	Vasc. SMC	8	297	0.0269360269360269
srt_domain12199	Br2305L	Endothelium	23	297	0.0774410774410774
srt_domain12199	Br2305L	Astro_RYR3	14	297	0.0471380471380471
srt_domain12199	Br2305L	DISCARD	11	297	0.037037037037037
srt_domain12199	Br2305L	Microglia	12	297	0.0404040404040404
srt_domain12199	Br2305L	Astro_FGFR3	27	297	0.0909090909090909
srt_domain12199	Br2305L	Mixed Neuropept.	21	297	0.0707070707070707
srt_domain12199	Br2305L	Inhib_5HTR2A	5	297	0.0168350168350168
srt_domain12199	Br2305L	NK_and_T_cells	1	297	0.00336700336700337
srt_domain12199	Br2582	Astro_FGFR3	121	929	0.130247578040904
srt_domain12199	Br2582	Endothelium	74	929	0.0796555435952637
srt_domain12199	Br2582	LCNE	373	929	0.401506996770721
srt_domain12199	Br2582	Vasc. SMC	19	929	0.0204520990312164
srt_domain12199	Br2582	NK_and_T_cells	7	929	0.00753498385360603
srt_domain12199	Br2582	Oligodendrocytes	70	929	0.0753498385360603
srt_domain12199	Br2582	Mixed Neuropept.	35	929	0.0376749192680301
srt_domain12199	Br2582	Microglia	120	929	0.129171151776103
srt_domain12199	Br2582	DISCARD	25	929	0.0269106566200215
srt_domain12199	Br2582	Blood	22	929	0.0236813778256189
srt_domain12199	Br2582	OPC	35	929	0.0376749192680301
srt_domain12199	Br2582	Astro_RYR3	20	929	0.0215285252960172
srt_domain12199	Br2582	Astro_SERPINA3	1	929	0.00107642626480086
srt_domain12199	Br2582	Inhib_5HTR2A	1	929	0.00107642626480086
srt_domain12199	Br2582	Serotonergic	6	929	0.00645855758880517
srt_domain12199	Br3974	Blood	75	3197	0.0234594932749453
srt_domain12199	Br3974	Endothelium	275	3197	0.0860181420081326
srt_domain12199	Br3974	Mixed Neuropept.	96	3197	0.0300281513919299
srt_domain12199	Br3974	LCNE	1176	3197	0.367844854551142
srt_domain12199	Br3974	Vasc. SMC	95	3197	0.029715358148264
srt_domain12199	Br3974	Microglia	191	3197	0.0597435095401939
srt_domain12199	Br3974	Astro_FGFR3	387	3197	0.121050985298718
srt_domain12199	Br3974	OPC	150	3197	0.0469189865498905
srt_domain12199	Br3974	DISCARD	73	3197	0.0228339067876134
srt_domain12199	Br3974	Astro_RYR3	200	3197	0.0625586487331874
srt_domain12199	Br3974	NK_and_T_cells	23	3197	0.00719424460431655
srt_domain12199	Br3974	Oligodendrocytes	416	3197	0.13012198936503
srt_domain12199	Br3974	Inhib_5HTR2A	3	3197	0.00093837973099781
srt_domain12199	Br3974	Astro_SERPINA3	37	3197	0.0115733500156397
srt_domain12199	Br5367	Astro_FGFR3	156	1418	0.110014104372355
srt_domain12199	Br5367	LCNE	394	1418	0.277856135401975
srt_domain12199	Br5367	DISCARD	59	1418	0.041607898448519
srt_domain12199	Br5367	Endothelium	107	1418	0.0754583921015515
srt_domain12199	Br5367	Mixed Neuropept.	156	1418	0.110014104372355
srt_domain12199	Br5367	Oligodendrocytes	172	1418	0.1212976022567
srt_domain12199	Br5367	Microglia	97	1418	0.0684062059238364
srt_domain12199	Br5367	Astro_RYR3	83	1418	0.0585331452750353
srt_domain12199	Br5367	Inhib_5HTR2A	12	1418	0.00846262341325811
srt_domain12199	Br5367	OPC	72	1418	0.0507757404795487
srt_domain12199	Br5367	Vasc. SMC	47	1418	0.0331452750352609
srt_domain12199	Br5367	NK_and_T_cells	8	1418	0.00564174894217207
srt_domain12199	Br5367	Blood	47	1418	0.0331452750352609
srt_domain12199	Br5367	Serotonergic	8	1418	0.00564174894217207
srt_domain12199	Br5368	Astro_FGFR3	86	747	0.115127175368139
srt_domain12199	Br5368	LCNE	273	747	0.365461847389558
srt_domain12199	Br5368	Mixed Neuropept.	77	747	0.103078982597055
srt_domain12199	Br5368	Microglia	63	747	0.0843373493975904
srt_domain12199	Br5368	Vasc. SMC	24	747	0.0321285140562249
srt_domain12199	Br5368	DISCARD	19	747	0.0254350736278447
srt_domain12199	Br5368	Oligodendrocytes	63	747	0.0843373493975904
srt_domain12199	Br5368	Inhib_5HTR2A	8	747	0.0107095046854083
srt_domain12199	Br5368	Endothelium	46	747	0.0615796519410977
srt_domain12199	Br5368	Blood	17	747	0.0227576974564926
srt_domain12199	Br5368	OPC	35	747	0.0468540829986613
srt_domain12199	Br5368	Astro_RYR3	31	747	0.0414993306559572
srt_domain12199	Br5368	NK_and_T_cells	3	747	0.00401606425702811
srt_domain12199	Br5368	Serotonergic	2	747	0.00267737617135208
srt_domain12199	Br5415	LCNE	214	628	0.340764331210191
srt_domain12199	Br5415	Astro_FGFR3	64	628	0.101910828025478
srt_domain12199	Br5415	Microglia	45	628	0.071656050955414
srt_domain12199	Br5415	Endothelium	59	628	0.0939490445859873
srt_domain12199	Br5415	OPC	24	628	0.0382165605095541
srt_domain12199	Br5415	Inhib_5HTR2A	4	628	0.00636942675159236
srt_domain12199	Br5415	Mixed Neuropept.	72	628	0.114649681528662
srt_domain12199	Br5415	DISCARD	26	628	0.0414012738853503
srt_domain12199	Br5415	Vasc. SMC	18	628	0.0286624203821656
srt_domain12199	Br5415	Astro_RYR3	35	628	0.0557324840764331
srt_domain12199	Br5415	NK_and_T_cells	3	628	0.00477707006369427
srt_domain12199	Br5415	Blood	14	628	0.0222929936305732
srt_domain12199	Br5415	Oligodendrocytes	50	628	0.0796178343949045
srt_domain12199	Br5426	LCNE	739	2139	0.345488546049556
srt_domain12199	Br5426	Astro_RYR3	149	2139	0.069658719027583
srt_domain12199	Br5426	DISCARD	61	2139	0.0285179990649836
srt_domain12199	Br5426	Mixed Neuropept.	136	2139	0.0635811126694717
