domainDef	Ntopdommks	LFF_Xenium_loose	LFF_Xenium_strict	LFF_Visium	k1	k2	looseInDom	strictInDom
LC_k1_0.05_k2_0.04	10	0.36969696969697	-0.212121212121212	0.393939393939394	0.05	0.04	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.04	20	0.742857142857143	0.604511278195489	0.679699248120301	0.05	0.04	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.04	30	0.821134593993326	0.785984427141268	0.747274749721913	0.05	0.04	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.04	40	0.842776735459663	0.797373358348968	0.792120075046905	0.05	0.04	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.04	50	0.841536614645858	0.801200480192077	0.790252100840336	0.05	0.04	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.04	60	0.855181994998611	0.816282300639067	0.823951097527091	0.05	0.04	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.04	70	0.873011984953197	0.843093342664684	0.873221940337678	0.05	0.04	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.04	80	0.868330989217065	0.847398030942335	0.873159868729489	0.05	0.04	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.04	90	0.883475326171955	0.868461126888093	0.891262295756678	0.05	0.04	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.04	100	0.866738673867387	0.857293729372937	0.907734773477348	0.05	0.04	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.04	110	0.875671167414287	0.869440750174695	0.921889863174267	0.05	0.04	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.04	120	0.883061323703035	0.875442739079103	0.932641155635808	0.05	0.04	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.04	130	0.892599926258723	0.885995985197121	0.931906758251512	0.05	0.04	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.04	140	0.89001771227395	0.882849708075485	0.932024228641403	0.05	0.04	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.04	150	0.899238188363927	0.89098893284146	0.924163740610694	0.05	0.04	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.04	160	0.892529005039259	0.879057775694363	0.918196999882808	0.05	0.04	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.04	170	0.892247848999457	0.880237663424137	0.91352031313927	0.05	0.04	0.719473907509546	0.842987249544627
LC_k1_0.05_k2_0.04	180	0.884601376585697	0.874551683693941	0.910787369980555	0.05	0.04	0.719473907509546	0.842987249544627
