contrast	VisFDR05_tested	XenP05sig	XenP05sig_concord	reprate	discordrate
ACHE_SERT_Npep_E2YRI_vs_E2CEU	23	2			
ACHE_SERT_Npep_E4CEU_vs_E2CEU	26	4	2	0.0769230769230769	0.5
ACHE_SERT_Npep_E4YRI_vs_E2YRI	50	5	5	0.1	0
ACHE_SERT_Npep_E4YRI_vs_E4CEU	8	1	1	0.125	0
ACHE_SERT_Npep_E4vE2	10	1	1	0.1	0
ACHE_SERT_Npep_Sex	57	26	19	0.333333333333333	0.269230769230769
Astro_E2YRI_vs_E2CEU	20				
Astro_E4CEU_vs_E2CEU	53	3	3	0.0566037735849057	0
Astro_E4YRI_vs_E2YRI	39	1	1	0.0256410256410256	0
Astro_E4YRI_vs_E4CEU	34	2	2	0.0588235294117647	0
Astro_E4vE2	17				
Astro_Sex	69	43	42	0.608695652173913	0.0232558139534884
LC_E2YRI_vs_E2CEU	7	1	1	0.142857142857143	0
LC_E4CEU_vs_E2CEU	21	4	4	0.19047619047619	0
LC_E4YRI_vs_E2YRI	13				
LC_E4YRI_vs_E4CEU	15	2	2	0.133333333333333	0
LC_E4vE2	26	2	2	0.0769230769230769	0
LC_Sex	57	20	19	0.333333333333333	0.05
Oligo_Astro_E2YRI_vs_E2CEU	25	7	6	0.24	0.142857142857143
Oligo_Astro_E4CEU_vs_E2CEU	49	13	12	0.244897959183673	0.0769230769230769
Oligo_Astro_E4YRI_vs_E2YRI	29	3	2	0.0689655172413793	0.333333333333333
Oligo_Astro_E4YRI_vs_E4CEU	38	6	4	0.105263157894737	0.333333333333333
Oligo_Astro_E4vE2	26	4	3	0.115384615384615	0.25
Oligo_Astro_Sex	50	27	20	0.4	0.259259259259259
