rn	LCloose	LCstrict	gained_or_altered_byNMseg_and_LCstrict	gained_or_altered_byNMseg_and_LCloose
Br6098_mchldfpg-1	No	No	No	No
Br6098_mchlmlbm-1	No	No	No	No
Br6098_mchmcnma-1	No	No	No	No
Br6098_mchncffd-1	No	No	No	No
Br6098_mchonnij-1	No	No	No	No
Br6098_mcigdgfa-1	No	No	No	No
Br6098_mcjfjcdm-1	No	No	No	No
Br6098_mcjfjigi-1	No	No	No	No
Br6098_mcjimkko-1	No	No	No	No
Br6098_mckelhlk-1	No	No	No	No
Br6098_mckimnbe-1	No	No	No	No
Br6098_mckjfhln-1	No	No	No	No
Br6098_mcklbkng-1	No	No	No	No
Br6098_mckmdibo-1	No	No	No	No
Br6098_mclgibdj-1	No	No	No	No
Br6098_mcljaheh-1	No	No	No	No
Br6098_mcllchnm-1	No	No	No	No
Br6098_mcllkoej-1	No	No	No	No
Br6098_mclmaacg-1	No	No	No	No
Br6098_mclmcooh-1	No	No	No	No
Br6098_mclnehcn-1	No	No	No	No
Br6098_mcmdkgnn-1	No	No	No	No
Br6098_mcmpdhmh-1	No	No	No	No
Br6098_mcnibmlb-1	No	No	No	No
Br6098_mcnjfhom-1	No	No	No	No
Br6098_mcnkgccp-1	No	No	No	No
Br6098_mcolejko-1	No	No	No	No
Br6098_mcomlmad-1	No	No	No	No
Br6098_mcpjcfla-1	No	No	No	No
Br6098_mcpmdooe-1	No	No	No	No
Br6098_mdajakcl-1	No	No	No	No
Br6098_mdakgpad-1	No	No	No	No
Br6098_mdbbhadj-1	No	No	No	No
Br6098_mdbdeogg-1	No	No	No	No
Br6098_mdbjhnnd-1	No	No	No	No
Br6098_mdcbafoe-1	No	No	No	No
Br6098_mdcdlipi-1	No	No	No	No
Br6098_mdcgljie-1	No	No	No	No
Br6098_mdcoachf-1	No	No	No	No
Br6098_mddilgab-1	No	No	No	No
Br6098_mddlejjd-1	No	No	No	No
Br6098_mdebkcmp-1	No	No	No	No
Br6098_mdedhpla-1	No	No	No	No
Br6098_mdefbbmc-1	No	No	No	No
Br6098_mdefbopb-1	No	No	No	No
Br6098_mdemihoh-1	No	No	No	No
Br6098_mdendjca-1	No	No	No	No
Br6098_mdepahcd-1	No	No	No	No
Br6098_mdepmhpl-1	No	No	No	No
Br6098_mdfkjnko-1	No	No	No	No
Br6098_mdfnmbam-1	No	No	No	No
Br6098_mdgaddjm-1	No	No	No	No
Br6098_mdgcnhon-1	No	No	No	No
Br6098_mdgdgpgp-1	No	No	No	No
Br6098_mdgkkjni-1	No	No	No	No
Br6098_mdgmnlje-1	No	No	No	No
Br6098_mdhbedfp-1	No	No	No	No
Br6098_mdhcnglo-1	No	No	No	No
Br6098_mdhlgbmp-1	No	No	No	No
Br6098_mdicfffj-1	No	No	No	No
Br6098_mdifedom-1	No	No	No	No
Br6098_mdimmoeh-1	No	No	No	No
Br6098_mdjhlino-1	No	No	No	No
Br6098_mdjippha-1	No	No	No	No
Br6098_mdjjikng-1	No	No	No	No
Br6098_mdkdpdpc-1	No	No	No	No
Br6098_mdkeddlo-1	No	No	No	No
Br6098_mdkkdhfm-1	No	No	No	No
Br6098_mdkkklmf-1	No	No	No	No
Br6098_mdlaflbb-1	No	No	No	No
Br6098_mdldggaf-1	No	No	No	No
Br6098_mdlkcknh-1	No	No	No	No
Br6098_mdmfjeii-1	No	No	No	No
Br6098_mdnbmbec-1	No	No	No	No
Br6098_mdnenmib-1	No	No	No	No
Br6098_mdnfcpii-1	No	No	No	No
Br6098_mdnhaifg-1	No	No	No	No
Br6098_mdnjiibe-1	No	No	No	No
Br6098_mdnkejfg-1	No	No	No	No
Br6098_mdoedpph-1	No	No	No	No
Br6098_mdohbhke-1	No	No	No	No
Br6098_mdoocgno-1	No	No	No	No
Br6098_mdpahlkc-1	No	No	No	No
Br6098_mdpmmbfo-1	No	No	No	No
Br6098_meaeeoeb-1	No	No	No	No
Br6098_meahcjdm-1	No	No	No	No
Br6098_meahcmen-1	No	No	No	No
Br6098_meakllhc-1	No	No	No	No
Br6098_meaocbii-1	No	No	No	No
Br6098_mebfmppl-1	No	No	No	No
Br6098_mebhinod-1	No	No	No	No
Br6098_mebjmmbe-1	No	No	No	No
Br6098_mebpkelb-1	No	No	No	No
Br6098_mecoennn-1	No	No	No	No
Br6098_meddlilk-1	No	No	No	No
Br6098_medelmgm-1	No	No	No	No
Br6098_mednjpjl-1	No	No	No	No
Br6098_medooigk-1	No	No	No	No
Br6098_meebflgn-1	No	No	No	No
Br6098_meebjphd-1	No	No	No	No
Br6098_meecmlim-1	No	No	No	No
Br6098_meeggkfm-1	No	No	No	No
Br6098_meegjafh-1	No	No	No	No
Br6098_meeiepgd-1	No	No	No	No
Br6098_meeldiel-1	No	No	No	No
Br6098_mefbkpnp-1	No	No	No	No
Br6098_mefohlnm-1	No	No	No	No
Br6098_megbkgoc-1	No	No	No	No
Br6098_megopicc-1	No	No	No	No
Br6098_mehbnkpl-1	No	No	No	No
Br6098_mehdmbio-1	No	No	No	No
Br6098_mehhppgj-1	No	No	No	No
Br6098_mehmdacm-1	No	No	No	No
Br6098_mehmfggp-1	No	No	No	No
Br6098_meibhlmb-1	No	No	No	No
Br6098_meihbhib-1	No	No	No	No
Br6098_meijnede-1	No	No	No	No
Br6098_meimcifi-1	No	No	No	No
Br6098_meinbcho-1	No	No	No	No
Br6098_meipocib-1	No	No	No	No
Br6098_mejciodg-1	No	No	No	No
Br6098_mejdloin-1	No	No	No	No
Br6098_mejebmfl-1	No	No	No	No
Br6098_mejgkfln-1	No	No	No	No
Br6098_mejphkdc-1	No	No	No	No
Br6098_mekbbfip-1	No	No	No	No
Br6098_mekioklm-1	No	No	No	No
Br6098_mekjgika-1	No	No	No	No
Br6098_melbdbjn-1	No	No	No	No
Br6098_melelekl-1	No	No	No	No
Br6098_melihebd-1	No	No	No	No
Br6098_melinmfl-1	No	No	No	No
Br6098_memcgioo-1	No	No	No	No
Br6098_memekgag-1	No	No	No	No
Br6098_memgdnid-1	No	No	No	No
Br6098_memidega-1	No	No	No	No
Br6098_memobidg-1	No	No	No	No
Br6098_memofgfk-1	No	No	No	No
Br6098_menbdbpo-1	No	No	No	No
Br6098_mencocpl-1	No	No	No	No
Br6098_menfdbjj-1	No	No	No	No
Br6098_menpecga-1	No	No	No	No
Br6098_meoiecfk-1	No	No	No	No
Br6098_meojoobj-1	No	No	No	No
Br6098_meopckkm-1	No	No	No	No
Br6098_mepfijhh-1	No	No	No	No
Br6098_mephhpjd-1	No	No	No	No
Br6098_mepihidl-1	No	No	No	No
Br6098_mepiikfg-1	No	No	No	No
Br6098_mepkendj-1	No	No	No	No
Br6098_mfaodjbl-1	No	No	No	No
Br6098_mfbfchml-1	No	No	No	No
Br6098_mfbighla-1	No	No	No	No
Br6098_mfbilfob-1	No	No	No	No
Br6098_mfcibhhk-1	No	No	No	No
Br6098_mfclpfhn-1	No	No	No	No
Br6098_mfcopclc-1	No	No	No	No
Br6098_mfcpiome-1	No	No	No	No
Br6098_mfddgckc-1	No	No	No	No
Br6098_mfdepkbi-1	No	No	No	No
Br6098_mfdfaphi-1	No	No	No	No
Br6098_mfdhbhjm-1	No	No	No	No
Br6098_mfdmfklm-1	No	No	No	No
Br6098_mfdokgpe-1	No	No	No	No
Br6098_mfedgbdi-1	No	No	No	No
Br6098_mfelhmnj-1	No	No	No	No
Br6098_mfelnfoh-1	No	No	No	No
Br6098_mffaionm-1	No	No	No	No
Br6098_mffeakcc-1	No	No	No	No
Br6098_mffhcjco-1	No	No	No	No
Br6098_mffhofmp-1	No	No	No	No
Br6098_mffnhbng-1	No	No	No	No
Br6098_mfgbmooc-1	No	No	No	No
Br6098_mfgflnmh-1	No	No	No	No
Br6098_mfhaeejo-1	No	No	No	No
Br6098_mfhdljln-1	No	No	No	No
Br6098_mfhfmkpk-1	No	No	No	No
Br6098_mfhglmhc-1	No	No	No	No
Br6098_mfhhekfa-1	No	No	No	No
Br6098_mfhmkdlg-1	No	No	No	No
Br6098_mfigfllp-1	No	No	No	No
Br6098_mfijednb-1	No	No	No	No
Br6098_mfioecdc-1	No	No	No	No
Br6098_mfjghhmd-1	No	No	No	No
Br6098_mfjiknhp-1	No	No	No	No
Br6098_mfjjolcn-1	No	No	No	No
Br6098_mfjllchh-1	No	No	No	No
Br6098_mfjpjcco-1	No	No	No	No
Br6098_mfjppjbc-1	No	No	No	No
Br6098_mfkceiaa-1	No	No	No	No
Br6098_mfkddkjc-1	No	No	No	No
Br6098_mfkechpp-1	No	No	No	No
Br6098_mfkfdokm-1	No	No	No	No
Br6098_mfkgokhh-1	No	No	No	No
Br6098_mfkkfpcl-1	No	No	No	No
Br6098_mfkklali-1	No	No	No	No
Br6098_mfklmckn-1	No	No	No	No
Br6098_mfkpfnph-1	No	No	No	No
Br6098_mflcdein-1	No	No	No	No
Br6098_mfldbmca-1	No	No	No	No
Br6098_mflfkhgh-1	No	No	No	No
Br6098_mflfmbcc-1	No	No	No	No
Br6098_mflgilkk-1	No	No	No	No
Br6098_mflnjklb-1	No	No	No	No
Br6098_mfmcmdno-1	No	No	No	No
Br6098_mfmhmcjk-1	No	No	No	No
Br6098_mfmkehja-1	No	No	No	No
Br6098_mfmlopfb-1	No	No	No	No
Br6098_mfmpnlim-1	No	No	No	No
Br6098_mfmppcpk-1	No	No	No	No
Br6098_mfnbilmj-1	No	No	No	No
Br6098_mfnlcnaj-1	No	No	No	No
Br6098_mfobjcii-1	No	No	No	No
Br6098_mfockbeo-1	No	No	No	No
Br6098_mfoedefh-1	No	No	No	No
Br6098_mfohlnga-1	No	No	No	No
Br6098_mfojenln-1	No	No	No	No
Br6098_mfopgibb-1	No	No	No	No
Br6098_mfpaefho-1	No	No	No	No
Br6098_mfpcdoah-1	No	No	No	No
Br6098_mfplnnpe-1	No	No	No	No
Br6098_mfpockfn-1	No	No	No	No
Br6098_mfppfgda-1	No	No	No	No
Br6098_mgaaheao-1	No	No	No	No
Br6098_mgabelan-1	No	No	No	No
Br6098_mgahabfh-1	No	No	No	No
Br6098_mgaipood-1	No	No	No	No
Br6098_mgaologa-1	No	No	No	No
Br6098_mgbcimaj-1	No	No	No	No
Br6098_mgbgkhmc-1	No	No	No	No
Br6098_mgblmnic-1	No	No	No	No
Br6098_mgbnmcej-1	No	No	No	No
Br6098_mgcagglh-1	No	No	No	No
Br6098_mgcbcmfk-1	No	No	No	No
Br6098_mgcdfehm-1	No	No	No	No
Br6098_mgclodec-1	No	No	No	No
Br6098_mgcmbidd-1	No	No	No	No
Br6098_mgcnbjgp-1	No	No	No	No
Br6098_mgcoclfa-1	No	No	No	No
Br6098_mgdciekh-1	No	No	No	No
Br6098_mgdeemnd-1	LC	No	No	No
Br6098_mgdefgfg-1	No	No	No	No
Br6098_mgdjokab-1	No	No	No	No
Br6098_mgdmkemf-1	No	No	No	No
Br6098_mgdnigci-1	No	No	No	No
Br6098_mgednhld-1	LC	No	No	No
Br6098_mgegfgic-1	No	No	No	No
Br6098_mgeipofa-1	No	No	No	No
Br6098_mgejffhp-1	No	No	No	No
Br6098_mgenghnf-1	No	No	No	No
Br6098_mgfckdee-1	No	No	No	No
Br6098_mgfdgkec-1	No	No	No	No
Br6098_mgfgiifl-1	No	No	No	No
Br6098_mgfhcmmb-1	No	No	No	No
Br6098_mgflokjb-1	No	No	No	No
Br6098_mgfogfae-1	No	No	No	No
Br6098_mggbokbh-1	No	No	No	No
Br6098_mggcnhfj-1	No	No	No	No
Br6098_mggfnhcj-1	No	No	No	No
Br6098_mghcgobk-1	No	No	No	No
Br6098_mgheaned-1	No	No	No	No
Br6098_mghfmjoi-1	No	No	No	No
Br6098_mghhblmo-1	No	No	No	No
Br6098_mghhlimf-1	No	No	No	No
Br6098_mghodnia-1	No	No	No	No
Br6098_mgiahmcg-1	No	No	No	No
Br6098_mgidndoi-1	No	No	No	No
Br6098_mgjebinm-1	No	No	No	No
Br6098_mgjkiiek-1	No	No	No	No
Br6098_mgjkppjm-1	No	No	No	No
Br6098_mgkfmelp-1	No	No	No	No
Br6098_mgkgaopk-1	No	No	No	No
Br6098_mgkodgak-1	No	No	No	No
Br6098_mgkpcdfp-1	No	No	No	No
Br6098_mglcikkh-1	No	No	No	No
Br6098_mgldidpn-1	No	No	No	No
Br6098_mglipjij-1	No	No	No	No
Br6098_mglonpck-1	LC	No	No	No
Br6098_mgmdckji-1	No	No	No	No
Br6098_mgmdfkni-1	No	No	No	No
Br6098_mgmdhopa-1	No	No	No	No
Br6098_mgmjldja-1	No	No	No	No
Br6098_mgmmjglf-1	No	No	No	No
Br6098_mgmnomah-1	No	No	No	No
Br6098_mgmolmpe-1	No	No	No	No
Br6098_mgmpdpap-1	No	No	No	No
Br6098_mgnjkboc-1	No	No	No	No
Br6098_mgnonhmc-1	No	No	No	No
Br6098_mgohgmgh-1	No	No	No	No
Br6098_mgohmlio-1	No	No	No	No
Br6098_mgojdenb-1	No	No	No	No
Br6098_mgojnncm-1	No	No	No	No
Br6098_mgomjemc-1	No	No	No	No
Br6098_mgonpgcb-1	No	No	No	No
Br6098_mgpacfii-1	No	No	No	No
Br6098_mgpdhgga-1	No	No	No	No
Br6098_mgpklgbf-1	No	No	No	No
Br6098_mgppliga-1	No	No	No	No
Br6098_mhaafglp-1	No	No	No	No
Br6098_mhamacda-1	No	No	No	No
Br6098_mhbaacjg-1	No	No	No	No
Br6098_mhbbcplh-1	No	No	No	No
Br6098_mhbbhinp-1	No	No	No	No
Br6098_mhbdiand-1	No	No	No	No
Br6098_mhbkbond-1	No	No	No	No
Br6098_mhbnpfei-1	No	No	No	No
Br6098_mhcggcga-1	No	No	No	No
Br6098_mhcifmmc-1	No	No	No	No
Br6098_mhcoffdi-1	No	No	No	No
Br6098_mhddfihj-1	No	No	No	No
Br6098_mhddgcjf-1	No	No	No	No
Br6098_mhdfkegd-1	No	No	No	No
Br6098_mhdhionj-1	No	No	No	No
Br6098_mhdhllnf-1	No	No	No	No
Br6098_mhdiidpo-1	No	No	No	No
Br6098_mhdklfbc-1	No	No	No	No
Br6098_mhdmoebc-1	No	No	No	No
Br6098_mheagdfd-1	No	No	No	No
Br6098_mheaoljh-1	No	No	No	No
Br6098_mhemcfij-1	No	No	No	No
Br6098_mhenmkeh-1	No	No	No	No
Br6098_mhflmdgo-1	No	No	No	No
Br6098_mhgaoafi-1	No	No	No	No
Br6098_mhgdhngp-1	No	No	No	No
Br6098_mhgfneid-1	No	No	No	No
Br6098_mhgglhld-1	No	No	No	No
Br6098_mhghdbpl-1	No	No	No	No
Br6098_mhgmbdni-1	No	No	No	No
Br6098_mhgmfgcn-1	No	No	No	No
Br6098_mhgoffgl-1	No	No	No	No
Br6098_mhgolfbm-1	No	No	No	No
Br6098_mhgopcnf-1	No	No	No	No
Br6098_mhhpclno-1	No	No	No	No
Br6098_mhibmddd-1	No	No	No	No
Br6098_mhifdeeb-1	No	No	No	No
Br6098_mhihmlcd-1	No	No	No	No
Br6098_mhijffma-1	No	No	No	No
Br6098_mhijnngh-1	No	No	No	No
Br6098_mhikadbm-1	No	No	No	No
Br6098_mhinhmbh-1	No	No	No	No
Br6098_mhjemcej-1	No	No	No	No
Br6098_mhjkmhmc-1	No	No	No	No
Br6098_mhkidaia-1	No	No	No	No
Br6098_mhkkgooc-1	No	No	No	No
Br6098_mhlahfbo-1	No	No	No	No
Br6098_mhlbilce-1	No	No	No	No
Br6098_mhlfenke-1	No	No	No	No
Br6098_mhlgfdcd-1	No	No	No	No
Br6098_mhlihfdi-1	No	No	No	No
Br6098_mhljbfdc-1	No	No	No	No
Br6098_mhllmoeg-1	No	No	No	No
Br6098_mhlndmki-1	No	No	No	No
Br6098_mhmciijm-1	No	No	No	No
Br6098_mhmdjcgl-1	No	No	No	No
Br6098_mhmdkiji-1	No	No	No	No
Br6098_mhmeppdj-1	No	No	No	No
Br6098_mhmfphmc-1	No	No	No	No
Br6098_mhmkllec-1	No	No	No	No
Br6098_mhmmpldc-1	No	No	No	No
Br6098_mhmpaaie-1	No	No	No	No
Br6098_mhnfenhk-1	No	No	No	No
Br6098_mhnjmhoi-1	No	No	No	No
Br6098_mhnpkaje-1	No	No	No	No
Br6098_mhoejkol-1	No	No	No	No
Br6098_mhogffep-1	No	No	No	No
Br6098_mhoimdfg-1	No	No	No	No
Br6098_mhojjalc-1	No	No	No	No
Br6098_mhooaefe-1	No	No	No	No
Br6098_mhoopkji-1	No	No	No	No
Br6098_mhpafohb-1	No	No	No	No
Br6098_mhpebpmf-1	No	No	No	No
Br6098_mhpekgdi-1	No	No	No	No
Br6098_mhphjgkm-1	No	No	No	No
Br6098_mhpipdic-1	No	No	No	No
Br6098_mhplmiga-1	No	No	No	No
Br6098_mhpnpgme-1	No	No	No	No
Br6098_mhpponop-1	No	No	No	No
Br6098_miaagclp-1	No	No	No	No
Br6098_miabcpif-1	No	No	No	No
Br6098_miaclpob-1	No	No	No	No
Br6098_miaefmjj-1	No	No	No	No
Br6098_miaomdfm-1	No	No	No	No
Br6098_mibjcceg-1	No	No	No	No
Br6098_mibohbef-1	No	No	No	No
Br6098_midfegdh-1	No	No	No	No
Br6098_midgcgdf-1	No	No	No	No
Br6098_midgmhdi-1	No	No	No	No
Br6098_midheoij-1	No	No	No	No
Br6098_midkiddd-1	No	No	No	No
Br6098_midlfdmp-1	No	No	No	No
Br6098_midlncec-1	No	No	No	No
Br6098_midmplon-1	No	No	No	No
Br6098_miegjkjc-1	No	No	No	No
Br6098_miepcako-1	No	No	No	No
Br6098_miepfbnk-1	No	No	No	No
Br6098_miepmccj-1	No	No	No	No
Br6098_mifdlgjc-1	No	No	No	No
Br6098_miffhkgb-1	No	No	No	No
Br6098_mifiakbg-1	No	No	No	No
Br6098_mifjogfh-1	No	No	No	No
Br6098_mifnadik-1	LC	No	No	No
Br6098_mifodbpb-1	No	No	No	No
Br6098_migagncf-1	No	No	No	No
Br6098_migcejpc-1	No	No	No	No
Br6098_migfblik-1	No	No	No	No
Br6098_migmedbe-1	No	No	No	No
Br6098_mihbgkmg-1	No	No	No	No
Br6098_mihbijkb-1	No	No	No	No
Br6098_mihckffl-1	No	No	No	No
Br6098_mihdcbee-1	No	No	No	No
Br6098_mihemibi-1	No	No	No	No
Br6098_mihhmbpd-1	No	No	No	No
Br6098_mihjpnhh-1	No	No	No	No
Br6098_mihkjpha-1	No	No	No	No
Br6098_miicfjjg-1	No	No	No	No
Br6098_miicjidn-1	No	No	No	No
Br6098_miidagjc-1	No	No	No	No
Br6098_miiggdnl-1	No	No	No	No
Br6098_miijfjbo-1	No	No	No	No
Br6098_miiplmbo-1	No	No	No	No
Br6098_mijaflek-1	No	No	No	No
Br6098_mijdmead-1	No	No	No	No
Br6098_mijenljg-1	No	No	No	No
Br6098_mijfejcn-1	No	No	No	No
Br6098_mijgklpj-1	No	No	No	No
Br6098_mijiiefc-1	No	No	No	No
Br6098_mijlbfaf-1	No	No	No	No
Br6098_mikahnpj-1	No	No	No	No
Br6098_mikakihl-1	No	No	No	No
Br6098_mikebipk-1	No	No	No	No
Br6098_mikiekpd-1	No	No	No	No
Br6098_mikochll-1	No	No	No	No
Br6098_mildepdc-1	No	No	No	No
Br6098_mildghdm-1	No	No	No	No
Br6098_milefpbg-1	No	No	No	No
Br6098_milkcnkl-1	No	No	No	No
Br6098_millpgkg-1	No	No	No	No
Br6098_mimaeimd-1	No	No	No	No
Br6098_mimbklgh-1	No	No	No	No
Br6098_mimcahjj-1	No	No	No	No
Br6098_mimecbcd-1	No	No	No	No
Br6098_mimegeop-1	No	No	No	No
Br6098_mimelmmf-1	No	No	No	No
Br6098_mimjfgcc-1	No	No	No	No
Br6098_minbldme-1	No	No	No	No
Br6098_minhomlk-1	No	No	No	No
Br6098_minidonm-1	No	No	No	No
Br6098_minkiind-1	No	No	No	No
Br6098_minphlgc-1	No	No	No	No
Br6098_miogmboc-1	No	No	No	No
Br6098_miojbope-1	No	No	No	No
Br6098_miokbfcm-1	No	No	No	No
Br6098_miomjoma-1	No	No	No	No
Br6098_mipdkfpf-1	No	No	No	No
Br6098_mipglegm-1	No	No	No	No
Br6098_mjagaakc-1	No	No	No	No
Br6098_mjajahfe-1	No	No	No	No
Br6098_mjamlpdb-1	No	No	No	No
Br6098_mjbalpki-1	No	No	No	No
Br6098_mjbjjeeh-1	No	No	No	No
Br6098_mjbjmpnh-1	No	No	No	No
Br6098_mjbjopio-1	No	No	No	No
Br6098_mjblmpmh-1	No	No	No	No
Br6098_mjcbidlp-1	No	No	No	No
Br6098_mjceaejm-1	No	No	No	No
Br6098_mjcfafko-1	No	No	No	No
Br6098_mjcjnbdd-1	No	No	No	No
Br6098_mjcjnjed-1	No	No	No	No
Br6098_mjcmmmeo-1	No	No	No	No
Br6098_mjdchkal-1	No	No	No	No
Br6098_mjdegolc-1	No	No	No	No
Br6098_mjdmjdej-1	No	No	No	No
Br6098_mjdobdfk-1	No	No	No	No
Br6098_mjeaflaa-1	No	No	No	No
Br6098_mjejcoih-1	No	No	No	No
Br6098_mjeokaok-1	No	No	No	No
Br6098_mjfinbhh-1	No	No	No	No
Br6098_mjfooglo-1	No	No	No	No
Br6098_mjgbejmj-1	No	No	No	No
Br6098_mjggpmpb-1	No	No	No	No
Br6098_mjgjnhkm-1	No	No	No	No
Br6098_mjgjoabi-1	No	No	No	No
Br6098_mjgmnmmm-1	No	No	No	No
Br6098_mjgoeebg-1	No	No	No	No
Br6098_mjgpbbfn-1	No	No	No	No
Br6098_mjibdffp-1	No	No	No	No
Br6098_mjiemjog-1	No	No	No	No
Br6098_mjigkila-1	No	No	No	No
Br6098_mjihcpeg-1	No	No	No	No
Br6098_mjihfahe-1	No	No	No	No
Br6098_mjihgafc-1	No	No	No	No
Br6098_mjilfojp-1	No	No	No	No
Br6098_mjimffoe-1	No	No	No	No
Br6098_mjioemem-1	No	No	No	No
Br6098_mjjaofhf-1	No	No	No	No
Br6098_mjjbnmea-1	No	No	No	No
Br6098_mjjgfihb-1	No	No	No	No
Br6098_mjjlgbjf-1	No	No	No	No
Br6098_mjjlllhe-1	No	No	No	No
Br6098_mjjlnncl-1	No	No	No	No
Br6098_mjjmhldh-1	No	No	No	No
Br6098_mjjobbic-1	No	No	No	No
Br6098_mjkhplig-1	No	No	No	No
Br6098_mjkijohf-1	No	No	No	No
Br6098_mjkjibfl-1	No	No	No	No
Br6098_mjkohjch-1	No	No	No	No
Br6098_mjlbbkgb-1	No	No	No	No
Br6098_mjlfhiee-1	No	No	No	No
Br6098_mjliagcn-1	No	No	No	No
Br6098_mjlipbjh-1	No	No	No	No
Br6098_mjlmamkh-1	No	No	No	No
Br6098_mjlpomnn-1	No	No	No	No
Br6098_mjmbjodj-1	No	No	No	No
Br6098_mjmlmekd-1	No	No	No	No
Br6098_mjmnihnp-1	No	No	No	No
Br6098_mjmpbndo-1	No	No	No	No
Br6098_mjnanlko-1	No	No	No	No
Br6098_mjnbckdb-1	No	No	No	No
Br6098_mjndkjhj-1	No	No	No	No
Br6098_mjneljbb-1	No	No	No	No
Br6098_mjnhlkbi-1	No	No	No	No
Br6098_mjnplgmd-1	No	No	No	No
Br6098_mjojpkcg-1	No	No	No	No
Br6098_mjoooklf-1	No	No	No	No
Br6098_mjpcmeld-1	No	No	No	No
Br6098_mjpepjce-1	No	No	No	No
Br6098_mjpgabjb-1	No	No	No	No
Br6098_mjppodne-1	No	No	No	No
Br6098_mkabohkd-1	No	No	No	No
Br6098_mkaefghp-1	No	No	No	No
Br6098_mkaffaia-1	No	No	No	No
Br6098_mkaimknn-1	No	No	No	No
Br6098_mkajinkd-1	No	No	No	No
Br6098_mkakolcm-1	No	No	No	No
Br6098_mkanffia-1	No	No	No	No
Br6098_mkapplpb-1	No	No	No	No
Br6098_mkbdkdad-1	No	No	No	No
Br6098_mkbhjfbg-1	No	No	No	No
Br6098_mkbifkle-1	No	No	No	No
Br6098_mkbkcdpn-1	No	No	No	No
Br6098_mkbmdfio-1	No	No	No	No
Br6098_mkclalbg-1	No	No	No	No
Br6098_mkclpoda-1	No	No	No	No
Br6098_mkdhdcck-1	No	No	No	No
Br6098_mkdhdhol-1	No	No	No	No
Br6098_mkdicijf-1	No	No	No	No
Br6098_mkdlgldp-1	No	No	No	No
Br6098_mkdmghbp-1	No	No	No	No
Br6098_mkdmoobo-1	No	No	No	No
Br6098_mkdnplmi-1	No	No	No	No
Br6098_mkfaelkm-1	No	No	No	No
Br6098_mkfcacfo-1	No	No	No	No
Br6098_mkfgolgi-1	No	No	No	No
Br6098_mkfiaoge-1	No	No	No	No
Br6098_mkfjhfdo-1	No	No	No	No
Br6098_mkflkkmk-1	No	No	No	No
Br6098_mkgcjohj-1	No	No	No	No
Br6098_mkgekpca-1	No	No	No	No
Br6098_mkghacml-1	No	No	No	No
Br6098_mkgkbjoc-1	No	No	No	No
Br6098_mkgkgike-1	No	No	No	No
Br6098_mkgoldhp-1	No	No	No	No
Br6098_mkhboioh-1	No	No	No	No
Br6098_mkhjaomi-1	No	No	No	No
Br6098_mkhjekkl-1	No	No	No	No
Br6098_mkhkciha-1	No	No	No	No
Br6098_mkhpepol-1	No	No	No	No
Br6098_mkicfecp-1	No	No	No	No
Br6098_mkiinjjn-1	No	No	No	No
Br6098_mkiiplon-1	No	No	No	No
Br6098_mkilimpk-1	No	No	No	No
Br6098_mkimglna-1	No	No	No	No
Br6098_mkimnclj-1	No	No	No	No
Br6098_mkioollp-1	No	No	No	No
Br6098_mkipfcja-1	No	No	No	No
Br6098_mkjahiko-1	No	No	No	No
Br6098_mkjeecoc-1	No	No	No	No
Br6098_mkjkkmnn-1	No	No	No	No
Br6098_mkkmjnpd-1	No	No	No	No
Br6098_mkkoifhb-1	No	No	No	No
Br6098_mklenlce-1	No	No	No	No
Br6098_mkllhimo-1	No	No	No	No
Br6098_mkllimfp-1	No	No	No	No
Br6098_mklpmcih-1	No	No	No	No
Br6098_mkmbnnoj-1	No	No	No	No
Br6098_mkmjpede-1	No	No	No	No
Br6098_mknageld-1	No	No	No	No
Br6098_mknihcoo-1	No	No	No	No
Br6098_mknjedlo-1	No	No	No	No
Br6098_mknjokmc-1	No	No	No	No
Br6098_mkobpjlb-1	No	No	No	No
Br6098_mkocelfh-1	No	No	No	No
Br6098_mkocohhp-1	No	No	No	No
Br6098_mkoenmpd-1	No	No	No	No
Br6098_mkoeonob-1	No	No	No	No
Br6098_mkpbldld-1	No	No	No	No
Br6098_mkpggidc-1	No	No	No	No
Br6098_mkphmfaj-1	No	No	No	No
Br6098_mkpnmipl-1	No	No	No	No
Br6098_mkppmfok-1	No	No	No	No
Br6098_mladljon-1	No	No	No	No
Br6098_mlahebod-1	No	No	No	No
Br6098_mlahlmgn-1	No	No	No	No
Br6098_mlaikhkd-1	No	No	No	No
Br6098_mlalgmgl-1	No	No	No	No
Br6098_mlalllae-1	No	No	No	No
Br6098_mlambaoi-1	No	No	No	No
Br6098_mlapkapl-1	No	No	No	No
Br6098_mlbebnfg-1	No	No	No	No
Br6098_mlbgdood-1	No	No	No	No
Br6098_mlbicaec-1	No	No	No	No
Br6098_mlbklcca-1	No	No	No	No
Br6098_mlboolme-1	No	No	No	No
Br6098_mlcagech-1	No	No	No	No
Br6098_mlcfdlll-1	No	No	No	No
Br6098_mlcibjme-1	No	No	No	No
Br6098_mlclgbcd-1	No	No	No	No
Br6098_mlcncoko-1	No	No	No	No
Br6098_mlcodmco-1	No	No	No	No
Br6098_mldgghkc-1	No	No	No	No
Br6098_mldlcokf-1	No	No	No	No
Br6098_mldlegnd-1	No	No	No	No
Br6098_mldnmfhp-1	No	No	No	No
Br6098_mlegoiac-1	No	No	No	No
Br6098_mlekpahn-1	No	No	No	No
Br6098_mlfagccj-1	No	No	No	No
