rn	LCloose	LCstrict	gained_or_altered_byNMseg_and_LCstrict	gained_or_altered_byNMseg_and_LCloose
Br5854_kgbjbcgl-1	No	No	No	No
Br5854_kgbjlhee-1	No	No	No	No
Br5854_kgbncpja-1	No	No	No	No
Br5854_kgboinel-1	No	No	No	No
Br5854_kgcedhep-1	No	No	No	No
Br5854_kgclbfjg-1	No	No	No	No
Br5854_kgclefma-1	No	No	No	No
Br5854_kgcmlafn-1	No	No	No	No
Br5854_kgcnpclo-1	No	No	No	No
Br5854_kgcoplml-1	No	No	No	No
Br5854_kgcpjmjd-1	No	No	No	No
Br5854_kgcpmkdb-1	No	No	No	No
Br5854_kgdagnlf-1	No	No	No	No
Br5854_kgdcanli-1	No	No	No	No
Br5854_kgdfopeo-1	No	No	No	No
Br5854_kgdkmgjd-1	No	No	No	No
Br5854_kgdkpapb-1	No	No	No	No
Br5854_kgdmhgbn-1	No	No	No	No
Br5854_kgdpaadk-1	No	No	No	No
Br5854_kgebcjog-1	No	No	No	No
Br5854_kgecaepb-1	No	No	No	No
Br5854_kgedmmnl-1	No	No	No	No
Br5854_kgeflmip-1	No	No	No	No
Br5854_kgehmijh-1	No	No	No	No
Br5854_kgejiepa-1	No	No	No	No
Br5854_kgejnmkl-1	No	No	No	No
Br5854_kgekbeef-1	No	No	No	No
Br5854_kgeoncfp-1	No	No	No	No
Br5854_kgepocnf-1	No	No	No	No
Br5854_kgfgnhee-1	No	No	No	No
Br5854_kgfjmpad-1	No	No	No	No
Br5854_kgflbfji-1	No	No	No	No
Br5854_kgfoming-1	No	No	No	No
Br5854_kggflbpm-1	No	No	No	No
Br5854_kgghcfjj-1	No	No	No	No
Br5854_kggicogj-1	No	No	No	No
Br5854_kggnelol-1	No	No	No	No
Br5854_kggnihif-1	No	No	No	No
Br5854_kggoaoom-1	No	No	No	No
Br5854_kggpnbph-1	No	No	No	No
Br5854_kghafnec-1	No	No	No	No
Br5854_kghbjbog-1	No	No	No	No
Br5854_kghegehd-1	No	No	No	No
Br5854_kgheobhp-1	No	No	No	No
Br5854_kghgdjlb-1	No	No	No	No
Br5854_kghmebke-1	No	No	No	No
Br5854_kghpkaia-1	No	No	No	No
Br5854_kgiejcao-1	No	No	No	No
Br5854_kgiembgd-1	No	No	No	No
Br5854_kgiildbi-1	No	No	No	No
Br5854_kginbecm-1	No	No	No	No
Br5854_kgiofkdd-1	No	No	No	No
Br5854_kgiojdkg-1	No	No	No	No
Br5854_kgjceica-1	No	No	No	No
Br5854_kgjeiboe-1	No	No	No	No
Br5854_kgjgmodb-1	No	No	No	No
Br5854_kgjiilno-1	No	No	No	No
Br5854_kgjjgpie-1	No	No	No	No
Br5854_kgjmmnmm-1	No	No	No	No
Br5854_kgjnoccj-1	No	No	No	No
Br5854_kgjomnbg-1	No	No	No	No
Br5854_kgjplbjd-1	No	No	No	No
Br5854_kgkeiodo-1	No	No	No	No
Br5854_kgkempna-1	No	No	No	No
Br5854_kgkenanh-1	No	No	No	No
Br5854_kgkfcncf-1	No	No	No	No
Br5854_kgkgjnaj-1	No	No	No	No
Br5854_kgkidbff-1	No	No	No	No
Br5854_kgkjgclm-1	No	No	No	No
Br5854_kgkleneb-1	No	No	No	No
Br5854_kgknggge-1	No	No	No	No
Br5854_kgknjdbi-1	No	No	No	No
Br5854_kgknmbif-1	No	No	No	No
Br5854_kgknnmap-1	No	No	No	No
Br5854_kglcblan-1	No	No	No	No
Br5854_kglkjoai-1	No	No	No	No
Br5854_kglmdndh-1	No	No	No	No
Br5854_kglnhpbh-1	No	No	No	No
Br5854_kgmanhnj-1	No	No	No	No
Br5854_kgmaobfh-1	No	No	No	No
Br5854_kgmjknhc-1	No	No	No	No
Br5854_kgmkcgmi-1	No	No	No	No
Br5854_kgmkhoge-1	No	No	No	No
Br5854_kgmnicma-1	No	No	No	No
Br5854_kgmnpemd-1	No	No	No	No
Br5854_kgmplamm-1	No	No	No	No
Br5854_kgnfbdnd-1	No	No	No	No
Br5854_kgnhncda-1	No	No	No	No
Br5854_kgnidflo-1	No	No	No	No
Br5854_kgnmegah-1	No	No	No	No
Br5854_kgnmmelo-1	No	No	No	No
Br5854_kgnociam-1	No	No	No	No
Br5854_kgnokpml-1	No	No	No	No
Br5854_kgobakkm-1	No	No	No	No
Br5854_kgobnecd-1	No	No	No	No
Br5854_kgodcfcg-1	No	No	No	No
Br5854_kgodckjh-1	No	No	No	No
Br5854_kgohmbah-1	No	No	No	No
Br5854_kgojnelh-1	No	No	No	No
Br5854_kgollddg-1	No	No	No	No
Br5854_kgopcagh-1	No	No	No	No
Br5854_kgpbbndp-1	No	No	No	No
Br5854_kgpdnbid-1	No	No	No	No
Br5854_kgplbbae-1	No	No	No	No
Br5854_kgpnkaog-1	No	No	No	No
Br5854_kgppimbh-1	No	No	No	No
Br5854_khacfkcn-1	No	No	No	No
Br5854_khafmhho-1	No	No	No	No
Br5854_khakeioa-1	No	No	No	No
Br5854_khakfnim-1	No	No	No	No
Br5854_khaliaai-1	No	No	No	No
Br5854_khbdikkm-1	No	No	No	No
Br5854_khbdindo-1	No	No	No	No
Br5854_khbebfgc-1	No	No	No	No
Br5854_khbfalmi-1	No	No	No	No
Br5854_khboboej-1	No	No	No	No
Br5854_khboimno-1	No	No	No	No
Br5854_khbpoimk-1	No	No	No	No
Br5854_khcaepmh-1	No	No	No	No
Br5854_khcaokab-1	No	No	No	No
Br5854_khcbokjf-1	No	No	No	No
Br5854_khcfjifo-1	No	No	No	No
Br5854_khcnocko-1	No	No	No	No
Br5854_khcoabpp-1	No	No	No	No
Br5854_khdaaoif-1	No	No	No	No
Br5854_khdcgnja-1	No	No	No	No
Br5854_khdcjdhp-1	No	No	No	No
Br5854_khdclohp-1	No	No	No	No
Br5854_khdcndnn-1	No	No	No	No
Br5854_khdgefdc-1	No	No	No	No
Br5854_khdjmmeo-1	No	No	No	No
Br5854_khdkampe-1	No	No	No	No
Br5854_khdkkekk-1	No	No	No	No
Br5854_khdmcamb-1	No	No	No	No
Br5854_khdoojef-1	No	No	No	No
Br5854_khdpjbji-1	No	No	No	No
Br5854_kheapdom-1	No	No	No	No
Br5854_kheapepa-1	No	No	No	No
Br5854_khehckij-1	No	No	No	No
Br5854_kheiclap-1	No	No	No	No
Br5854_khekbipl-1	No	No	No	No
Br5854_khekcdbo-1	No	No	No	No
Br5854_khenhofa-1	No	No	No	No
Br5854_kheoclpo-1	No	No	No	No
Br5854_khffkhie-1	No	No	No	No
Br5854_khffmnjk-1	No	No	No	No
Br5854_khfgcpdp-1	No	No	No	No
Br5854_khfgenji-1	No	No	No	No
Br5854_khfhadfo-1	No	No	No	No
Br5854_khfiikig-1	No	No	No	No
Br5854_khfjnfai-1	No	No	No	No
Br5854_khfkjeha-1	No	No	No	No
Br5854_khfnjokn-1	No	No	No	No
Br5854_khfpiebd-1	No	No	No	No
Br5854_khgajobo-1	No	No	No	No
Br5854_khgbkocm-1	No	No	No	No
Br5854_khgblkla-1	No	No	No	No
Br5854_khgdeaho-1	No	No	No	No
Br5854_khgdjcdb-1	No	No	No	No
Br5854_khgfagaj-1	No	No	No	No
Br5854_khglkdki-1	No	No	No	No
Br5854_khglolnc-1	No	No	No	No
Br5854_khgnpmgc-1	No	No	No	No
Br5854_khhejcgi-1	No	No	No	No
Br5854_khhfnkfm-1	No	No	No	No
Br5854_khhgphdi-1	No	No	No	No
Br5854_khhimlkh-1	No	No	No	No
Br5854_khhlfbfo-1	No	No	No	No
Br5854_khhljpha-1	No	No	No	No
Br5854_khhmgdbj-1	No	No	No	No
Br5854_khibalgn-1	No	No	No	No
Br5854_khienckl-1	No	No	No	No
Br5854_khikgmia-1	No	No	No	No
Br5854_khimkpgb-1	No	No	No	No
Br5854_khjcjikd-1	No	No	No	No
Br5854_khjcniml-1	No	No	No	No
Br5854_khjiaemp-1	No	No	No	No
Br5854_khjigiil-1	No	No	No	No
Br5854_khjohhbn-1	No	No	No	No
Br5854_khjolnea-1	No	No	No	No
Br5854_khkdaipl-1	No	No	No	No
Br5854_khkdkhpi-1	No	No	No	No
Br5854_khkeoiai-1	No	No	No	No
Br5854_khkgbkfg-1	No	No	No	No
Br5854_khkienim-1	No	No	No	No
Br5854_khkinnij-1	No	No	No	No
Br5854_khklacmc-1	No	No	No	No
Br5854_khkmlhgm-1	No	No	No	No
Br5854_khlafkll-1	No	No	No	No
Br5854_khlbfebj-1	No	No	No	No
Br5854_khlepghl-1	No	No	No	No
Br5854_khlhaggp-1	No	No	No	No
Br5854_khlhnclg-1	No	No	No	No
Br5854_khlkbpmh-1	No	No	No	No
Br5854_khlmjani-1	No	No	No	No
Br5854_khlnjakg-1	No	No	No	No
Br5854_khloacbm-1	No	No	No	No
Br5854_khmbiolo-1	No	No	No	No
Br5854_khmejhcl-1	No	No	No	No
Br5854_khmkjpci-1	No	No	No	No
Br5854_khmmocbk-1	No	No	No	No
Br5854_khmpbibp-1	No	No	No	No
Br5854_khnaacjd-1	No	No	No	No
Br5854_khncfaej-1	No	No	No	No
Br5854_khnecdjk-1	No	No	No	No
Br5854_khngmlgp-1	No	No	No	No
Br5854_khnjoofb-1	No	No	No	No
Br5854_khnnnhge-1	No	No	No	No
Br5854_khnpinhn-1	No	No	No	No
Br5854_khofllij-1	No	No	No	No
Br5854_khohdfpm-1	No	No	No	No
Br5854_khpejkhe-1	No	No	No	No
Br5854_khpfbcfj-1	No	No	No	No
Br5854_khpfblbc-1	No	No	No	No
Br5854_khpgdefk-1	No	No	No	No
Br5854_khpmkeif-1	No	No	No	No
Br5854_khpmnooj-1	No	No	No	No
Br5854_khpohdml-1	No	No	No	No
Br5854_khpomhbm-1	No	No	No	No
Br5854_kiaacnff-1	No	No	No	No
Br5854_kiafblkp-1	No	No	No	No
Br5854_kiafjicb-1	No	No	No	No
Br5854_kiagjcdn-1	No	No	No	No
Br5854_kiaklkok-1	No	No	No	No
Br5854_kiamehmf-1	No	No	No	No
Br5854_kiamkhnj-1	No	No	No	No
Br5854_kibbmnae-1	No	No	No	No
Br5854_kibcnbdc-1	No	No	No	No
Br5854_kibenege-1	No	No	No	No
Br5854_kibiahne-1	No	No	No	No
Br5854_kibkfjeo-1	No	No	No	No
Br5854_kibkheoj-1	No	No	No	No
Br5854_kibnibcm-1	No	No	No	No
Br5854_kibnopcn-1	No	No	No	No
Br5854_kibobeei-1	No	No	No	No
Br5854_kicccfpi-1	No	No	No	No
Br5854_kicfpiki-1	No	No	No	No
Br5854_kicgbaap-1	No	No	No	No
Br5854_kicgchoc-1	No	No	No	No
Br5854_kicgidji-1	No	No	No	No
Br5854_kicgmjei-1	No	No	No	No
Br5854_kicjimei-1	No	No	No	No
Br5854_kickjgkg-1	No	No	No	No
Br5854_kicldamk-1	No	No	No	No
Br5854_kicpcgjg-1	No	No	No	No
Br5854_kicpfcnm-1	No	No	No	No
Br5854_kidcbpan-1	No	No	No	No
Br5854_kidgbibe-1	No	No	No	No
Br5854_kidheaje-1	No	No	No	No
Br5854_kidheenp-1	No	No	No	No
Br5854_kidhfgkd-1	No	No	No	No
Br5854_kidhonng-1	No	No	No	No
Br5854_kidibefb-1	No	No	No	No
Br5854_kidipogo-1	No	No	No	No
Br5854_kidmfpgf-1	No	No	No	No
Br5854_kidoddlp-1	No	No	No	No
Br5854_kieaipam-1	No	No	No	No
Br5854_kiebahim-1	No	No	No	No
Br5854_kiecgcbd-1	No	No	No	No
Br5854_kiekndcl-1	No	No	No	No
Br5854_kiekpoif-1	No	No	No	No
Br5854_kifambbj-1	No	No	No	No
Br5854_kifcango-1	No	No	No	No
Br5854_kifclmod-1	No	No	No	No
Br5854_kifdbofe-1	No	No	No	No
Br5854_kifeaada-1	No	No	No	No
Br5854_kifepjaf-1	No	No	No	No
Br5854_kiflifib-1	No	No	No	No
Br5854_kifmncdd-1	No	No	No	No
Br5854_kigddiff-1	No	No	No	No
Br5854_kiggepcn-1	No	No	No	No
Br5854_kighjbjn-1	No	No	No	No
Br5854_kigimgan-1	No	No	No	No
Br5854_kiglfmip-1	No	No	No	No
Br5854_kiglhoog-1	No	No	No	No
Br5854_kigljpbp-1	No	No	No	No
Br5854_kigmboin-1	No	No	No	No
Br5854_kigpcflb-1	No	No	No	No
Br5854_kihbliej-1	No	No	No	No
Br5854_kihfdphi-1	No	No	No	No
Br5854_kihhlfdf-1	No	No	No	No
Br5854_kihiohob-1	No	No	No	No
Br5854_kihkcpgh-1	No	No	No	No
Br5854_kihklhfn-1	No	No	No	No
Br5854_kihnllde-1	No	No	No	No
Br5854_kihphhgh-1	No	No	No	No
Br5854_kiibcfpk-1	No	No	No	No
Br5854_kiicjbnc-1	No	No	No	No
Br5854_kiidnahp-1	No	No	No	No
Br5854_kiifjjie-1	No	No	No	No
Br5854_kiigngnf-1	No	No	No	No
Br5854_kiihplbn-1	No	No	No	No
Br5854_kiijjald-1	No	No	No	No
Br5854_kiikdhob-1	No	No	No	No
Br5854_kiimohgj-1	No	No	No	No
Br5854_kijacmem-1	No	No	No	No
Br5854_kijbpnea-1	No	No	No	No
Br5854_kijeejjb-1	No	No	No	No
Br5854_kijikppp-1	No	No	No	No
Br5854_kijkpame-1	No	No	No	No
Br5854_kikbfedb-1	No	No	No	No
Br5854_kikbfime-1	No	No	No	No
Br5854_kikedpfc-1	No	No	No	No
Br5854_kikekdlh-1	No	No	No	No
Br5854_kikilggc-1	No	No	No	No
Br5854_kikjfmei-1	No	No	No	No
Br5854_kikjmdnd-1	No	No	No	No
Br5854_kiknaimf-1	No	No	No	No
Br5854_kikpghkj-1	No	No	No	No
Br5854_kilbdano-1	No	No	No	No
Br5854_kilcdpon-1	No	No	No	No
Br5854_kilgbejp-1	No	No	No	No
Br5854_kilhpalo-1	No	No	No	No
Br5854_kilidekc-1	No	No	No	No
Br5854_kilikjgg-1	No	No	No	No
Br5854_kiliobio-1	No	No	No	No
Br5854_kilkhfkf-1	No	No	No	No
Br5854_kilpkpgg-1	No	No	No	No
Br5854_kimehbcj-1	No	No	No	No
Br5854_kimkojlp-1	No	No	No	No
Br5854_kimlajfh-1	No	No	No	No
Br5854_kimnjonl-1	No	No	No	No
Br5854_kinapban-1	No	No	No	No
Br5854_kincmpep-1	No	No	No	No
Br5854_kinebiln-1	No	No	No	No
Br5854_kinkmmln-1	No	No	No	No
Br5854_kinlnmeh-1	No	No	No	No
Br5854_kinmjofp-1	No	No	No	No
Br5854_kioaieal-1	No	No	No	No
Br5854_kioehell-1	No	No	No	No
Br5854_kioekcoj-1	No	No	No	No
Br5854_kiogghep-1	No	No	No	No
Br5854_kiogjkpc-1	No	No	No	No
Br5854_kiogodli-1	No	No	No	No
Br5854_kiohiobn-1	No	No	No	No
Br5854_kiohmkhi-1	No	No	No	No
Br5854_kioimomn-1	No	No	No	No
Br5854_kiokpikl-1	No	No	No	No
Br5854_kiooipec-1	No	No	No	No
Br5854_kipbafai-1	No	No	No	No
Br5854_kipddldo-1	No	No	No	No
Br5854_kipdjijm-1	No	No	No	No
Br5854_kipmhcpl-1	No	No	No	No
Br5854_kippopia-1	No	No	No	No
Br5854_kjaegbge-1	No	No	No	No
Br5854_kjakdong-1	No	No	No	No
Br5854_kjbddmfj-1	No	No	No	No
Br5854_kjbeepji-1	No	No	No	No
Br5854_kjbgbiko-1	No	No	No	No
Br5854_kjbijkda-1	No	No	No	No
Br5854_kjbjflcg-1	No	No	No	No
Br5854_kjbkpmhg-1	No	No	No	No
Br5854_kjbmfhbi-1	No	No	No	No
Br5854_kjbpeihl-1	No	No	No	No
Br5854_kjccbbhh-1	No	No	No	No
Br5854_kjcepjko-1	No	No	No	No
Br5854_kjcipbbf-1	No	No	No	No
Br5854_kjcoeiap-1	No	No	No	No
Br5854_kjdbgcpf-1	No	No	No	No
Br5854_kjdchefk-1	No	No	No	No
Br5854_kjddamde-1	No	No	No	No
Br5854_kjdeadep-1	No	No	No	No
Br5854_kjdeiffo-1	No	No	No	No
Br5854_kjdekheh-1	No	No	No	No
Br5854_kjdgbcfk-1	No	No	No	No
Br5854_kjedpcod-1	No	No	No	No
Br5854_kjegkmpn-1	No	No	No	No
Br5854_kjejgodi-1	No	No	No	No
Br5854_kjejoabh-1	No	No	No	No
Br5854_kjeofbme-1	No	No	No	No
Br5854_kjeolpie-1	No	No	No	No
Br5854_kjfaffce-1	No	No	No	No
Br5854_kjfibcib-1	No	No	No	No
Br5854_kjflflkk-1	No	No	No	No
Br5854_kjfmikfh-1	No	No	No	No
Br5854_kjgbmini-1	No	No	No	No
Br5854_kjgbplki-1	No	No	No	No
Br5854_kjgdbmel-1	No	No	No	No
Br5854_kjgdkfin-1	No	No	No	No
Br5854_kjgeehom-1	No	No	No	No
Br5854_kjgepbak-1	No	No	No	No
Br5854_kjgmmcpl-1	No	No	No	No
Br5854_kjgndecg-1	No	No	No	No
Br5854_kjhbjmge-1	No	No	No	No
Br5854_kjhflleo-1	No	No	No	No
Br5854_kjhkckdh-1	No	No	No	No
Br5854_kjhkdkbg-1	No	No	No	No
Br5854_kjhkhbnk-1	No	No	No	No
Br5854_kjiefdem-1	No	No	No	No
Br5854_kjilneda-1	No	No	No	No
Br5854_kjiomgaf-1	No	No	No	No
Br5854_kjipbjgf-1	No	No	No	No
Br5854_kjjbpafd-1	No	No	No	No
Br5854_kjjcfilg-1	No	No	No	No
Br5854_kjjfgaae-1	No	No	No	No
Br5854_kjjglgkc-1	No	No	No	No
Br5854_kjjihjej-1	No	No	No	No
Br5854_kjkamjdn-1	No	No	No	No
Br5854_kjkanhfh-1	No	No	No	No
Br5854_kjkbbomn-1	No	No	No	No
Br5854_kjkihdpa-1	No	No	No	No
Br5854_kjkklanj-1	No	No	No	No
Br5854_kjklengj-1	No	No	No	No
Br5854_kjkoccpc-1	No	No	No	No
Br5854_kjlaibla-1	No	No	No	No
Br5854_kjlfbahj-1	No	No	No	No
Br5854_kjlginlg-1	No	No	No	No
Br5854_kjlglnnb-1	No	No	No	No
Br5854_kjlhnnmo-1	No	No	No	No
Br5854_kjlkllka-1	No	No	No	No
Br5854_kjllflik-1	No	No	No	No
Br5854_kjlmaecd-1	No	No	No	No
Br5854_kjlnjond-1	No	No	No	No
Br5854_kjlogeci-1	No	No	No	No
Br5854_kjmblejl-1	No	No	No	No
Br5854_kjmdljoe-1	No	No	No	No
Br5854_kjmeckhf-1	No	No	No	No
Br5854_kjmekhha-1	No	No	No	No
Br5854_kjmgbhpe-1	No	No	No	No
Br5854_kjmkcedh-1	No	No	No	No
Br5854_kjmknfno-1	No	No	No	No
Br5854_kjmocjad-1	No	No	No	No
Br5854_kjnbpeal-1	No	No	No	No
Br5854_kjnddjla-1	No	No	No	No
Br5854_kjndfakf-1	No	No	No	No
Br5854_kjneajdj-1	No	No	No	No
Br5854_kjnfacfd-1	No	No	No	No
Br5854_kjnfagpf-1	No	No	No	No
Br5854_kjnfekgn-1	No	No	No	No
Br5854_kjniehke-1	No	No	No	No
Br5854_kjnkogpj-1	No	No	No	No
Br5854_kjnndokd-1	No	No	No	No
Br5854_kjnofbgp-1	No	No	No	No
Br5854_kjnogada-1	No	No	No	No
Br5854_kjoakood-1	No	No	No	No
Br5854_kjoapmoc-1	No	No	No	No
Br5854_kjocbmai-1	No	No	No	No
Br5854_kjofnkcd-1	No	No	No	No
Br5854_kjolkkdc-1	No	No	No	No
Br5854_kjonfjck-1	No	No	No	No
Br5854_kjopiopj-1	No	No	No	No
Br5854_kjpbmofl-1	No	No	No	No
Br5854_kjpekdpk-1	No	No	No	No
Br5854_kjpekool-1	No	No	No	No
Br5854_kjphemgo-1	No	No	No	No
Br5854_kjpphjck-1	No	No	No	No
Br5854_kkadmphi-1	No	No	No	No
Br5854_kkafdmdl-1	No	No	No	No
Br5854_kkalepnj-1	No	No	No	No
Br5854_kkapbfio-1	No	No	No	No
Br5854_kkbdmjmd-1	No	No	No	No
Br5854_kkbfbcbn-1	No	No	No	No
Br5854_kkbfiddo-1	No	No	No	No
Br5854_kkbgpngh-1	No	No	No	No
Br5854_kkblfgej-1	No	No	No	No
Br5854_kkbmmnpn-1	No	No	No	No
Br5854_kkcabekk-1	No	No	No	No
Br5854_kkcdgckn-1	No	No	No	No
Br5854_kkcejfif-1	No	No	No	No
Br5854_kkcobmoc-1	No	No	No	No
Br5854_kkdcmpkl-1	No	No	No	No
Br5854_kkddmhma-1	No	No	No	No
Br5854_kkdkcocb-1	No	No	No	No
Br5854_kkdphnlp-1	No	No	No	No
Br5854_kkdpofbh-1	No	No	No	No
Br5854_kkegedeb-1	No	No	No	No
Br5854_kkeiogdc-1	No	No	No	No
Br5854_kkejeaoj-1	No	No	No	No
Br5854_kkfancml-1	No	No	No	No
Br5854_kkfcmnej-1	No	No	No	No
Br5854_kkfeihij-1	No	No	No	No
Br5854_kkffhnob-1	No	No	No	No
Br5854_kkfnhafj-1	No	No	No	No
Br5854_kkgdihpk-1	No	No	No	No
Br5854_kkggpind-1	No	No	No	No
Br5854_kkghaahl-1	No	No	No	No
Br5854_kkgilfid-1	No	No	No	No
Br5854_kkgmfigh-1	No	No	No	No
Br5854_kkgmjcnh-1	No	No	No	No
Br5854_kkgmommk-1	No	No	No	No
Br5854_kkhbiedh-1	No	No	No	No
Br5854_kkhenabm-1	No	No	No	No
Br5854_kkhgbpni-1	No	No	No	No
Br5854_kkhhadbg-1	No	No	No	No
Br5854_kkhhckmi-1	No	No	No	No
Br5854_kkhipkla-1	No	No	No	No
Br5854_kkhkcblp-1	No	No	No	No
Br5854_kkhpopio-1	No	No	No	No
Br5854_kkialbdk-1	No	No	No	No
Br5854_kkibihin-1	No	No	No	No
Br5854_kkicdhlf-1	No	No	No	No
Br5854_kkiclpgn-1	No	No	No	No
Br5854_kkiibmlg-1	No	No	No	No
Br5854_kkiilade-1	No	No	No	No
Br5854_kkiilakb-1	No	No	No	No
Br5854_kkijiobc-1	No	No	No	No
Br5854_kkimjkeg-1	No	No	No	No
Br5854_kkimlfgi-1	No	No	No	No
Br5854_kkjepclf-1	No	No	No	No
Br5854_kkjfhcok-1	No	No	No	No
Br5854_kkjjlfbh-1	No	No	No	No
Br5854_kkjjollb-1	No	No	No	No
Br5854_kkjkhifc-1	No	No	No	No
Br5854_kkjlodfh-1	No	No	No	No
Br5854_kkjppjgo-1	No	No	No	No
Br5854_kkkadpkh-1	No	No	No	No
Br5854_kkkclfdp-1	No	No	No	No
Br5854_kkkdkckd-1	No	No	No	No
Br5854_kkkebkfp-1	No	No	No	No
Br5854_kkknhino-1	No	No	No	No
Br5854_kkkoffac-1	No	No	No	No
Br5854_kkkopckh-1	No	No	No	No
Br5854_kkkopgdj-1	No	No	No	No
Br5854_kkkpkbbg-1	No	No	No	No
Br5854_kkladofh-1	No	No	No	No
Br5854_kklcmbpp-1	No	No	No	No
Br5854_kkllanmp-1	No	No	No	No
Br5854_kklppijl-1	No	No	No	No
Br5854_kkmandjh-1	No	No	No	No
Br5854_kkmbbfpf-1	No	No	No	No
Br5854_kkmbhjeh-1	No	No	No	No
Br5854_kkmchflg-1	No	No	No	No
Br5854_kkmdfpcf-1	No	No	No	No
Br5854_kkmdokbp-1	No	No	No	No
Br5854_kkmicend-1	No	No	No	No
Br5854_kkmiomnp-1	No	No	No	No
Br5854_kkmkkfmf-1	No	No	No	No
Br5854_kkmmghpn-1	No	No	No	No
Br5854_kkmokaoo-1	No	No	No	No
Br5854_kknbaomh-1	No	No	No	No
Br5854_kknegjpk-1	No	No	No	No
Br5854_kknghlkc-1	No	No	No	No
Br5854_kkoakpek-1	No	No	No	No
Br5854_kkobalgd-1	No	No	No	No
Br5854_kkobihgl-1	No	No	No	No
Br5854_kkobkkfi-1	No	No	No	No
Br5854_kkobnfba-1	No	No	No	No
Br5854_kkodjafn-1	No	No	No	No
Br5854_kkofjcfb-1	No	No	No	No
Br5854_kkohlnbf-1	No	No	No	No
Br5854_kkohopgb-1	No	No	No	No
Br5854_kkolkkni-1	No	No	No	No
Br5854_kkolobni-1	No	No	No	No
Br5854_kkonbbnp-1	No	No	No	No
Br5854_kkoogjgd-1	No	No	No	No
Br5854_kkookgij-1	No	No	No	No
Br5854_kkopgiaa-1	No	No	No	No
Br5854_kkpbjbmh-1	No	No	No	No
Br5854_kkpbjnmh-1	No	No	No	No
Br5854_kkpfcbga-1	No	No	No	No
Br5854_kkpfpbol-1	No	No	No	No
Br5854_kkpglihm-1	No	No	No	No
Br5854_kkpkildl-1	No	No	No	No
Br5854_kkplhcae-1	No	No	No	No
Br5854_klafjdli-1	No	No	No	No
Br5854_klahgode-1	No	No	No	No
Br5854_klakacmg-1	No	No	No	No
Br5854_klalgkpl-1	No	No	No	No
Br5854_klaoklpo-1	No	No	No	No
Br5854_klapmlbf-1	No	No	No	No
Br5854_klbaafpb-1	No	No	No	No
Br5854_klbchcme-1	No	No	No	No
Br5854_klbdanpj-1	No	No	No	No
Br5854_klbdebhn-1	No	No	No	No
Br5854_klbfdodn-1	No	No	No	No
Br5854_klbhdbae-1	No	No	No	No
Br5854_klbhgmfp-1	No	No	No	No
Br5854_klbhookn-1	No	No	No	No
Br5854_klbkefif-1	No	No	No	No
Br5854_klbmgffo-1	No	No	No	No
Br5854_klbmijha-1	No	No	No	No
Br5854_klcdlihl-1	No	No	No	No
Br5854_klceahcj-1	No	No	No	No
Br5854_klceeagi-1	No	No	No	No
Br5854_klcehamd-1	No	No	No	No
Br5854_klcgcaje-1	No	No	No	No
Br5854_klchiflb-1	No	No	No	No
Br5854_klcjigkn-1	No	No	No	No
Br5854_klcjnbjk-1	No	No	No	No
Br5854_kldanhff-1	No	No	No	No
Br5854_kldbemkd-1	No	No	No	No
Br5854_kldjknab-1	No	No	No	No
Br5854_kldkicin-1	No	No	No	No
Br5854_kldkiipk-1	No	No	No	No
Br5854_kldmgbma-1	No	No	No	No
Br5854_kldodbjb-1	No	No	No	No
Br5854_kledjdbd-1	No	No	No	No
Br5854_kleeiogc-1	No	No	No	No
Br5854_kleipgml-1	No	No	No	No
Br5854_klenlone-1	No	No	No	No
Br5854_klenodlk-1	No	No	No	No
Br5854_klfeagee-1	No	No	No	No
Br5854_klffcfck-1	No	No	No	No
Br5854_klfgmemb-1	No	No	No	No
Br5854_klfgphnj-1	No	No	No	No
Br5854_klfibpcf-1	No	No	No	No
Br5854_klfjiige-1	No	No	No	No
Br5854_klfpecec-1	No	No	No	No
Br5854_klfpfapk-1	No	No	No	No
Br5854_klgaoiel-1	No	No	No	No
Br5854_klgcokkp-1	No	No	No	No
Br5854_klgdfmoa-1	No	No	No	No
Br5854_klgfemkn-1	No	No	No	No
Br5854_klggeeeo-1	No	No	No	No
Br5854_klggjoil-1	No	No	No	No
Br5854_klgiogkl-1	No	No	No	No
Br5854_klgmhpgd-1	No	No	No	No
Br5854_klhdaieg-1	No	No	No	No
Br5854_klhhjeem-1	No	No	No	No
Br5854_klhjhpal-1	No	No	No	No
Br5854_klifecdd-1	No	No	No	No
Br5854_klighhba-1	No	No	No	No
Br5854_klignlbf-1	No	No	No	No
Br5854_kliiakge-1	No	No	No	No
Br5854_kliihaoc-1	No	No	No	No
Br5854_kliikbeo-1	No	No	No	No
Br5854_klikocle-1	No	No	No	No
Br5854_kliljcgf-1	No	No	No	No
Br5854_kljcganp-1	No	No	No	No
Br5854_kljefdoc-1	No	No	No	No
Br5854_kljffada-1	No	No	No	No
Br5854_kljjdhha-1	No	No	No	No
Br5854_kljkomep-1	No	No	No	No
Br5854_kljoeoki-1	No	No	No	No
Br5854_kljolcbf-1	No	No	No	No
Br5854_kljomjae-1	No	No	No	No
Br5854_klkeccae-1	No	No	No	No
Br5854_klkhknoc-1	No	No	No	No
Br5854_klklafed-1	No	No	No	No
Br5854_klkncgjj-1	No	No	No	No
Br5854_klldoohp-1	No	No	No	No
