gene_name	variable	coef	var_group	Chisq	Df	pval	logLik	NMvar	fdr_gene	bonf_gene	randomIntercept_Coef	randomIntercept_SD
APOLD1	APOLD1	-0.0027486352061287		19.63093996131	1	9.39356761630569e-06		NM_mean_intensity	1.475556114836e-05	0.00343804574756788		
APOLD1	LRTvs_no_gene_coef			19.6398305142939	1	9.34996126045664e-06	22458.6898487192	NM_mean_intensity				
APP	Age	-0.000845294260768765		0.24825320401158	1	0.618307744643613		NM_mean_intensity				
APP	E4carrier	0.0122787097536831	Yes	0.164100606834842	1	0.685408908392472		NM_mean_intensity				
APP	Sex	-0.0424805048675477	M	1.48231920068594	1	0.223412014100106		NM_mean_intensity				
APP	YRI	0.00404197213890701		0.0094567463548253	1	0.922531194224178		NM_mean_intensity				
APP	APP	0.0022765644294282		51.6588990113563	1	6.60306719465794e-13		NM_mean_intensity	1.61114839549654e-12	2.41672259324481e-10		
APP	LRTvs_no_gene_coef			51.6150652234501	1	6.75214722839137e-13	22474.6774660738	NM_mean_intensity				
AQP4	Age	-0.000743472125407259		0.218943457025862	1	0.639846132909781		NM_mean_intensity				
AQP4	E4carrier	0.0128333413175621	Yes	0.204364375197516	1	0.651220873310011		NM_mean_intensity				
AQP4	Sex	-0.0404903603659177	M	1.53526890799694	1	0.215323394792507		NM_mean_intensity				
AQP4	YRI	0.00346516496520301		0.00792398254681582	1	0.929068594969833		NM_mean_intensity				
AQP4	AQP4	-0.0088344728439847		1433.36039475616	1	1.11254284725265e-308		NM_mean_intensity	1.11264522863625e-308	1.11470291690664e-308		
AQP4	LRTvs_no_gene_coef			1366.18173308225	1	4.69109834264156e-299	23131.9608000032	NM_mean_intensity				
ARHGAP24	Age	-0.000772621155603434		0.247977579912385	1	0.618502739361405		NM_mean_intensity				
ARHGAP24	E4carrier	0.0142667957897329	Yes	0.264880454325067	1	0.606786868881457		NM_mean_intensity				
ARHGAP24	Sex	-0.0433664282468476	M	1.84697984458808	1	0.174135065273267		NM_mean_intensity				
ARHGAP24	YRI	0.00118162369752992		0.000966388915060295	1	0.975200319468384		NM_mean_intensity				
ARHGAP24	ARHGAP24	0.0207785838886226		1429.77599281883	1	1.11257249736662e-308		NM_mean_intensity	1.11315683065189e-308	1.12555485861759e-308		
ARHGAP24	LRTvs_no_gene_coef			1363.0697810508	1	2.22597767414695e-298	23130.4048239874	NM_mean_intensity				
ARL8B	Age	-0.000829415195375708		0.266039949035044	1	0.606000664449197		NM_mean_intensity				
ARL8B	E4carrier	0.0149139842346787	Yes	0.26946822943985	1	0.603688711669503		NM_mean_intensity				
ARL8B	Sex	-0.0443758159032357	M	1.80041621078133	1	0.179662185168948		NM_mean_intensity				
ARL8B	YRI	0.000891892740180053		0.000512532579720809	1	0.981938088793689		NM_mean_intensity				
ARL8B	ARL8B	0.0128483070954099		942.226285443901	1	6.49478098130131e-207		NM_mean_intensity	7.20330254289782e-206	2.37708983915628e-204		
ARL8B	LRTvs_no_gene_coef			912.831061517929	1	1.59413068888341e-200	22905.285464221	NM_mean_intensity				
ASTN1	Age	-0.000824330489096761		0.233931715229846	1	0.62862372221506		NM_mean_intensity				
ASTN1	E4carrier	0.0119943112903181	Yes	0.155153869173	1	0.693658001411783		NM_mean_intensity				
ASTN1	Sex	-0.0426319013590536	M	1.47924133986098	1	0.223893259446967		NM_mean_intensity				
ASTN1	YRI	0.00405705338183426		0.00944018893685446	1	0.922598829041456		NM_mean_intensity				
ASTN1	ASTN1	0.000511009139970524		0.685031540592708	1	0.407859496904841		NM_mean_intensity	0.432685727151223	1		
ASTN1	LRTvs_no_gene_coef			0.686016101717542	1	0.407522766825186	22449.2129415129	NM_mean_intensity				
ATF4	Age	-0.000805099318333778		0.228001024208341	1	0.6330100165047		NM_mean_intensity				
ATF4	E4carrier	0.0128805776443912	Yes	0.18282321562662	1	0.668958156381874		NM_mean_intensity				
ATF4	Sex	-0.0436837431578959	M	1.58692848130947	1	0.207765517605492		NM_mean_intensity				
ATF4	YRI	0.00425837096889496		0.0106267692345455	1	0.917894539750786		NM_mean_intensity				
ATF4	ATF4	0.00491291114336818		175.99180518043	1	3.6360121501833e-40		NM_mean_intensity	1.47864494107454e-39	1.33078044696709e-37		
ATF4	LRTvs_no_gene_coef			175.027595147163	1	5.90446580575301e-40	22536.3837310356	NM_mean_intensity				
ATN1	Age	-0.000801300909761315		0.223013384216619	1	0.636753400996126		NM_mean_intensity				
ATN1	E4carrier	0.0112869496600231	Yes	0.138617231057241	1	0.709659559625173		NM_mean_intensity				
ATN1	Sex	-0.0427737601264519	M	1.50237176345281	1	0.220306787726442		NM_mean_intensity				
ATN1	YRI	0.00431395692428804		0.0107686973624394	1	0.917350021952802		NM_mean_intensity				
ATN1	ATN1	-0.00510271181637108		140.167318025435	1	2.44695120526112e-32		NM_mean_intensity	9.23282619717081e-32	8.95584141125569e-30		
ATN1	LRTvs_no_gene_coef			139.53377795752	1	3.36640917806094e-32	22518.6368224408	NM_mean_intensity				
ATP2C2	Age	-0.000822677504692102		0.233390568140039	1	0.629021090643817		NM_mean_intensity				
ATP2C2	E4carrier	0.0119422889340704	Yes	0.154072280508579	1	0.694673726125628		NM_mean_intensity				
ATP2C2	Sex	-0.0425855935718742	M	1.47853508418375	1	0.22400386268907		NM_mean_intensity				
ATP2C2	YRI	0.00411660648869418		0.00973587939497296	1	0.921399844548706		NM_mean_intensity				
ATP2C2	ATP2C2	-0.00392437409833698		8.66996165362754	1	0.00323497998803025		NM_mean_intensity	0.00438519509488545	1		
ATP2C2	LRTvs_no_gene_coef			8.67725952929322	1	0.00322205124621479	22453.2085632267	NM_mean_intensity				
AVP	Age	-0.000822613651466604		0.232890978048214	1	0.629388448188589		NM_mean_intensity				
AVP	E4carrier	0.0119592753734376	Yes	0.154204138858919	1	0.694549677524046		NM_mean_intensity				
AVP	Sex	-0.0426377133815596	M	1.47921413989961	1	0.223897517887719		NM_mean_intensity				
AVP	YRI	0.00407563783069394		0.00952409874998095	1	0.9222566829381		NM_mean_intensity				
AVP	AVP	0.00359796196194663		0.406446715961411	1	0.523778544043576		NM_mean_intensity	0.546162242506977	1		
AVP	LRTvs_no_gene_coef			0.405937622606871	1	0.52403864277852	22449.0729022733	NM_mean_intensity				
AZIN1	Age	-0.000848094355603853		0.250780695722967	1	0.616525901315202		NM_mean_intensity				
AZIN1	E4carrier	0.0123494141925696	Yes	0.16658037808592	1	0.683168989676387		NM_mean_intensity				
AZIN1	Sex	-0.0426222454197019	M	1.4974825942582	1	0.22105911255221		NM_mean_intensity				
AZIN1	YRI	0.00390321758961834		0.00884969760202187	1	0.925051302077813		NM_mean_intensity				
AZIN1	AZIN1	0.00311892656158636		65.5569928660927	1	5.64574400004446e-16		NM_mean_intensity	1.50827905402648e-15	2.06634230401627e-13		
AZIN1	LRTvs_no_gene_coef			65.4739998587684	1	5.88857403794277e-16	22481.6069333914	NM_mean_intensity				
B4GALNT1	Age	-0.000863016176732108		0.289590332448676	1	0.590483174511383		NM_mean_intensity				
B4GALNT1	E4carrier	0.012995772259344	Yes	0.205717808245046	1	0.650144648590952		NM_mean_intensity				
B4GALNT1	Sex	-0.0421139513655171	M	1.63033368395849	1	0.201656901588022		NM_mean_intensity				
B4GALNT1	YRI	0.00223838066195927		0.00324573010756426	1	0.954568049701133		NM_mean_intensity				
B4GALNT1	B4GALNT1	0.0215627867865297		938.489027082627	1	4.21658670003809e-206		NM_mean_intensity	4.53903156533512e-205	1.54327073221394e-203		
B4GALNT1	LRTvs_no_gene_coef			909.344318994474	1	9.13039681930656e-200	22903.5420929593	NM_mean_intensity				
BAG3	Age	-0.00084498357331081		0.247717612420962	1	0.618686781533284		NM_mean_intensity				
BAG3	E4carrier	0.0120771367641637	Yes	0.158531784495775	1	0.69051187975763		NM_mean_intensity				
BAG3	Sex	-0.0423435638950331	M	1.47068286267243	1	0.225237984262506		NM_mean_intensity				
BAG3	YRI	0.00400197481816534		0.00925735763385762	1	0.923349688177349		NM_mean_intensity				
BAG3	BAG3	0.00257601517462815		24.1079288502172	1	9.10844879686435e-07		NM_mean_intensity	1.54337604613535e-06	0.000333369225965235		
BAG3	LRTvs_no_gene_coef			24.1284256505533	1	9.01201476686822e-07	22460.9341462873	NM_mean_intensity				
BCAN	Age	-0.00080530167214925		0.227581565041892	1	0.633322888719503		NM_mean_intensity				
BCAN	E4carrier	0.0119354600358783	Yes	0.156611385019438	1	0.692295690203118		NM_mean_intensity				
BCAN	Sex	-0.0427132120472032	M	1.5136531597724	1	0.218582491766725		NM_mean_intensity				
BCAN	YRI	0.00385365121359394		0.00868242510526004	1	0.925760935067647		NM_mean_intensity				
BCAN	BCAN	-0.00629256799997123		143.956363066143	1	3.63187926928312e-33		NM_mean_intensity	1.39922927637644e-32	1.32926781255762e-30		
BCAN	LRTvs_no_gene_coef			143.335854937082	1	4.9636187505643e-33	22520.5378609306	NM_mean_intensity				
BRINP3	Age	-0.000823792099552233		0.233682351733621	1	0.628806761210775		NM_mean_intensity				
BRINP3	E4carrier	0.0119962847210653	Yes	0.155242037445069	1	0.693575382665949		NM_mean_intensity				
BRINP3	Sex	-0.0426449967242305	M	1.48050419628893	1	0.223695652779543		NM_mean_intensity				
BRINP3	YRI	0.00403317408837363		0.00933161240902204	1	0.923043841063101		NM_mean_intensity				
BRINP3	BRINP3	0.00074492170883891		0.883068486767168	1	0.347362620796186		NM_mean_intensity	0.377254359677757	1		
BRINP3	LRTvs_no_gene_coef			0.885226703416265	1	0.346774112407044	22449.3125468137	NM_mean_intensity				
BTBD11	Age	-0.000820061699483621		0.232384125232109	1	0.629761642910979		NM_mean_intensity				
BTBD11	E4carrier	0.01173918838294	Yes	0.149181142173603	1	0.699319119450045		NM_mean_intensity				
BTBD11	Sex	-0.0424836638336561	M	1.47448119253134	1	0.224639991241744		NM_mean_intensity				
BTBD11	YRI	0.00430911625548286		0.0106896172847332	1	0.917652967994355		NM_mean_intensity				
BTBD11	BTBD11	-0.00350359932158871		25.5011244891189	1	4.42125158743518e-07		NM_mean_intensity	7.77970231250614e-07	0.000161817808100128		
BTBD11	LRTvs_no_gene_coef			25.4995797460142	1	4.42479288277996e-07	22461.619723335	NM_mean_intensity				
C1QA	Age	-0.000775755209268348		0.214338676441756	1	0.643387840625403		NM_mean_intensity				
C1QA	E4carrier	0.0116984355017498	Yes	0.152697628380664	1	0.695970623419635		NM_mean_intensity				
C1QA	Sex	-0.0430164428579444	M	1.5581258400023	1	0.211939844436373		NM_mean_intensity				
C1QA	YRI	0.00406633070707276		0.00981150283672462	1	0.92109616490043		NM_mean_intensity				
C1QA	C1QA	-0.00633594213958509		302.012331488725	1	1.20048549878064e-67		NM_mean_intensity	6.75965680851865e-67	4.39377692553713e-65		
C1QA	LRTvs_no_gene_coef			299.02865067446	1	5.36286416939083e-67	22598.3842587993	NM_mean_intensity				
C1QB	Age	-0.000820121134350922		0.236564421537376	1	0.626698557135608		NM_mean_intensity				
C1QB	E4carrier	0.0120876261860575	Yes	0.160990440876136	1	0.688246274399353		NM_mean_intensity				
C1QB	Sex	-0.0421834090654609	M	1.47964583274777	1	0.223829943273584		NM_mean_intensity				
C1QB	YRI	0.00392958181621948		0.00904822458675858	1	0.924217799821713		NM_mean_intensity				
C1QB	C1QB	-0.00514511321870131		139.702614505725	1	3.0920432124974e-32		NM_mean_intensity	1.15478348548372e-31	1.13168781577405e-29		
C1QB	LRTvs_no_gene_coef			139.134427583587	1	4.11621905614791e-32	22518.4371472538	NM_mean_intensity				
C1QL3	Age	-0.000820374705935835		0.232388486001692	1	0.629758429946719		NM_mean_intensity				
C1QL3	E4carrier	0.01185923919041	Yes	0.152134904751346	1	0.696503458722989		NM_mean_intensity				
C1QL3	Sex	-0.0424664195371397	M	1.47218782124102	1	0.225000821810447		NM_mean_intensity				
C1QL3	YRI	0.00424478749482958		0.0103651184136299	1	0.918908102748406		NM_mean_intensity				
C1QL3	C1QL3	-0.00471581915259086		24.2117819919912	1	8.63027070543859e-07		NM_mean_intensity	1.4691530596235e-06	0.000315867907819052		
C1QL3	LRTvs_no_gene_coef			24.2087008569652	1	8.64408835440433e-07	22460.9742838905	NM_mean_intensity				
C1orf162	Age	-0.000816316295850522		0.229812865328472	1	0.631662620743935		NM_mean_intensity				
C1orf162	E4carrier	0.0119878140323513	Yes	0.155261214123028	1	0.693557416603683		NM_mean_intensity				
C1orf162	Sex	-0.042623791800135	M	1.48130389067661	1	0.223570627901935		NM_mean_intensity				
C1orf162	YRI	0.00401346704437365		0.00925484060494493	1	0.923360077191466		NM_mean_intensity				
C1orf162	C1orf162	-0.00642569498964401		25.7288795930543	1	3.92903301301158e-07		NM_mean_intensity	6.98070913962251e-07	0.000143802608276224		
C1orf162	LRTvs_no_gene_coef			25.7171620498775	1	3.95296084307145e-07	22461.728514487	NM_mean_intensity				
C3	Age	-0.000812232880191105		0.231866264697447	1	0.630143460977428		NM_mean_intensity				
C3	E4carrier	0.011031889509298	Yes	0.133998288982261	1	0.714321970420278		NM_mean_intensity				
C3	Sex	-0.0410987184733908	M	1.40349447696834	1	0.236139356494449		NM_mean_intensity				
C3	YRI	0.00375296736840961		0.00824709376599727	1	0.927640774250813		NM_mean_intensity				
C3	C3	-0.00717810045594296		202.065307025358	1	7.39855586940606e-46		NM_mean_intensity	3.30228225390563e-45	2.70787144820262e-43		
C3	LRTvs_no_gene_coef			200.756098528815	1	1.42835379831987e-45	22549.2479827264	NM_mean_intensity				
CABLES1	Age	-0.000810176519813499		0.227556561591342	1	0.633341549826696		NM_mean_intensity				
CABLES1	E4carrier	0.0118699543780854	Yes	0.153021947887724	1	0.695664043647587		NM_mean_intensity				
CABLES1	Sex	-0.0426865602110628	M	1.4934647960884	1	0.221679654400739		NM_mean_intensity				
CABLES1	YRI	0.00392069009492319		0.00887824663841365	1	0.924930864313847		NM_mean_intensity				
CABLES1	CABLES1	-0.00685886648565469		100.495343783125	1	1.18675616124974e-23		NM_mean_intensity	3.8438296904195e-23	4.34352755017403e-21		
CABLES1	LRTvs_no_gene_coef			100.183642346376	1	1.38901950042994e-23	22498.9617546352	NM_mean_intensity				
CALCRL	Age	-0.000819619490869654		0.232819648417675	1	0.629440937766088		NM_mean_intensity				
